Name	SugarVsControl	meanSugar	meanControl	tStatistic	tValueSugar	WithinSugar	SugarVsControl_BW	BodyWeightInteraction	BodyWeight	SugarVsControl_FoodIntake	FoodIntakeInteraction	FoodIntake	SugarVsControl_Adj	WithinSugar_Adj	SugarVsControl_BW_Adj	BodyWeightInteraction_Adj	BodyWeight_Adj	SugarVsControl_FoodIntake_Adj	FoodIntakeInteraction_Adj	FoodIntake_Adj	BodyWeightSugarEstimate	BodyWeightSugarInteractionEstimate	FoodIntakeSugarEstimate	FoodIntakeSugarInteractionEstimate
Proteobacteria	0.00331434123778951	2.83856577019125	2.55961761154883	3.44186166248999	-0.555211872059472	0.582866457062924	0.00198056781906268	0.587125769571827	0.146125755259634	0.00140432228343302	0.412015199034642	0.0334017449071	0.011047804125965	0.925912518951372	0.0198056781906268	0.961577664165444	0.567229162684276	0.0140432228343302	0.780899749935735	0.239728948191045	0.000493283401578693	0.00239939064104334	-0.00735749916439789	-0.0185222522885577
Verrucomicrobia	0.141682862132308	0.20068241936134	0.0815417235186017	1.51457458001205	-0.552144002743968	0.584940033187826	0.26589040177557	0.872369640815522	0.910224311062529	0.241883075611078	0.546629824955015	0.0589045575485295	0.236138103553847	0.925912518951372	0.399176993059675	0.961577664165444	0.910224311062529	0.345547250872968	0.780899749935735	0.239728948191045	-0.000972003347317191	0.000890500861948666	-0.0106033448220766	-0.0168144741983621
Unclassified	0.0912596259403759	3.04690130392737	2.98556301744992	1.74180084904053	0.144732290270673	0.885890221092953	0.23101273534101	0.761492012412891	0.789503645490905	0.231378300681835	0.892683395912082	0.7704334540876	0.182519251880752	0.990318904980534	0.399176993059675	0.961577664165444	0.910224311062529	0.345547250872968	0.892683395912082	0.82487133041969	0.000931759554701668	-0.00080389507410012	0.00318629968653606	-0.00188928783749847
Deferribacteres	0.0357038150270792	1.01024422851402	1.48412834284568	-2.33240898943484	-0.757958355109167	0.454389175788644	0.0173649326890825	0.374324774398339	0.57808258016461	0.0167718489267911	0.44280043928132	0.329470492267261	0.0892595375676979	0.925912518951372	0.0434123317227061	0.961577664165444	0.825832257378014	0.0419296223169779	0.780899749935735	0.770704993739132	-0.00949037171171597	0.00893669875125401	-0.00818226656027293	0.0405187251202844
Lentisphaerae	4.69443299845582e-05	0.417430950484528	0.0569241372802003	4.56420089779472	0.0122352844229993	0.990318904980534	0.007783375382836	0.961577664165444	0.330747024799905	0.00812299670397827	0.779801076657979	0.514788608984969	0.000469443299845582	0.990318904980534	0.0259445846094533	0.961577664165444	0.661494049599809	0.0270766556799276	0.866445640731088	0.82487133041969	0.00277579604822828	-0.000324633043411371	0.00257111627274111	0.0100231132592746
Actinobacteria	0.000185054290760904	2.07853021681959	1.5088291292689	4.23053893665214	1.17684626437526	0.248510224562339	0.00466364202182355	0.228149183801459	0.83646335600864	0.00391058340776629	0.0914955300234773	0.583978504636427	0.000925271453804521	0.925912518951372	0.0233182101091177	0.961577664165444	0.910224311062529	0.0195529170388314	0.312961636389317	0.82487133041969	-0.00920637402987843	0.0121116966843928	-0.0543869363206288	0.0885437373046062
Bacteroidetes	0.611189636718022	4.02661563861315	4.0414189465845	-0.517048507759543	0.460978378046429	0.64813876326596	0.648127911693344	0.349610689736615	0.26535390723057	0.656516657817726	0.75696672521957	0.82487133041969	0.679099596353358	0.925912518951372	0.720142124103716	0.961577664165444	0.661494049599809	0.729462953130807	0.866445640731088	0.82487133041969	0.00203336250476462	-0.00159032106953461	0.00301178540451282	-0.00283943967025883
Tenericutes	0.961395037754333	0.807446374100792	0.813983440909326	-0.0490862235693154	1.00397356058984	0.323421010884302	0.96470528236879	0.881330291746555	0.170168748805283	0.962814210478122	0.093888490916795	0.0719186844573136	0.961395037754333	0.925912518951372	0.96470528236879	0.961577664165444	0.567229162684276	0.962814210478122	0.312961636389317	0.239728948191045	0.00312273443924737	0.00115100396460795	-0.0189286989192744	0.066018162993877
Firmicutes	0.443276188207708	3.92956473191509	3.95653764517097	-0.78501130354525	-0.128169572855621	0.898870130929157	0.458401240586997	0.440008666927743	0.0805381428321929	0.47686539401403	0.524982115031674	0.795722500973767	0.554095235259635	0.990318904980534	0.573001550733746	0.961577664165444	0.567229162684276	0.596081742517537	0.780899749935735	0.82487133041969	-0.0024920230643451	0.0014662755400989	-0.00383043939343522	0.00664413308966499
TM7	0.332100727463381	1.13085082347671	0.952767081715446	1.00716347415516	-0.765169565352034	0.450148526287813	0.279423895141772	0.688066174318736	0.419506642866948	0.235758474653202	0.00730843593247377	0.385352496869566	0.474429610661972	0.925912518951372	0.399176993059675	0.961577664165444	0.699177738111579	0.345547250872968	0.0730843593247377	0.770704993739132	-0.000197070270349368	0.00342633919417329	-0.0714528122344103	0.115581277041874
