Name	SugarVsControl	meanSugar	meanControl	tStatistic	tValueSugar	WithinSugar	SugarVsControl_BW	BodyWeightInteraction	BodyWeight	SugarVsControl_EnergyIntake	EnergyIntakeInteraction	EnergyIntake	SugarVsControl_Adj	WithinSugar_Adj	SugarVsControl_BW_Adj	BodyWeightInteraction_Adj	BodyWeight_Adj	SugarVsControl_EnergyIntake_Adj	EnergyIntakeInteraction_Adj	EnergyIntake_Adj	BodyWeightSugarEstimate	BodyWeightSugarInteractionEstimate	EnergyIntakeSugarEstimate	EnergyIntakeSugarInteractionEstimate
denovo6970	0.0204690346518407	0.621380684331975	0.366233885852481	2.49726381087682	1.29726722531263	0.204427286054287	0.0494707703026724	0.408469209843786	0.628899227600227	0.0456232898151096	0.160776278907008	0.564505655421149	0.139895782811426	0.74308973569251	0.215694053045042	0.994774342439975	0.986690579381048	0.206505417057865	0.999559400692485	0.993297759099415	0.00573794644533302	-0.00548398173328267	0.0451770480471804	-0.0487093458118053
denovo7283	0.16089193321855	0.871843176796771	0.684730346805029	1.48283123022038	-1.00114564689952	0.324763615116672	0.129238765296598	0.994774342439975	0.937555879742745	0.129133618564128	0.914151880920401	0.899976845471006	0.430475305766966	0.820565027990889	0.372257113438047	0.994774342439975	0.994532586778955	0.375548011476354	0.999559400692485	0.993297759099415	-0.000223049093756355	4.15092008023939e-05	-0.00453334868819774	0.00361073229483899
denovo7641	0.132245562054786	0.724133186046339	0.511051957262218	1.58564083689985	-0.225720659243716	0.822949403563601	0.128134349290076	0.0637805310427112	0.759377769173511	0.127486297015328	0.0860793103798501	0.381987973482249	0.386465186198939	0.954761941385497	0.3708503763107	0.994774342439975	0.992267200711843	0.374335545218473	0.937845648878027	0.993297759099415	0.0104177024011756	-0.0136499504831313	0.0355779772033667	-0.0664717387467648
denovo7695	0.60018241349574	0.872723825907756	0.769973951988991	0.535942360869274	-0.983323186062768	0.333312767258096	0.588344944306451	0.324782415933324	0.839800547633618	0.579077142868622	0.682737556325846	0.0997766380048502	0.83551083992937	0.820565027990889	0.821339757757931	0.994774342439975	0.994532586778955	0.814496355156333	0.999559400692485	0.993297759099415	-0.00884102804782565	0.00979906848580111	-0.0212156292012851	-0.0208629844694507
denovo7749	0.696863435241676	0.573991836819287	0.62733605746606	-0.396786868219344	-0.734186099193999	0.468535191293137	0.706783790077905	0.948095404963304	0.533200606717603	0.695588691987668	0.0688918317356716	0.830610519557368	0.883455568499576	0.850041446474465	0.892490695471007	0.994774342439975	0.986690579381048	0.88580646131118	0.882401759678176	0.993297759099415	-0.00135945779074188	-0.00048128747937139	-0.0490710583076733	0.06987085582168
denovo8132	0.236496056854643	0.696094524520397	0.884004099541276	-1.22796479557089	0.677083719425782	0.503540913431927	0.263678897084541	0.870611496427881	0.480838647624979	0.257368527020472	0.849728516079686	0.220911150090354	0.497799392400332	0.858729829705439	0.529814599349564	0.994774342439975	0.986690579381048	0.51818011125861	0.999559400692485	0.993297759099415	-0.00350880676044783	0.00141734438537627	0.0177605426381874	0.00859854944348366
denovo8345	0.280997847467701	0.682531567691056	0.529579470135281	1.12261957890945	-2.30007783413896	0.0285764186608688	0.243237820742751	0.478532042620358	0.62120166854436	0.242090356573275	0.592244739685641	0.42110361265082	0.543571578895951	0.49735937938898	0.510206160582356	0.994774342439975	0.986690579381048	0.503013441534069	0.999559400692485	0.993297759099415	-0.00525002998341117	0.00481941419100772	-0.0268917853623363	0.0191776291341871
denovo8523	0.483781067928081	0.815018752850272	0.928512970821016	-0.71448976664877	-1.3144407931639	0.198659205532469	0.533994610375971	0.979749039426854	0.309692867504735	0.534834116513644	0.475525361092961	0.541028301655107	0.72853975006121	0.74281268155619	0.785414176825658	0.994774342439975	0.986690579381048	0.787213051690009	0.999559400692485	0.993297759099415	-0.00349581972121479	-0.000241107793261982	-0.0137728904727802	0.0360200320543421
denovo8541	0.984509810828677	0.847651931269527	0.841846212305334	0.0198015512585967	1.5119431949285	0.141011933305407	0.982087199209203	0.341280237099227	0.233437449628125	0.98259608669945	0.85707157634562	0.754701239393053	0.994420983420912	0.685877934046152	0.991973983093859	0.994774342439975	0.986690579381048	0.992487993612532	0.999559400692485	0.993297759099415	-0.00448115937623137	0.0129188529813907	-3.28210528378379e-05	0.0132244490040108
denovo8632	0.803626358249458	0.630117183052005	0.666954138720761	-0.25366450991141	1.78599210753239	0.0842129505955245	0.776416284961377	0.0427020159300777	0.558983732646707	0.778013853721962	0.111773249988286	0.233042523765133	0.923364564350256	0.620545002302693	0.91191911761325	0.994774342439975	0.986690579381048	0.912712685616069	0.947053697595289	0.993297759099415	0.0131289574606033	-0.014093602814514	0.0625453757252551	-0.0582657078319006
denovo8886	0.506533924348527	0.455745139695307	0.37046946206468	0.682810903335159	-0.48547210811013	0.630868244494635	0.467742526770064	0.896879332869798	0.65261279961652	0.457863562400917	0.243520908383781	0.459654461582142	0.747385839357385	0.915480390867739	0.723858614693004	0.994774342439975	0.987684287561788	0.717796522305604	0.999559400692485	0.993297759099415	-0.00169945167947162	0.000791542791307663	0.0380557460229553	-0.0371522984647279
denovo8911	0.980781247733874	0.650409343886119	0.653802796632277	-0.0245492434072255	0.844936930356359	0.404834398020048	0.977184067650674	0.103949479329718	0.0333967436373696	0.977698465415749	0.0308182512063439	0.450245326736639	0.99231985064839	0.849534723062673	0.990344795834522	0.994774342439975	0.986690579381048	0.990866121515624	0.845013763727508	0.993297759099415	0.0136140153551929	-0.0102475579497422	0.0670633675067328	-0.074607182129346
denovo8959	0.754596341594418	0.661300865919683	0.625342434027919	0.317442987226418	0.112720540710651	0.911003017050395	0.779777691367358	0.912538918403003	0.768724368839185	0.779314996085563	0.999741044896489	0.609933790202628	0.905966904252419	0.970661621706792	0.91191911761325	0.994774342439975	0.992267200711843	0.912712685616069	0.999741044896489	0.993297759099415	0.000142846717414802	0.000736787603973622	-0.00779935521949436	-1.14820927305024e-05
denovo9336	0.480892550791371	0.475306627908425	0.553536069460348	-0.718083677295309	-0.237421592814277	0.81394369793496	0.552763903943702	0.760935831740486	0.808972479232526	0.547911740006918	0.870777765555087	0.307274873517026	0.72853975006121	0.952876776951544	0.798070343672777	0.994774342439975	0.992267200711843	0.794802090323289	0.999559400692485	0.993297759099415	0.00109147732681755	-0.00208870673389855	0.0202883691271413	-0.0058286045855994
