Name	SugarVsControl	meanSugar	meanControl	tStatistic	tValueSugar	WithinSugar	SugarVsControl_BW	BodyWeightInteraction	BodyWeight	SugarVsControl_FoodIntake	FoodIntakeInteraction	FoodIntake	SugarVsControl_Adj	WithinSugar_Adj	SugarVsControl_BW_Adj	BodyWeightInteraction_Adj	BodyWeight_Adj	SugarVsControl_FoodIntake_Adj	FoodIntakeInteraction_Adj	FoodIntake_Adj	BodyWeightSugarEstimate	BodyWeightSugarInteractionEstimate	FoodIntakeSugarEstimate	FoodIntakeSugarInteractionEstimate
denovo30	0.0268595139554328	0.692225864555492	0.960347022098763	-2.45266780697434	-0.710790224133094	0.482704121116936	0.0189350343199927	0.201086262603339	0.692095445920542	0.0190095092520566	0.218261912827951	0.633346366538095	0.148198536015945	0.904620371561649	0.186988796553491	0.999813487460665	0.998038682946498	0.188611227874308	0.997915821195612	0.99989210326076	-0.00525720519140146	0.00742531017709256	-0.022150108837983	0.0377921021742133
denovo59	0.0130070829594402	0.301627211923007	0.722881212711995	-2.85042462182988	-0.639746551494472	0.52719313970902	0.00524110975354576	0.670874795765419	0.924441683327846	0.00419565826107064	0.241658333899386	0.329651653674216	0.093708260533694	0.917370674316685	0.104003962746522	0.999813487460665	0.998253787121344	0.0876985813414009	0.997915821195612	0.99989210326076	-0.00289009615262675	0.00317796132328941	-0.017849604380846	0.0453661102429102
denovo70	0.00513370934058967	0.19220287845709	0.0288224534196956	2.96353577521867	-0.974002853735528	0.337843830834586	0.0557867150804154	0.847071677926324	0.0264317866679221	0.0708158032450271	0.519242872898807	0.795909832874708	0.0474338605673737	0.882690959349199	0.278732783568646	0.999813487460665	0.997617321050636	0.314195021378644	0.997915821195612	0.99989210326076	-0.00310327076913705	-0.000839030556006225	-0.0145882773158471	0.015772848884297
denovo110	0.0537680770399106	0.528085545644275	0.30433637016817	2.04502964271659	-1.35858681306862	0.184406120624915	0.0980377365505648	0.764966972213473	0.569278845058113	0.0809412965641299	0.215212298009229	0.075341158148953	0.227317891237789	0.810917895373569	0.370934412709016	0.999813487460665	0.998038682946498	0.337953074780886	0.997915821195612	0.99989210326076	-0.00321223626882418	0.0020728597246642	0.00544527487761105	-0.0433855303721948
denovo116	0.039938086897588	0.0664713000662275	0.273108182263922	-2.3265368795365	0.648158602192328	0.521812759736173	0.00538827616333639	0.913998245904258	0.65238796322886	0.00423127281478375	0.921138684473687	0.114390854596054	0.187267021614513	0.917354362017579	0.105294598525843	0.999813487460665	0.998038682946498	0.0880516639288849	0.997915821195612	0.99989210326076	-0.000303199619032938	-0.000397143153712654	0.0144733596888053	-0.00186653095072285
denovo137	0.0224279418196639	0.237850166388586	0.0564555262072605	2.4458244979438	-0.909399025384716	0.370388134400102	0.0581753592276475	0.842982136797518	0.270642354255934	0.0598890499597564	0.513906747717525	0.585682685223411	0.130367656538169	0.895389220272196	0.283816093825338	0.999813487460665	0.997617321050636	0.286020181166783	0.997915821195612	0.99989210326076	0.00285703662226423	-0.000966499644043216	0.0189083871680324	-0.0169991630073525
denovo170	0.689332404520734	0.774356946226822	0.707209509028426	0.407839063018547	1.104374572453	0.278210044190171	0.673767519190938	0.814956979524376	0.0799507448473674	0.684573077916522	0.900923180408914	0.517377544355557	0.882843530382963	0.861721210244877	0.878981592997221	0.999813487460665	0.997617321050636	0.880861063048263	0.997915821195612	0.99989210326076	0.00725543224699465	-0.0019463899234356	0.0085044377194254	0.00567056675670863
denovo187	0.0306784272394601	0.390441479706234	0.133584447590056	2.26419343195216	1.19733775589541	0.240550475753525	0.119291871288809	0.999059887265326	0.643382172694337	0.111294341117427	0.669400491333415	0.186435546412957	0.161387744191478	0.828190986433989	0.408513186186544	0.999813487460665	0.998038682946498	0.398642259158612	0.997915821195612	0.99989210326076	0.00148439897108003	9.97521135539322e-06	0.0111890791470436	0.0187002498833391
denovo211	0.240380166748224	0.195440566698112	0.106924952095351	1.21009093091122	0.532562234921617	0.598259531272549	0.312227913377507	0.701662479622699	0.461648084170015	0.304846989720557	0.211988186472785	0.583092758816954	0.536234419579396	0.942760307357704	0.628330285243653	0.999813487460665	0.998038682946498	0.618843685239964	0.997915821195612	0.99989210326076	0.000160118666733204	-0.00174079827233632	0.0167969005344134	-0.0297991513593022
denovo224	0.897559294432717	1.1432202326866	1.15736793627257	-0.131017393084345	-0.364777547791129	0.717836412924203	0.886434579678009	0.148341965330067	0.0222003457650165	0.893575529555518	0.343277686725599	0.257708905903329	0.964850596963901	0.951445007867265	0.960104743210069	0.999813487460665	0.997617321050636	0.961227290827905	0.997915821195612	0.99989210326076	0.010903411101713	-0.00757595178558734	0.0352896867166077	-0.0278075395339597
