Name	SugarVsControl	meanSugar	meanControl	tStatistic	tValueSugar	WithinSugar	SugarVsControl_BW	BodyWeightInteraction	BodyWeight	SugarVsControl_EnergyIntake	EnergyIntakeInteraction	EnergyIntake	SugarVsControl_Adj	WithinSugar_Adj	SugarVsControl_BW_Adj	BodyWeightInteraction_Adj	BodyWeight_Adj	SugarVsControl_EnergyIntake_Adj	EnergyIntakeInteraction_Adj	EnergyIntake_Adj	BodyWeightSugarEstimate	BodyWeightSugarInteractionEstimate	EnergyIntakeSugarEstimate	EnergyIntakeSugarInteractionEstimate
Anaeroplasmatales	0.915831990136662	0.725218743200962	0.739720287391248	-0.107275189739315	0.633484901884697	0.531217342853529	0.921613794045427	0.614895568363792	0.368257201716523	0.917511548277324	0.0524095303451553	0.263080495087295	0.915831990136662	0.782541789190362	0.921613794045427	0.936567736595355	0.736514403433046	0.917511548277324	0.236038038977564	0.49275939236659	-0.000550459370021479	0.00387530791580997	-0.0389514913579995	0.0768261268806734
Bacteroidales	0.786420329310461	4.09539544576709	4.0844699201644	0.275346893496119	0.642267081751836	0.525577883398596	0.796544267731339	0.403935828175162	0.221331279903221	0.802095043833511	0.886113420925259	0.879923837995504	0.846914200795881	0.782541789190362	0.857816903710673	0.936567736595355	0.71384657854278	0.863794662589935	0.886113420925259	0.947610287072081	0.00256667712983273	-0.00185338876213314	0.00207887318273914	-0.00172163057924106
Bifidobacteriales	0.000123188954430798	1.72594207220809	0.594171652949406	4.52198665568855	1.45886166371973	0.154994866230271	0.00127983356778059	0.287496997726134	0.751389878864206	0.00129464896690195	0.294720671305309	0.833782328836002	0.000862322681015585	0.433985625444759	0.00597255664964275	0.936567736595355	0.853014198090772	0.00604169517887579	0.436369325288225	0.947610287072081	-0.0130429823141937	0.0183147550531124	-0.0635874522489772	0.0954606403412643
Burkholderiales	0.022730151347702	2.52749315410673	2.11396546422824	2.51456107420972	-0.418762499440777	0.678372741044227	0.0230839093123997	0.872165586004724	0.305934247946906	0.0189171975405185	0.815884675594754	0.0563625112145427	0.0458392729018237	0.833776197413434	0.0511683410084207	0.936567736595355	0.71384657854278	0.0378343950810371	0.878645035255889	0.489595582888599	0.00481399249276031	-0.00147637559719601	-0.0313410318059216	-0.0109074075733138
Clostridiales	0.161337522904697	4.02230925709417	4.0803875517598	-1.46547346531924	-0.59098314054939	0.558958420850258	0.170668148608137	0.601428592814504	0.101823363436379	0.186183719830074	0.71280925997041	0.824522301243031	0.225872532066576	0.782541789190362	0.238935408051392	0.936567736595355	0.71276354405465	0.260657207762104	0.831610803298812	0.947610287072081	-0.00232640675068918	0.00114317767166105	-0.00217112405573092	0.00441285945575591
Coriobacteriales	0.00774657480143531	1.78718811825893	1.59081051371043	2.91128494331476	-0.614772820559253	0.543339953827885	0.0255841705042103	0.226934864832267	0.707572479850661	0.0178614347460851	0.0172411879069475	0.374155597157312	0.0216904094440189	0.782541789190362	0.0511683410084207	0.936567736595355	0.853014198090772	0.0378343950810371	0.137215936804802	0.534757707136787	-0.00383261416213593	0.0054161635164986	-0.032478856146168	0.0544891550014595
Deferribacterales	0.0229196364509118	1.24163314245784	1.72596991409487	-2.5600471146894	-0.283973884781271	0.778381177598722	0.0105117248266204	0.402503518903351	0.6079531979543	0.00939493562748721	0.311692375205875	0.27340711938863	0.0458392729018237	0.833776197413434	0.0367910368931713	0.936567736595355	0.853014198090772	0.0268851633783604	0.436369325288225	0.49275939236659	-0.0084027079150541	0.00794965363912543	-0.014213077260944	0.0500607669168026
Desulfovibrionales	0.472474132776872	1.81536534342723	1.91707027711609	-0.739112168006075	-0.21169554935437	0.833776197413434	0.428654565040353	0.319826776812091	0.265713759413839	0.427381494158898	0.281250071749726	0.25742966123997	0.551219821573017	0.833776197413434	0.500096992547079	0.936567736595355	0.71384657854278	0.498611743185381	0.436369325288225	0.49275939236659	-0.00836393573083216	0.00668688702004795	-0.0113801404915133	0.0382216326484178
Enterobacteriales	7.15615192989812e-08	1.48645559030051	0.427449781833813	7.43101574452898	-1.59157225855532	0.121964680680941	1.99022084644705e-06	0.866105785751769	0.853014198090772	8.72793993821194e-07	0.646279666306706	0.0699422261269427	1.00186127018574e-06	0.426876382383295	2.78630918502587e-05	0.936567736595355	0.853014198090772	1.22191159134967e-05	0.822537757117626	0.489595582888599	0.000680956074347621	-0.00167405506840105	-0.0227847077246725	-0.0230418502094924
Erysipelotrichales	0.180059282349643	1.62670983831218	1.3260175784829	1.41833486114605	3.5209298141019	0.00139691169293887	0.118744612904391	0.213709924049465	0.809314024414109	0.101149466904193	0.0196022766864003	0.996906307782034	0.229166359354092	0.0195567637011442	0.18471384229572	0.936567736595355	0.853014198090772	0.1573436151843	0.137215936804802	0.996906307782034	-0.0111606289996391	0.0124322567352979	-0.0905560657406756	0.120310302828072
Flavobacteriales	0.0318038409938395	0.787866040785258	0.488206746068916	2.33281715229431	0.329065754117993	0.744392302192635	0.0339217449267994	0.673613149801778	0.0486739763421916	0.0368183996757483	0.248738875322643	0.218834277245936	0.0556567217392191	0.833776197413434	0.0593630536218989	0.936567736595355	0.681435668790682	0.0644321994325595	0.436369325288225	0.49275939236659	-0.00799172738942294	0.00301644192168054	-0.054270632982516	0.0447428170021784
