"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"
"feces__J423"	-0.188370361101836	-0.0875582381936995	-0.155890438791509	0.150708501657178	0.0636483643814271	-0.253584680286686	0.330477449070219	-0.0939016819757588	-0.010869697065685	0.146578280248687	0.114487657489169	-0.067114695161021	0.120733971696598	0.014718889531903	-0.063862109847175	-0.207254279246543	0.0049572474020062	-0.113454534853799	-0.0264945673314474
"feces__J424"	-0.0469480825822467	-0.101324942288674	0.192642002243486	0.0411078444461028	-6.66795103527297e-05	0.148365588455649	0.100038870027889	-0.0645465504450244	-0.00572231247157115	0.0825552796291852	-0.156891351862201	-0.093797700878977	-0.0977092407816259	-0.275529166842742	-0.141862640748959	0.047619540932159	0.561307647862453	0.0726497843666815	-0.0757754256236167
"feces__J425"	0.302429233317692	-0.0778653770956239	-0.109266562013954	-0.0416361514901972	0.012676933708323	-0.109420365001873	-0.216324307221378	0.145073897107529	-0.0122088025499373	-0.0609460033324515	-0.0351452959187242	-0.242119253111224	-0.106207866640639	0.216112876878768	0.0689185647950198	0.00804448012296204	-0.183323380845148	0.072075712388649	0.0570293499464715
"feces__J426"	-0.227472266695352	0.0724436764818858	0.046390278459159	0.0220445480036315	0.0325124698308292	0.00499383457227859	-0.00316167082102085	0.174754130408383	0.161186260587993	0.288092718705299	0.0905930055945659	0.124274978810259	-0.210376824087137	0.188867858754066	0.0724821600834573	0.261879552214204	0.080285671658867	0.0559316744446767	0.224783015471892
"feces__J427"	0.118331273412716	-0.0311947028854913	-0.313693019502845	-0.0862832153883728	0.290698821425929	-0.0593171535112522	0.0628943196824377	-0.247089888302439	0.0519573965764234	0.198885537712528	0.0899517958639599	0.0576578786411572	-0.283470977448824	-0.12803242783413	-0.0271957382828151	0.0508205572049874	0.137294835109379	-0.01811054422323	-0.0550143503255521
"feces__J428"	0.0924698288827282	0.203714830070913	-0.0304626896934569	-0.0706990753584138	-0.304404586509644	-0.0401412077628308	0.0586796695426854	-0.244513810824661	0.0429797805041526	0.259805875050076	0.0574511938900621	-0.161637277634969	-0.0204983937992459	0.120612567094246	-0.14199716922929	0.250452978814953	0.0848251097006222	-0.268436033416194	-0.119916694453955
"feces__J429"	-0.0959906165798889	-0.497771813894834	-0.0239689841551708	0.167659647282453	-0.173909681812369	-0.0917855706079477	0.000119148367380814	-0.0914714112215189	-0.251453178127972	0.0231336852787944	0.111896671284193	-0.140534479448969	0.126321884484015	0.0499783278710678	0.135619116584529	-0.019888010959913	0.216865842859709	0.171853704332224	0.0119241893859591
"feces__J430"	0.12923100536771	-0.121164923752634	0.0554073822962169	-0.17329832117965	0.0725335161952115	-0.314444194146684	-0.0948546480178011	-0.228084049616084	-0.0313731737192852	-0.155558962046308	-0.0653862509274897	0.360725546219452	-0.0277819829709986	0.286360908830331	0.0514235997586221	-0.181522722297051	0.141488881952257	0.0466836223374349	-0.0337777496394586
"feces__J431"	0.114630744370581	0.151200653025853	-0.0318158479810691	-0.260819657744594	0.0720532912289731	0.166554174446024	-0.190874236666614	-0.17941399730796	-0.0763874645660516	-0.218746897025618	0.050513562509552	-0.0689177981275781	0.0224561974393626	-0.0106637636365043	0.229082293504438	0.00571849670177431	0.104466204381972	0.130549635193372	-0.00449486784474866
"feces__J432"	-0.11283731730537	-0.194663913634453	0.0514053878526678	0.0702089055740444	0.0153496872146327	-0.119011522280985	-0.0375853114106875	-0.198388892896266	0.0392650805364739	0.191407188498191	-0.215719918026919	0.236782951948844	-0.172829127496868	-0.151145927412995	-0.178272010505864	0.0887026164802479	-0.362238498435629	-0.00258716720443144	0.104919515190016
"feces__J433"	-0.323195595396019	0.030387972884152	0.0118903772345812	-0.0871864177460733	-0.0855441633374337	-0.0610714754545432	-0.166993619115368	0.179863412983447	0.188016576122657	0.0789099821311149	-0.137785818864911	-0.0300785086078007	0.00142259353435868	-0.167545768656305	-0.0189924185082135	-0.100690448982225	-0.0035103227639836	0.15589144832998	-0.276454296397232
"feces__J434"	0.0106314688276526	-0.277322592073257	-0.159117102278954	0.108369971243325	0.151199793771234	-0.0158219530819692	0.21192567973036	0.300675467914693	0.0595989361099106	-0.0147355307073425	-0.0397765489836842	-0.162312141527209	0.174154594268506	-0.0222358503648705	0.135503162838755	0.057457218527661	-0.197242758196764	0.0766099908015619	-0.158532746947365
"feces__J435"	0.118476841165258	-0.212815502864816	-0.0130727182065965	-0.32978684253131	-0.0258800126693637	0.0932389572373564	0.181619046182077	-0.0211294216493827	0.192017404391919	0.0268875802078096	0.0309088337874898	0.111709663667286	-0.0094018443801904	-0.00872381230094115	-0.4011978648367	-0.293455887927077	-0.104600008176283	0.0261699908606136	-0.0659229002023889
"feces__J436"	0.0691162837110038	-0.244709676126665	-0.107677759250921	-0.071430911114775	-0.107113727213059	-0.0126188732555834	-0.022429464188779	0.0879424356063692	-0.132858593098567	-0.312042059940792	-0.0857047448645478	0.054116573396888	-0.196728731403601	-0.00479161076154779	-0.0228844578413369	0.409816425207773	-0.0794595257512511	-0.291229366357239	-0.0754085096971329
"feces__J437"	0.00897989149432094	-0.0327708689328987	0.201039030722754	0.0930951484922192	-0.0461642206388355	-0.0457777852934205	-0.0712689043139603	-0.137869223995903	0.158856147910111	0.00450947953007086	-0.214784278415387	0.0975111949614229	-0.101034844438363	0.199591022389524	-0.0363922029450323	0.112240602509429	-0.185673115695517	0.108375099247002	-0.232802040520895
"feces__J438"	0.180530686276956	-0.00191029533962573	0.0752535029889157	0.153924519147106	-0.176979373463641	0.024375493223637	-0.186493421830936	0.206340517669121	-0.0950337297353439	-0.00113221809105311	-0.0849915395083982	0.147108491464285	0.2013766279959	0.0209962383999764	-0.207058176228231	0.0203127776807176	0.143078878610609	-0.0111016069361735	-0.331467593111626
"feces__J439"	0.00215822732693733	0.0309484332083014	-0.118760409901533	0.124804867288518	0.0594907709835644	0.193360643017157	0.188832646261063	-0.00216234082624357	-0.217417189269814	0.186199700342261	-0.124086684896537	0.188079082843148	0.0551750883125471	-0.210462618084796	0.280208289737005	0.0548828096282704	-0.107286134698655	-0.0191721955987134	-0.126240914033336
"feces__J440"	-0.183482093551342	0.0472100194153199	-0.050474211780313	-0.12067660708449	-0.208219764300773	0.108798672686511	0.0402209392091639	0.0340078008987753	0.0687628231605096	0.0747564846642347	0.241329352840822	0.204968136684071	0.286269356895539	0.13033246347535	-0.0155950835268833	-0.0509828478782016	-0.120993963102389	-0.15647377025771	0.0573855837488393
"feces__J441"	0.15954819606017	0.0121175858978969	0.087137241092415	3.01518498825519e-05	-0.190817339870952	0.171801315146998	0.042454857345577	-0.0641389118329029	-0.0850179604961108	0.0136547291506968	-0.287652708256735	0.148254956807537	0.151246592348276	0.0649623253217788	0.17714289992161	-0.0404214591897758	0.0133249738241764	-0.403949974909494	0.201847595128144
"feces__J442"	0.0490196378516413	0.0817473903053664	0.0596846587749727	0.0948607764367136	0.157037328643567	-0.144837261533815	0.301023649577641	-0.0146639993555883	0.0783063292950088	-0.185805661357805	-0.110981797035739	-0.12359155739106	0.346551297740144	0.122829680635543	-0.130074314837685	0.259177557788915	0.207298600814882	-0.0541970898770767	0.159826164510823
