"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"	"MDS22"	"MDS23"	"MDS24"	"MDS25"	"MDS26"	"MDS27"	"MDS28"	"MDS29"	"MDS30"	"MDS31"	"MDS32"	"MDS33"	"MDS34"	"MDS35"	"MDS36"
"feces__J421"	-0.157527402794381	0.0599539166843444	0.219106267272059	0.0242793638514396	0.0902761673931913	0.431482807148652	-0.121975497822691	-0.0347506016798867	0.0287819572455519	0.0769432708024748	0.00214348384693619	0.309050805025313	0.268742920682186	-0.154417633414364	0.258798061697829	-0.0215470974863292	0.0461611165653172	0.0957500578813916	0.0555792292022521	-0.0666663524863924	0.242696169521207	0.237776608890587	0.0449732168516273	0.028855785262123	0.151553710356892	-0.120214056238434	-0.0890335941050821	0.130163017605637	0.0683953113037171	-0.106937256411515	0.0637798435840692	0.0762047674180804	-0.0373185879506968	-0.0958778207553499	-0.0665703993295951	-0.172428943457137
"feces__J422"	0.110288078350741	0.0876981263115922	0.0870686735171649	-0.0334514824837208	0.0617760831106435	-0.0548141876271046	-0.177989991316856	-0.0165897283278486	0.338464984677572	0.183155898654696	0.0971040770082983	0.113287982942024	-0.119171876466141	0.120591713204205	0.06846487488954	0.159239684730452	-0.0127585413222878	-0.187896330199584	-0.227756108313002	-0.062576350939267	-0.142290311825433	-0.0648560321056343	-0.196647623864899	-0.134090885412054	0.240299969604209	-0.0369479165786312	0.151318115180576	-0.191415990683669	-0.0960791517070199	-0.00753576448732376	-0.397860977045777	0.207623787011361	-0.00606818847270344	0.0972042986593211	0.181479464611878	-0.218897152945768
"feces__J423"	-0.124577874345242	0.236296547797498	0.114548116034932	-0.0581294391404447	-0.220633505597895	-0.0336064131137503	-0.00757322560779801	-0.0793667503016341	-0.16274171104233	-0.172049287110497	-0.372212197171081	-0.199799598437061	0.267516737466337	-0.0518638724248803	-0.0474678734000819	-0.0556399229058352	0.0664435132673076	0.0300709357598449	-0.130012259190317	0.178879864591937	-0.0848354840601629	-0.303337857782946	-0.240955765872227	0.0884740469435961	0.164077043271688	-0.154641138351023	0.139971858835819	0.0356524182679776	0.204599463696149	0.0154888497491632	-0.124570654495961	0.136709521201706	-0.220967972334234	-0.0281526792781073	-0.12754344575896	-0.155030962419604
"feces__J424"	0.0483568699803538	0.240775192944546	-0.240917410389291	-0.0355100133250793	-0.0121813644118342	0.280801916882942	0.0167436004696979	-0.0883060778346744	0.112343922374455	0.210711239728618	-0.257616768631891	-0.149337809278476	0.0329795405151631	0.419879491813542	0.0222068939268588	-0.0426699761862358	0.162326713323206	0.114133037551405	0.090872661501969	-0.196549116632801	0.147605773719647	-0.0434224854701944	0.0846371851161807	-0.229596149399579	0.0346705057452242	0.156556882926425	-0.0858986613963819	-0.0623580189206354	0.0310167841398426	0.29842384576468	-0.0395093014291053	-0.0605941105446706	0.0733184617438056	0.148168141999303	0.0444348740250349	0.0762092943628758
"feces__J425"	0.138103769908057	-0.0639765316815082	0.00110248964421393	-0.114322866542991	-0.104980275716811	-0.0169412760811544	0.0527363719558359	-0.00362618881261881	-0.00133619219646585	-0.282076553195858	-0.2423560915379	-0.0806233095442787	-0.328832382680738	-0.253535160995009	0.234110447511687	-0.0865178438061229	0.0387930073222843	0.00885733278740432	0.0811845889702378	-0.360722714028043	-0.136521476644028	-0.0982944741966875	-0.131167999647059	-0.164258626416646	0.119286068222257	-0.162549413898335	-0.368741163718454	-0.0484634535444259	-0.141474684483505	-0.0550595198143631	0.128875633280777	-0.0924581980878863	0.0313363653904455	-0.0560606131843991	0.252699990058726	-0.0122938849248411
"feces__J426"	-0.218333230733704	0.060875489999178	-0.0487962292243347	-0.0149850272877523	-0.0277194856821927	-0.157913603716042	0.120065069742033	-0.0644182952346371	-0.156598358988165	-0.136436519443537	0.0179261641227569	-0.102937063308664	0.058482639350214	0.169100980070108	0.256326101973325	0.126451225563922	0.0303845888779753	-0.440869374624701	0.0840076282290977	0.0521055716434681	0.152477096524225	0.0772665704233602	0.136624503899301	-0.0261213765418288	0.206311626366059	0.148145382364102	-0.0924790517780048	0.161590092490094	0.125259849643767	-0.287598738223789	-0.102952392368615	-0.114902855809932	0.196623753552664	0.183204909883934	-0.0160724168050329	0.204521432281757
"feces__J427"	0.147745134917159	0.0623548780726955	-0.113852070436491	0.112019620788872	0.19550378083762	-0.0975446377320336	0.199566956266277	0.223871286383441	0.106330692016781	0.163877396805493	-0.0727765124991274	-0.0126227031615539	-0.0232925635960339	0.0469178039977319	0.0940393002801024	-0.351971562026334	-0.0335984173937803	-0.161055862130737	0.144553746589768	-0.0651582961411898	-0.142874651624798	-0.237320079343324	0.17071738932296	-0.023341032444461	-0.109520632769701	-0.323116817516649	0.0984552111410219	0.118834621693891	0.0843377838626421	-0.034908372390751	0.207734356686521	0.107541866867596	0.0432549983860355	0.090844116911678	-0.362206308954896	-0.152836434103207
"feces__J428"	0.103439638963689	-0.169185970133156	-0.0105135369892918	-0.0245650568460052	0.0238319098362593	0.0331316882826912	0.00773657173871554	-0.0166915640063337	-0.168264434452105	0.10732467172677	0.0639106188521776	0.0518926884224361	-0.0281097115030484	0.314828154839422	0.0588112998413722	-0.071707728715753	-0.329931992914984	-0.00420180511098782	-0.00340289295567575	0.107632630763376	0.380176522432812	-0.220436192464328	-0.0260262680542091	-0.0811366957421827	-0.0730405625527912	-0.249546337208806	-0.0204181586959108	-0.180696429376467	0.0782666834297184	-0.228110822518496	-0.121282876286106	-0.315595719678511	0.00729341209011477	-0.243015883397527	0.124447766947152	-0.215405223941308
"feces__J429"	0.030002931508129	0.382260866850129	0.154739199439872	0.198645675137627	0.152423334560567	-0.0972424832753805	-0.163979778428806	0.0404221209781739	0.21469448089305	-0.0891127874095749	0.107660023754615	-0.191892135631229	-0.060022685853425	0.0162959824574749	-0.120085960797965	0.227785090251617	-0.177573854998435	0.147517689377668	-0.104512376646577	-0.0106891341898474	0.076524791935696	0.138364627719606	0.121554544264527	0.0518235682619684	-0.159861173864591	-0.252293082435073	-0.216855380541453	0.394764561247073	-0.0364642933209824	0.0675543625727414	0.0129033460862234	-0.0501154201679004	0.0655249467889379	0.0930055572745488	0.0736540876869124	-0.0948850918434189
"feces__J430"	0.0541892884090195	-0.0629354232684773	0.228064951838497	0.125417845186159	0.189268141863535	-0.206381751051479	-0.06941712511443	-0.0690408810454082	-0.143889376879967	0.040784438480633	-0.103160111561742	-0.00341848253218232	0.0414046095572257	-0.0339963089618426	-0.0910312207256976	-0.286654998238934	-0.154937634874801	0.154360367183671	-0.151388508378911	-0.0332025579069427	-0.0431230516608491	-0.0691728553413338	-0.0347894560145021	-0.240582017345876	-0.143965734073277	0.461066911740069	-0.11525863768135	0.112572361896327	0.22532943246728	-0.0638233877243776	-0.0397516694478059	0.220760869085603	0.323008585176695	-0.0486623248718202	0.0950393022470417	-0.10360717071915
"feces__J431"	0.0445016244372194	-0.146302663386328	0.0912357275754613	0.0993694233246333	-0.0363435952907258	-0.0295231992727297	0.201345245590084	0.0904589059031789	0.0753489506194919	-0.0629144216487558	0.184498190053725	0.101407096802901	-0.0646947166063519	0.00931962120422459	0.0774039501121411	-0.097433172740647	0.0752645946116352	0.229665701593021	0.081294950355452	0.203850105020896	0.171268058916063	0.181505029241723	-0.350563925316978	-0.219911255947016	-0.0040531771853014	-0.105432150166615	-0.144321168682138	-0.181127825514022	0.219225113618769	0.0907558383353541	-0.055878994813814	0.211172406622769	-0.0303135169745506	0.327440653683303	-0.182101927045995	0.269760968194461
"feces__J432"	-0.0384298507265939	0.0858844243272022	0.255694466885052	0.0430566409370823	-0.185162487016026	0.00283702482797417	-0.102368070547593	0.0228175681360138	-0.00684876677949284	-0.0986847409642551	-0.252488434658982	0.107187170688128	-0.100096345838907	-0.166447544731483	-0.220586738709369	-0.0990230031540787	-0.303879024328337	-0.017557972832007	0.353033615743699	-0.137114077273737	0.0432811293906847	0.129805780525387	0.373192714496011	0.0801600744052753	-0.0322461906675695	-0.0362532394880154	0.208355545291109	-0.269076925148177	0.0867415494756465	-0.00683808841489854	-0.253197266395749	0.0253826873743324	-0.000779415402386173	0.166536470086563	0.0727007439333684	0.154401467495091
"feces__J433"	-0.265663900784821	-0.0461145788215971	0.203433871379576	0.0504435784342015	-0.0614145382590617	0.0229478061808532	-0.016448708080138	0.174947017448177	0.0813603190035035	0.0709843716778927	-0.0849269897836621	0.162613351154689	-0.148049330518967	0.163761801343715	0.207479228032187	-0.0484549850280252	-0.080980414295012	0.20454149558585	-0.0804776108358682	0.285609360044326	-0.151058527859387	-0.220378702449805	0.187797868695889	0.0199087169388735	0.175553404940251	0.154062609841684	0.0522647021747329	0.0741941918277748	-0.0511813265353835	0.336162303886319	0.219732710926325	-0.205799397734655	-0.11631604806757	-0.0827013165047773	0.146800541858812	0.175016613704514
"feces__J434"	0.0588822103602658	0.23700982275867	-0.17589850536208	0.423262490629743	-0.347907414398496	0.148404998771134	0.304895560332218	-0.109867274536691	0.0316099902077365	-0.0785955025168118	-0.0253497039272827	0.102664200155721	-0.25375803955904	-0.0736520215094455	0.0757112678632326	0.145228347161252	-0.0841531418245928	-0.0437586326065189	-0.226966619266576	0.0121610209542702	0.160588616902151	-0.0682421241281648	-0.0190660059360801	0.191460853636203	-0.0889789210415518	0.169866075606168	-0.0569355048235363	-0.0735865272592821	-0.0640044415880792	-0.0313941277478411	-0.00246768644030715	0.113650973536163	0.0458728214729638	-0.0816525666040322	-0.182648386357494	-0.0560412002283996
"feces__J435"	0.12141882807313	0.287145928995378	-0.297347711464558	-0.0405322642533988	0.140081867491362	-0.190111696007203	-0.0803760538866402	0.00343829813556964	0.209253790774722	-0.134469387677114	-0.0711914745276014	0.429225329318694	0.166344976971973	-0.152494328923219	0.0165381464286578	0.0758332150162323	0.0158086247898199	-0.158943330050138	0.268662919308979	0.19586237550058	-0.0034283878020371	-0.00852979591376952	-0.113096186848689	-0.0890721334402633	-0.150425394443644	0.173476095776114	0.151252359830343	-0.137337068008182	-0.0166141815652061	0.0412423687846688	0.172447074340509	-0.0837314938792658	0.0535253916917467	-0.131255838716471	0.0809752661595555	-0.0189876231999279
"feces__J436"	0.138466156200822	-0.0171455073992482	-0.157551263060971	0.116198553334944	0.0577627193571066	5.19892457998438e-05	-0.131988908619691	-0.0706263775572877	-0.0934739277392703	0.158493884870339	-0.20458032715033	-0.0905104195161005	-0.0372378748223312	0.11684276417281	0.0739788327249752	-0.243959137058657	0.125068972121296	0.0993901685771907	0.0336279936790057	0.290355065597739	-0.155581768912699	0.340856720377314	-0.106481978653941	0.34378012342111	0.0590946036997059	-0.23139309594679	0.0605696971396221	-0.0261705618128249	-0.156647957552317	-0.15421088432269	0.00559091542915265	0.0189875732565136	0.143287092537832	0.148978898325123	0.253741422042929	0.0942284171934658
"feces__J437"	0.0379458155254099	0.0017109312652182	0.00573713686497326	-0.414088428979619	-0.13844662176797	0.0558420649445845	-0.246380978499324	0.144416808415546	-0.0723646679421316	0.0777325223813095	-0.0337373850197391	0.0598476033457413	-0.227029178810017	-0.0897055468410208	-0.0378266282108553	-0.0914041817098209	0.00392443848731461	-0.134175291398335	-0.0265741532765951	0.0394759038937253	0.152173603026748	0.0677730475408932	-0.0168585585446615	-0.236592716508845	-0.0084427205653356	0.0744314959709062	0.0629270555568032	0.304818621951286	-0.256132548940205	0.0149405872535533	-0.0882837746030662	-0.00850178934869918	-0.0950926106785423	0.121164562372203	-0.367897909788322	-0.0150715434950199
"feces__J438"	0.11145448760175	-0.171928014324688	0.0448353560986654	0.012075635185868	-0.0964129388544179	-0.239064144187641	-0.0114131108820475	-0.331352058289158	0.115867746888667	0.0759570804740694	-0.0469312182893546	0.208290602146301	-0.109458113614311	-0.0266843541822869	0.0238737387846194	-0.0620898647463699	0.198515129442621	0.0838769859456848	0.0910868408079177	0.1193163318022	-0.108394263344929	-0.0154590572201284	-0.0306770948114358	0.214978338158064	-0.0272369315313417	0.0798047486603034	-0.113532637376699	0.305556121451816	0.00936655360880363	0.0390370361256104	-0.323690245624393	-0.327386284067893	0.0437641809179539	-0.0679458844966292	-0.194176146289651	-0.0380821557302911
"feces__J439"	-0.0812211098453953	0.0424345508404926	-0.113291601616113	0.263989925847038	-0.0657660067530114	0.0651483349895996	-0.336297521852215	-0.248230997618042	0.0354854698063255	-0.0861841448083029	0.147799474540925	0.0346507195331349	0.25198401196472	-0.0205269998277551	-0.121121436388009	-0.0788418406351395	0.0578798079268191	0.053000256479819	-0.0656298128838505	-0.0188547650249557	-0.240915706559195	-0.132063569430572	0.0567712233330741	-0.367679202371695	-0.00402844255787648	-0.119751899796796	-0.152847670954798	-0.0882331471514784	-0.0669675073221802	-0.273969385762755	0.0611799423215008	-0.153147280813807	-0.172467434134935	-0.0299803744130154	-0.10473921757287	0.280459333439366
"feces__J440"	-0.270791047311057	0.0775841691407871	-0.0341584815544513	-0.145166969757105	-0.257214250112169	-0.259473694079792	-0.0484345773887985	0.152195810404668	-0.234393385240281	0.00807704527513567	0.0890290465883128	0.181543886485248	0.104796891081951	0.0392571762078659	0.217279228937239	0.0688668125629408	0.18949388983285	0.18475820687128	0.0365304712182845	-0.1042539860401	-0.0152801147377574	0.100594421935795	0.00206914519062285	-0.00891225443881471	-0.221630339358533	-0.127789688078577	-0.0747036933651868	-0.103370257912808	-0.0555055898560189	0.100621456731023	0.0333161225919612	0.131279101032233	0.197233065065739	-0.0819283515926033	0.0888406601272174	-0.264443653206038
