"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"
"feces__J426"	-0.185064695935733	0.0200942511154083	0.0112849824497548	0.0366984995134155	0.162875399202952	0.126202325349637	-0.195828672437159	0.0638998024724207	0.112400643568393	0.184189992117518	0.141870108666549	0.22279493266856	-0.197343068220435	0.261423346634583	-0.126189978385254	-0.116332908179431	-0.344264273492566	0.174529163429116	0.16697821209357
"feces__J427"	-0.0211396146456782	-0.117365427382081	-0.218318668458454	0.026933470443568	-0.198102271068862	-0.197074561025109	-0.000391123821002172	-0.00606928381727239	-0.161442280063132	0.136716186001514	0.0844601650435191	0.224444151633728	-0.0631552669777185	0.189593180829967	-0.110248483356595	0.0771667318096698	-0.152017249730442	-0.0982955170162876	-0.0717099958050605
"feces__J428"	-0.000324750622880382	0.15124364363138	0.217929321437986	0.167620683044016	-0.108677254796069	0.0271942909783463	-0.0272063832341695	-0.106284615059846	0.208775943475497	-0.159955974401748	0.0718939555069712	-0.0795586744749947	-0.371298131949891	0.0016334918255318	0.0875519512208744	0.0104501110200691	0.0167320622153531	0.0984874521623122	-0.0363730383424303
"feces__J429"	0.0672288522746208	-0.508040836347366	0.000904489653187429	0.066566437084815	-0.0117403408789528	0.225341189411868	0.259956867363088	0.147730092526649	0.160535147713987	-0.0727702237790232	-0.112710625935605	0.243416441672546	0.026994767286728	-0.107031280538249	-0.0160112357689869	-0.0856999408962066	0.0223865060354078	-0.0928507343949579	0.0961628141910393
"feces__J430"	0.135129332806281	-0.060989853715335	0.183138319340713	0.200764173133053	-0.109422859176069	-0.218809142204855	0.134248587793285	-0.0507273567350893	-0.0611580750114751	0.0146378853079615	0.344589597034407	0.1162617311921	0.0186005078732998	0.0215679304920877	0.238146103370046	0.0790417527032927	0.102004194026588	-0.0867827970249943	-0.196105086861788
"feces__J431"	-0.0261352175742541	0.157762084032484	0.241655257516946	-0.214826441591441	-0.0356237093433875	-0.343138581235193	0.0453186492317048	0.0181049116108752	0.102651016303619	0.0558256244005716	-0.091452171908588	-0.18683643386387	0.00665763139512899	-0.0198347994965841	-0.276142316202	0.00629290347274153	-0.158336901167235	-0.138035297353593	0.131641180508904
"feces__J432"	-0.0114384440242598	-0.203566995008869	0.0403716217469284	0.0739773781157568	-0.0705321941641821	0.0516490534554619	0.0935006229890789	-0.309973452972074	-0.119283833431645	0.103537861438673	0.152514840868054	0.00277617472623596	0.160298226693798	0.168393273385584	-0.226584768286725	-0.176079068153205	0.0483953236945544	0.0482734414463102	-0.0412959759642318
"feces__J433"	-0.301854760606404	-0.0395640312438399	0.0454648953447001	0.141398733840311	0.249022262813455	0.00637486069174769	-0.114046350426164	-0.0133905158248735	-0.0725065300472643	-0.0202407143478589	0.0912083933974566	-0.329369268729202	0.227925527256982	0.103087570454804	0.0730937801526738	-0.0450525329947541	-0.0959466136791204	0.013171708835241	-0.013504162888917
"feces__J434"	0.0770886796409126	-0.279227968641954	-0.252130105920293	-0.0164862590446129	-0.0333590097295823	0.111170126083742	-0.209521713511077	-0.00569919049223972	0.0766358344685502	-0.0121567544574186	-0.0307938633870582	-0.314950011215367	0.154066919985238	-0.215602034774157	0.0611087708384355	0.0806113204078532	0.083017789541439	-0.0355811163176614	-0.051479147959947
"feces__J435"	0.0889757726467408	-0.202809860919769	0.208815673787263	-0.0356273188235233	-0.182565470992061	-0.183180554997748	-0.189405831920864	-0.0853347527914565	-0.155611500894011	0.128675708193084	-0.0705460570845969	-0.363370804516856	-0.262322674096986	0.290181387492587	-0.124518569184501	0.0948550942508852	-0.0408894834576581	-0.0346557330193364	0.0140388797328629
"feces__J436"	0.084603080163206	-0.215046788129736	0.049315776735001	0.0483223700916144	0.0768961525865779	-0.0183352587709399	-0.0511694052728904	0.112693281440324	-0.40998081083312	-0.150855277059303	0.054204451558997	0.116273489389136	-0.120249599694847	-0.178244538701824	-0.0315594396624747	0.0389528766701915	-0.285130687825614	0.383419759463382	0.056371536186163
"feces__J437"	0.0948682062208708	0.0313950922112505	0.0963365180799776	0.0068207263351384	-0.0044349541821802	-0.035617387822388	-0.0450437107698691	-0.174742817235106	-0.035762159049364	-0.0474896171143541	0.172207628938213	0.19383312297732	0.139357542104696	-0.0107374250692102	-0.123606457709993	-0.0341047741363112	0.309566855506058	0.157803764803895	0.610584570101919
"feces__J438"	0.21642329295158	0.0806141501028374	0.0627845851352485	0.0522174784478704	0.246221831470084	0.0547050669048278	0.0636186482507158	-0.190601804224174	-0.123317317522755	-0.0399160859238436	-0.179995114194664	-0.0124074677433718	-0.174805998668822	-0.219074561253688	-0.0302435931817443	-0.0193387587818982	0.161137834818758	0.0733799801627766	-0.183611049707363
"feces__J439"	-0.0216952506246489	0.0028213282234127	-0.186918018026305	-0.174401849409771	-0.174897682756176	0.146694212426263	-0.0133243334129882	-0.145518265570811	-0.101374303220325	0.1053362491344	0.035048584458176	0.0778340433497459	0.121937190278541	-0.155549400393056	-0.218419542329192	0.44826248984367	0.00289896625691061	-0.0289772511268526	0.018532615202393
"feces__J440"	-0.207886888458353	0.0171773996416079	0.124859746818676	-0.0214301296900328	0.0679704509158059	0.0561109862824021	-0.122734048216689	-0.107464389367684	0.151288717372923	0.207532818390527	0.0563617987890328	-0.00557124307520143	-0.0312669463430386	-0.116393762472129	0.163704298560717	0.0984219081269727	0.271519552259419	0.357501961262188	-0.0822976464042327
"feces__J441"	0.153411189425555	0.0610443582897074	0.145456693545609	-0.0698257865091776	-0.0337510578690783	0.0319181861233987	-0.0223718013717606	-0.203201098844944	-0.0593287856878834	-0.162687536247447	0.305471746169081	0.0230811127354296	0.125787096326186	-0.125793527873665	0.253712471887831	-0.0559934986977823	-0.29830889681237	-0.144656271107295	-0.132275140615632
"feces__J442"	0.0642554705232613	0.144323286809292	-0.187891560818805	0.0307329175337856	-0.286626051650394	-0.0332503482838115	-0.0602211202179989	-0.0927654903849398	0.249443530993769	-0.20597288468114	-0.116696920786847	0.0849510838488899	-0.0278722867396762	-0.0446616439637558	0.0658983017200781	-0.25433619891571	-0.154787546100292	0.0513169530248834	-0.00778615983750766
