"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"	"MDS22"	"MDS23"	"MDS24"
"feces__J419"	0.142114402281178	-0.241366557014188	0.0748533970290612	0.0241113133892057	-0.0083025617182433	-0.0302383742746801	0.0994885250166168	0.0255188825603057	-0.0589922010807219	0.119843634592468	0.128094849071114	0.0253859589551598	0.168838261175854	0.0236968540449082	-0.0721845869595809	0.27794078093091	-0.185360542633454	-0.297200771713848	0.0686757819681472	0.00701421438780372	0.0142141727245798	-0.123322641557734	0.00478139346273876	0.148124228304875
"feces__J420"	0.116061672256872	-0.20402314188291	-0.0822086248783908	0.219953094370546	-0.0187431532665726	0.0279849159385389	0.095257297848728	0.110004127191638	-0.0381914614179335	0.106788665763874	-0.00778995352326759	-0.0809996048774695	0.0114598437231957	0.0922595279075118	-0.0865088100372499	0.0408618283521721	-0.10370501945916	-0.12447500248117	0.0939660354899589	-0.081344602498415	0.320967201367832	0.153560379147995	-0.237845871439808	-0.182635594014705
"feces__J421"	-0.175252765486939	-0.0265064091371173	-0.219158261582156	0.0936776640704211	0.14414998718822	0.067680136287854	0.079010024805555	-0.0682627737621912	0.179472984832116	-0.219195323397933	-0.348125109921354	0.0581510170515722	-0.0342474722998328	0.00961807549066888	0.0516901950527816	0.160552740078148	0.0859952263291236	-0.137954490744188	0.263525704189023	-0.0124975997671942	-0.153787056950584	-0.016588788482844	-0.238478031535003	-0.101219647763049
"feces__J422"	0.0918347439084685	0.0309571029536128	0.0160590204804417	-0.122564145326554	-0.0512945979823467	0.064367399865952	-0.226643387724167	-0.152172246248885	0.134191504007013	0.194573177206746	0.194169161280121	0.0845278633848806	-0.183913509911431	0.0711825963335587	-0.225393722469094	-0.0154327624882999	0.124157676849048	0.0621042751004216	0.157592642817774	-0.169055350294572	-0.205003733605128	-0.124785520121862	-0.25619342828363	0.0669913421170323
"feces__J423"	-0.166797258156312	0.099611032411538	-0.00714795704748069	-0.259235715152256	-0.0184952090391002	-0.0769255295038705	0.0967332673144814	0.100588606038462	0.0938277527707761	-0.0529212975264488	0.332900380747069	0.029878263105247	0.00903301671032752	0.0836211179334331	0.277042516917648	0.224197123847021	-0.102349866138414	-0.291724374673577	-0.106281449454973	-0.00921361034159258	0.022936172402417	0.0201079357152579	0.234200361341516	-0.0223007761266868
"feces__J424"	0.0114051902039817	0.238136998228974	0.0417074107247708	0.230984768428716	0.387491419544588	0.0862671299984712	-0.269737059608041	-0.0854227539425562	0.163131034501354	-0.0152304233547558	0.159242459102989	-0.0435347561938411	-0.0151176419084838	0.183291377240972	0.0800583681893753	-0.213433587263598	-0.0308546365883262	-0.177187001704431	-0.141433190614902	-0.0327726048365301	-0.158060095078491	-0.119243011561377	0.0218633963118478	0.0697492997828751
"feces__J425"	0.190885884348616	-0.0945104539143464	-0.0636480058742031	-0.128772321162887	-0.0235122748555908	-0.204952830943033	0.231883293514767	-0.145265064701438	-0.0157744043502685	0.101977426451045	-0.176098809897076	-0.181127475460131	0.0983586977051211	0.042655011047586	0.00100306895683205	0.0640776729380907	0.25544982367905	0.19589132367891	-0.134786844425442	-0.119638055560358	-0.0965760480865238	-0.328754688976668	0.0162024691809956	0.160537346612853
"feces__J426"	-0.141563649429431	-0.0449177399302307	0.0696348658812066	0.0154428848508384	0.00201062576670991	0.0367188777691589	0.111389106287364	0.0834549522029816	-0.196326024988907	-0.0242686537432523	0.0938920381973879	0.200724755135112	-0.188670861870618	0.160092664249689	-0.360183674492187	-0.191968423431233	-0.0479272427758094	0.0650146301229304	0.0740484069262695	-0.315074051871482	0.300120852926513	-0.188154433143438	0.0679180511063301	0.308886380255097
"feces__J427"	0.110570449248501	0.119460941999481	-0.0384359625464456	0.188211493480178	-0.140852408196512	-0.118572060468768	0.169683318480779	-0.0671623299822749	-0.0691104214429455	-0.125810690636422	0.0274231319267859	-0.0930153275416951	-0.323464177470024	0.0874661132004863	0.188834254377319	0.134861101447062	-0.096252298410436	-0.090813196868676	-0.168544982174386	-0.239244715798608	0.0918651143990232	0.249093921956917	0.0153294676406854	0.25401988891775
"feces__J428"	0.099606966849771	-0.191206369026388	0.0200728070314407	0.15113067805145	-0.0901967650577978	-0.216456071312191	-0.206781855117007	0.100244692038402	-0.0995305995339616	-0.0969678605531024	-0.0575686958539084	0.0194120858470532	0.0104971377184617	0.405039073512098	0.115943934165982	-0.0336548339010592	0.110471228544027	-0.0188135323031278	0.0341905627543875	0.0781886905517176	-0.362430984051473	0.162607252531929	-0.00445081949177174	0.068352276594023
