"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"	"MDS22"	"MDS23"	"MDS24"	"MDS25"	"MDS26"	"MDS27"	"MDS28"
"feces__J426"	-0.24116065369001	-0.0220533354044372	0.00278589935694842	-0.0720327362896241	0.0241849700705071	0.102934921634599	-0.0823447766263757	-0.146901218876946	-0.065585001790549	0.137007149070778	0.0121653059813491	0.147717384055353	-0.0973817678967769	-0.160012940411902	0.0578585202127961	0.214943210801123	-0.240700392975638	0.00326505419193737	-0.0442808360050628	-0.0906285703629889	0.10760489043991	0.0459100750551238	-0.463931576644706	-0.0613525798171721	0.100313462894161	-0.0498682123427035	0.192087788208569	-0.30823610454834
"feces__J427"	0.078241141981484	0.145784082246664	-0.145117094330327	0.0673634546602512	-0.0199639683779408	0.129868918628986	-0.193051998731776	0.153074526965592	0.130321484448171	-0.102500256253494	0.135656610905334	-0.20575982113286	-0.113980048782379	-0.0972194627107361	-0.185107635598879	0.0688738392712401	0.167994159563295	-0.0242326836244827	0.1244662979453	-0.0111860503854306	-0.0501641339756994	0.058363687559438	-0.115342536626792	0.222101275517383	0.27735187922052	-0.303111679537523	0.287234731692348	0.162366342861648
"feces__J428"	0.0616061868064703	-0.122478415692642	0.15285824427409	0.102486858760733	0.0782037993519719	0.158345741794112	0.0651053102319727	0.0151153265302296	-0.241408555979305	0.190489715488526	0.0318174948185438	0.0847978824336223	-0.119128553503986	-0.020685296523997	0.0812106767439874	0.0947790222211636	0.0309434969659557	-0.0107067571755537	-0.0993238004437617	-0.0631590326675933	0.126640793522833	-0.111819821791599	0.126886204321792	0.46837822849959	-0.282383547502606	-0.0342597177549583	0.102458300736945	-0.219990159579214
"feces__J429"	0.0333898518633284	0.353591319671414	-0.212070432705744	-0.0435492637827792	-0.260084292819488	0.179263683008102	-0.0659461959492811	0.102110208735123	0.126115909513411	0.206730933243928	-0.179041446128138	0.130636069555152	0.219041207078625	0.197039803667615	-0.0131757882952686	-0.113083016303126	0.121833688730594	-0.303801036695501	-0.0813186651566225	0.104582140184592	-0.113565560350263	-0.0626052888847903	-0.150556088160036	0.130071254199037	-0.204249625685718	0.173695443352929	-0.0368015960128257	-0.0823677113883007
"feces__J430"	0.095456186511372	-0.00525725859821864	0.243087426555507	0.0282472903972756	0.110799962172098	0.18140152775317	-0.0111756559479837	-0.0130772968228815	0.413437834594634	-0.022375545805235	-0.0865702400389905	0.0328110642871968	-0.00182771915218999	0.100328361903187	-0.109259834702643	0.0532773952685312	0.114785138578219	0.00321279335785188	-0.31309927551388	-0.296993627764806	-0.0613559295889298	0.186848153637449	0.206203443081563	0.151245657606953	0.0502803573980507	0.118647266006033	0.00618402243093315	0.0719557641795135
"feces__J431"	0.101298117194497	-0.170633233612505	-0.0443043316731716	-0.286402117943003	0.0114545359616888	0.0397808171955656	-0.198856788367179	-0.143199187905454	-0.129722739121103	0.0934223140419907	-0.188777324021452	-0.0887725515803852	-0.152019182017495	0.137463925273456	0.0610365877524417	-0.042636202206286	0.015819395609289	0.254050730810176	-0.0893584786098284	-0.137527196030633	0.0856497076457137	0.215676476683405	-0.0117242642421396	-0.0485962940415247	-0.107996810590564	0.131021275417022	-0.157474709846394	0.131597208726679
"feces__J432"	0.00576838450704159	0.0998918931162866	0.0463419993002712	-0.107977179638079	0.0636926689685352	0.281756532859593	0.0842365738122646	-0.0804781010849241	0.0702699033854201	0.148846063117171	0.158388067622301	0.0976855383118368	0.448387930977608	0.0650577310980635	0.0941431085151887	0.0797803841243147	-0.0192492746089098	0.114245446760232	-0.0662552033723702	0.0394107812107375	0.218959494343395	0.261489759331956	-0.00906450718554937	-0.183581852870778	0.403748386158423	0.0837054306448047	-0.11136614523835	-0.0403998780879899
"feces__J433"	-0.264661227960657	-0.0416291346688929	0.14834440133003	-0.165328156454541	-0.116472729241991	0.268346117602543	0.235797458229531	-0.0668782438490252	0.142725907038177	-0.0766779325599347	-0.0937708231681318	0.138474456022068	-0.1816509534132	0.0293909424587824	-0.0608345430114198	0.0280650500163236	0.163466183374971	0.244538311423692	-0.0235606417305667	0.298212788191996	-0.230502189490438	0.0189577401679044	0.0663272284941768	0.0602722695732826	-0.0535982591425121	-0.109167435960211	-0.187764535758236	0.032834146260821
"feces__J434"	0.00165780191963953	0.0890265594651994	-0.383518766405815	-0.483569647751845	-0.000516178221233898	-0.296369878955519	0.253886366710982	-0.0122026368707098	0.0605402635316533	-0.0426295144530317	-0.108663163701434	-0.153169065953122	-0.0853137735896302	-0.00549713030322253	-0.14683266144105	0.200459627577961	0.12306115695557	-0.156424498275732	-0.0728491577327885	0.0984751248682553	0.0584646218494025	0.0407564972355263	6.32270106237997e-05	0.0641181804571232	0.00695579645457099	-0.0288997533552232	-0.112519819380202	-0.0942099456352739
"feces__J435"	0.0259150189416076	0.320629682971108	-0.208832974346835	0.150989766308223	0.140135386213073	0.158109873127765	0.0877212023095759	0.027059821964976	0.10301060494161	0.0876501512634162	-0.0714869191150641	0.0162381354176228	-0.253207716438339	-0.062090178248835	0.0540032222596263	0.205027448015926	-0.00486880832299115	0.213592361533287	0.159875140935616	0.0429237924200846	0.225856454215225	0.054552485779683	0.157883723599852	-0.219524053505322	-0.120422934800044	0.037017996602067	0.134437214018694	-0.0460127916442862
"feces__J436"	0.0821673737775431	0.047822668377663	-0.145492307319304	0.0109365135852795	0.148766924052341	-0.00487735294111407	-0.109741097316845	0.146205544356161	0.137288423509751	-0.190793226150122	0.178869404117706	0.25261741373853	0.169969117096844	-0.389949871278731	-0.209127520604928	-0.128920270231483	-0.151308519232779	0.0261389222808867	-0.109683989493638	-0.175614702126666	0.00122449301010283	-0.0978824116600618	-0.014115456576245	-0.0489759956676233	-0.238823350748835	0.113908915086809	-0.0939745388179755	0.28862811667074
"feces__J437"	0.0246135629400005	0.0195407158349586	0.156621435248058	0.0229933815775385	0.326630222854087	-0.0525219283757465	0.0781807094842882	0.208026236907126	-0.222341399810249	-0.0974064436134567	-0.193535768081542	0.00365071400735887	0.0418520952477657	0.0504023806908085	0.056666592301771	0.00257983361899066	-0.0800464329587343	-0.0598941681908443	0.0530534843012791	-0.0407247265191124	-0.0479262179897285	0.274574980701068	-0.187537412482676	0.140240783030561	0.122630052762274	-0.397262361713017	-0.198223536589372	0.16652126490059
"feces__J438"	0.188903032619042	-0.125612861507484	0.0409217864839472	-0.168415841431075	0.289618758217728	-0.0863474950152737	0.14492095224204	-0.0574181841526444	0.0332399373571565	0.101246046978976	-0.127135708611453	-0.133427340629553	0.0925489988355087	-0.219741609000945	-0.106528995076184	-0.291288359944385	-0.0375490221888821	0.0663832552342266	0.21929710492309	-0.0127206624439197	-0.0274379914869356	-0.0550590356122283	-0.220179078016411	-0.0625423715581131	-0.113075902287927	0.176022422697119	0.0629014104086466	-0.24868698230024
"feces__J439"	-0.091933715069238	0.00526422810998972	-0.246750502957245	0.238894471551245	0.065284503473782	0.107342920914076	0.249370693739462	-0.0627747974307907	0.04194508097048	0.0284037491818437	0.0645083167067409	-0.280738307502048	-0.0260520921555851	-0.0810255406372229	0.118417797199606	-0.463324340682464	-0.103156851506632	0.0472906513960961	0.196150649273826	-0.0506017250989682	-0.16451962871472	0.145858455653964	0.21154002200528	0.0893989662797757	0.144672434420452	0.0693312451124551	-0.0529511114037061	-0.0661343006731789
"feces__J440"	-0.267035497268755	-0.0576863957200004	0.0807154631734342	-0.0874600946834178	0.245155132507211	0.161384981053939	-0.24884395631771	-0.196009197862481	-0.0508510910453716	-0.258968461122445	0.148661118737991	0.00675464017365562	0.0195791042179122	0.0910532285106643	-0.0586918681464298	0.0178590338480284	0.18862489053573	0.0547971723306267	0.252413221967346	0.164240598496618	0.112280229714396	-0.2113855946546	0.0967858671176615	0.000540962811723455	-0.182232967476728	0.112887294134333	-0.0656349165380593	0.0781720541629597
"feces__J441"	0.146667456051496	-0.0195489948912471	-0.0694919861588035	0.359246298417984	0.259116570588568	-0.0676499197768206	-0.144037398054281	-0.163362828680562	0.0363345311356987	-0.0342677371505552	-0.000834787578496235	-0.076265222340883	0.126117059772611	0.265838626443734	0.0130786290817437	0.143023715601604	0.105470631430257	-0.0771725075960708	-0.0387628382656472	0.21713767573539	-0.223156742996283	-0.12481535867463	-0.0599398247841729	-0.0517587738658255	-0.0801083456683717	-0.126211892871378	-0.152480212324782	-0.25230090352344
"feces__J442"	0.198154823307128	0.0497807085639658	-0.00679032792643675	0.128027464954805	-0.0955514476918299	-0.00265885268628459	-0.14343533080207	0.204855832958451	0.0441674336725017	-0.165057813331972	0.201360632512933	-0.0958631629548786	-0.172270854053177	0.169459799080138	0.285931669516533	0.0177027587630255	0.00777025911305077	-0.0924069622897841	0.0065133338580986	-0.244661172340273	0.0277022820966909	0.10781118399511	-0.151549253167014	-0.199245401938656	-0.136496385083115	0.0906612681969878	-0.357894493167954	-0.212076269308264
