"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"
"feces__J425"	0.129811058513212	0.0857622959910326	0.127184635861548	0.164066653140838	0.130715500771167	0.0563262878605672	0.0265493719373193	0.106180950937996	0.0163509872440443	-0.288189023008608	0.131147895497581	-0.021361781979253	0.117552451890064	0.192318669147434	0.225341670686346	-0.0705519511706168	0.444239578741575	-0.233863432149688	0.115519893616929	-0.172213995184446	-0.0250286547992232
"feces__J426"	-0.134771879517569	0.0632847044065406	0.0433671892289383	-0.0146319455694062	-0.085533124776376	-0.046472554247407	-0.0326173065268791	0.168964343401261	-0.0245320808207807	-0.00449457906349174	-0.0683036963087853	0.141864224873757	0.178182573297038	-0.103120648497709	-0.333061542394062	0.0259327494691511	0.434037165686657	0.14854689389366	0.339110687386782	0.0431908236443693	0.0498017268938076
"feces__J427"	0.0974506403483327	-0.00324419100698107	0.0166227585587425	-0.221022450342571	0.0397929664778412	-0.0975197382295167	0.0160764784830224	-0.0809997940244701	-0.0960327243257263	0.0569673828205337	0.227870157704944	-0.0633424752021421	0.00396705475543845	-0.109109364228551	-0.264325366911136	-0.109869952930418	-0.0465365727568177	-0.0482306717749059	0.211169253619273	0.220339864844861	-0.031478237407597
"feces__J428"	0.00922372375000513	0.149782120319435	-0.084064355138861	0.159863879905708	-0.223709282170147	0.0803561273770793	0.168779386151927	-0.0998725916189655	0.00150070723664531	0.146603231801474	-0.0640529130435034	-0.129728726193214	0.0356421922709574	0.28713807358866	-0.0562199168302005	0.151353530312872	0.0865698364174389	0.168379955947268	-0.02058087746225	-0.136910043172539	0.0620137618721391
"feces__J429"	0.212677379717373	-0.158486391900964	0.219784003926623	-0.291990321944962	-0.251890755706537	-0.0827828188157971	-0.10887173179878	-0.00903316591053228	0.12145871369265	0.0740976807652592	-0.251593071268614	0.0930302082785993	0.240502438282604	0.0594176433026037	0.0386655247681351	0.0635832494123876	0.0251498864235778	0.0702002737532248	0.0105988708237824	-0.132392654831404	0.115692890556606
"feces__J430"	0.0529725199680069	0.0797573050088839	0.0455612082744982	0.223105605190605	-0.14791507705011	-0.0427021628691684	-0.0963122291719132	-0.0822327775857523	-0.136935051982048	-0.252748234165407	0.00992218586497775	0.158931244832446	-0.1039387640998	0.0993594942526403	0.00410334552011007	0.291862116603847	-0.150410879190792	0.0373126092535423	0.215684193785002	-0.200897852390621	0.0299589791411643
"feces__J431"	-0.0450906600504144	0.212118499261859	-0.083300420505147	0.0538651170880542	-0.0879846242276439	-0.0100271737715316	-0.336462158326699	-0.255791605916532	0.207940554311577	0.011272797711079	-0.0519976498243694	-0.373021928582893	-0.0576855130715139	-0.31117143428232	0.118542030655456	-0.055960305047582	-0.0121035948726803	0.014127747279983	0.0617688720439304	-0.0647702841409696	0.0354613936296734
"feces__J432"	-0.0083206291499921	-0.00424952163165847	0.315621089343482	0.0561536577150943	-0.130705031530347	-0.208802286257619	-0.100983237722126	-0.107645130392169	0.223126835695604	-0.0864097610533331	0.227536667504509	0.199221569125578	0.0794371151577848	0.124627980053757	0.0866884122356359	-0.00818129715706543	-0.138616109891696	0.248354164721557	-0.0494623559582013	-0.104466920979525	-0.248885502415108
"feces__J433"	-0.363112288838008	0.0520089008072095	0.165874228504418	0.00282615560625484	-0.176601981733979	0.0430062503762615	-0.0946056808238563	0.306820726171975	0.00280512753653695	0.0806752896823638	0.158806599649492	0.0419005175884539	0.0439301091494822	0.156287292955302	0.0484824079461548	-0.229190061385421	-0.18471943499098	-0.0682328736369514	0.0289910118681685	0.0945037532377448	0.00676965245461019
"feces__J434"	0.0497120063969344	-0.196355992175952	0.186667236426273	-0.127333851596492	0.36983131193357	0.20504636209245	0.0440389175824851	0.00339641298738067	0.445873553451076	-0.0470581123990647	-0.172870739714171	-0.249458364139012	-0.0223781963188768	0.119470278074316	-0.173432694414073	0.0909755445134336	-0.000153766438709729	-0.247393845896562	0.105432841920668	-0.124041109540874	-0.119321424660293
"feces__J435"	0.131892477211642	-0.229066093374253	-0.0352625023877551	0.0426720101452637	-0.115993254416324	-0.09147893680243	0.0488152243196133	0.0450353640601503	0.0935584565956749	-0.0125390953449309	0.131809377721979	-0.389492124109229	0.0053135886858284	0.0764163345960312	0.200196094611112	0.0190131248007003	0.0746564147457065	0.206526883710482	0.224458928209015	0.31808048406138	0.00997027074435959
"feces__J436"	0.126477935283761	-0.122723125181106	-0.0242081204118861	-0.0815454678417896	-0.0959158319298529	-0.141564593247658	-0.0632969622424054	0.165652129190378	-0.00867052717613027	-0.312469616454003	0.0896416933631165	-0.0301404935198608	0.153143369442388	-0.0702101220496711	-0.178386104042096	-0.227757572136437	-0.0271096782913918	-0.163915771827837	-0.462397567786991	-0.222134637520577	0.156942151444785
"feces__J437"	0.0992889497601892	0.0661876543357519	-0.0764733282755156	0.111418892390996	-0.025372307852609	0.000406400517617	-0.169771184260836	0.0550974733659813	-0.00710497374478649	0.128841203241041	0.177668468314951	-0.0118030595482353	-0.0874364133601297	0.0769228014741653	-0.344920721302439	0.107356647644254	-0.00379994517291025	-0.126506166869372	0.0335740039929351	-0.195903895906515	-0.344278038720038
"feces__J438"	0.113855776608069	0.0552900158672494	-0.0178464121290908	0.209272779988951	0.042312057688523	0.21870786039757	0.0318183566281256	0.138732444874929	-0.0260031184660671	-0.0767522596178757	0.135456358023213	0.044780284095331	0.114244651464223	0.146441007490279	-0.0729941084820646	0.0104046735914591	-0.436257647769175	0.0507625641741438	0.0556424274186539	0.0638108991170081	0.312025089309825
"feces__J439"	-0.0248781990147317	-0.209737015834304	-0.077450897522201	-0.224299505039898	0.128988589759647	-0.0521688648763892	0.253853374907773	-0.0629759550741393	0.00552051965994962	-0.288840253124997	-0.0873620850953875	0.156634996486776	-0.324015641197121	0.115755041861214	0.0587808121541097	0.078565509470479	0.0450137526803048	0.269467976363717	6.10974730319582e-05	0.0879670608026189	0.0223171492692495
"feces__J440"	-0.310607036695983	-0.062265655508675	0.0775443406077457	0.0972427376547562	-0.057820258247596	0.0305510580527371	0.0560120159884527	0.106058082866102	0.148873066380857	-0.0957668024389839	-0.107230534889188	-0.0957069529140966	-0.373269605347989	-0.189156223197606	-0.114366497675207	0.312436295005752	0.0656813474846301	0.0462397452946251	-0.290671263263573	0.0311174782873664	-0.13791054985661
"feces__J441"	0.183075991790494	-0.00716012893094839	-0.295263788737133	0.0346259242329581	-0.0776038397472454	-0.193782100679045	0.000333789117110467	0.0787467666423043	0.0515739666496569	-0.162673480948104	0.257685642684682	0.0551341119945202	-0.237514547679542	-0.0399169149615771	0.214875800543299	0.278296228554217	0.0014874311824813	-0.165201795236769	-0.0126238815041122	0.0620355672160268	0.159140305198341
"feces__J442"	0.179068145257024	0.138882526420502	0.0513548951211154	-0.185405021131421	-0.0234863419589741	-0.0522208906455979	0.107094844876029	-0.228380502763372	-0.206102296775695	0.355146930169245	0.00721737328473481	-0.101782172902966	-0.0452884732576341	-0.0137911058980675	0.0382218739968437	0.101967164428202	-0.00367596124448829	-0.0503078212474884	-0.0338253043952063	-0.164794130440218	0.0235896053180841
