"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"
"J421"	-0.00299444692082181	0.109548780401774	0.0401195422072645	-0.0350992854274038	0.281938374459101	0.0139160509206429	0.17381413484332	-0.201826844401803	0.0752179712600095	0.170277860419779	-0.03937170434236	-0.207515912358849	-0.0500984373254075	0.0128332544706677	-0.0722473847543959	0.157419526530032	-0.138403343513901	-0.390947230038484	-0.179387564608173	0.0265093036419507
"J422"	0.0615217431352997	0.1177027438525	0.274654393023577	0.0538467025571222	-0.0482442005005564	-0.203226326025465	-0.261019507057195	-0.107744698132428	0.093889488224061	0.100718185437322	0.00968487560866879	0.121007569363324	-0.175634653413685	0.0525616410935288	-0.0732806149275221	0.0641963628296251	0.221681686278281	-0.115246539428281	0.133948410079094	-0.19447831921707
"J423"	-0.145917394066843	-0.115556487288796	-0.239068689748689	-0.0546375414305807	-0.106989490232976	-0.178733485715886	-0.218943876607858	-0.24932942472392	0.191592367421112	0.111532524867346	-0.0342866398859157	0.000224843834878856	0.137546145517333	-0.019037035520345	0.0430490559160613	0.0401293583556269	0.18279687289461	0.10252717949396	-0.138047010992708	-0.105985140699015
"J424"	-0.0452527097563762	-0.0403891481915776	0.0983632810318104	-0.0384272275022962	0.214178903495565	0.0599382833878142	-0.115904162344311	-0.149631217315765	-0.0421090960462674	0.0367150288198239	0.175778107386182	0.309469364034402	-0.128871221644132	-0.259616809922953	0.0972520952663071	0.133879166877897	-0.14796194283878	0.196069307137354	0.114415480646927	-0.112659811583402
"J425"	0.269695453089554	-0.0822122639432584	-0.154688297501079	-0.124208858056135	-0.0722442584227354	0.103986528423773	0.105528732936953	0.153640270380184	0.109494179478813	-0.114975076723004	0.111770672748146	-0.151726323720601	-0.146518291328549	0.155258632090782	-0.01662332341337	0.323011909651614	-0.200921847735299	-0.112874093866136	0.109726628574421	-0.184655840925226
"J426"	-0.211737139805373	0.0842472479829899	-0.0021744790438974	-0.0434994410697338	0.0266895725576686	-0.0256903743039494	-0.0181395517498284	0.125480448688752	0.115933608182986	-0.0588366713006136	0.242038454443391	0.302767332769448	0.10783917929167	-0.043277197836063	-0.132088632393824	-0.0722708603297703	-0.18095900326693	0.111446856918639	-0.308845850050342	0.321932162703629
"J427"	0.0729779786213719	-0.142704340138731	-0.192704110976077	0.320224626421327	-0.199293426859733	-0.273175234428581	0.115523255953883	-0.134418470639177	-0.0187869149424286	0.0983432682368825	0.0923617637261545	0.222395881925058	-0.0571881210454557	0.0430989474524655	-0.113669305311303	0.0650087849226826	-0.22031830642184	-0.115185302759132	0.0713735462245729	0.0456675224395921
"J428"	0.0921150463959141	0.152284060863962	-0.100402814346519	0.0116697501922488	-0.236350937152547	0.197331176684936	-0.101937730845251	0.0447381684478008	-0.0974855168093004	0.0327605538157755	0.343581058633971	0.0798132455624543	0.0875736164984114	0.445237534406192	0.0263125179492391	-0.0219610697016214	0.0162729999025294	-0.145053876167647	-0.0187514929936472	-0.120939580555214
"J429"	-0.124449129354085	-0.51695938952077	-0.0392710798116816	-0.225627646640815	0.02928049825427	0.185959627334911	-0.212723957148886	0.0333072712825397	0.100641485151244	0.300820222072238	0.0143436599288474	0.0806408306051885	-0.118086985970685	0.0647442365179991	0.0799837815046609	0.0874819447677445	0.0467155783193529	-0.0391876409737789	0.0823063524611926	0.146327183541903
"J430"	0.0805557388306347	-0.0237108533314197	0.312026911980387	-0.0167515294852526	-0.292045725693993	-0.223704008345706	0.162622574916432	-0.0174430756458524	-0.145654957805098	-0.0304487058668196	-0.0331772024053118	-0.0803775488495265	-0.153668670994818	0.148496800177904	0.0249430355304908	0.146587687856904	-0.0375023355568016	-0.149468190143245	-0.20169183853017	0.0392308394808705
"J431"	0.1263343204109	0.0784561002158273	0.213694491754619	0.407149364301399	-0.0192245635379044	0.140133902056279	0.14217084843153	0.0514547864166679	0.270495293842263	0.0744992361249149	-0.0381360668790981	-0.037345976805755	0.0204061606006008	-0.182001190932646	-0.0129761290940871	-0.00357098791455778	0.0828941477559494	-0.108507069342339	0.0620488517487456	0.0260895158720735
"J432"	-0.127287692169348	-0.170604780541937	0.0865716331726546	-0.137817362410404	-0.0773657423244565	-0.00579748071612565	0.0377554763897002	-0.182149441162917	-0.416288345706568	0.0297161008916006	0.101590291014707	-0.0448193897856933	0.136639861670962	-0.0339103105462035	0.00483506809834288	0.147784430141521	0.0493032711864298	-0.00380961108136643	-0.103303664001275	-0.00733041015550285
"J433"	-0.308009558079654	0.0788880523173368	-0.0324913318617809	-0.0557216412567999	-0.0680712800237239	-0.0102744604528896	0.0799794218606093	0.188850716813957	-0.112049443175864	-0.171004971328952	0.012775687961347	-0.0364733525580889	0.0391093369299673	-0.198004079688406	0.0282538921241576	0.312896549893989	0.445167911541647	0.0432904302073489	-0.158819227195529	0.0336447273027709
"J434"	0.0373187922919615	-0.321250307218809	-0.149852236874684	-0.00943682838829562	0.110652679568201	-0.170865570100342	-0.164625092465772	0.04429260975468	0.0434844395999798	-0.272696126832695	-0.0323253746070959	-0.267122219020206	0.0616198759412054	0.0444017683233527	-0.026028877610403	0.0747336485781469	0.171869436888092	0.00153688425139278	0.0878096124489788	-0.0706044373477204
"J435"	-0.00146518563545582	-0.23636184998813	0.213546397818173	0.250660431449409	-0.236796913522872	0.045609552124613	0.0485505514197901	-0.0813023663465463	-0.169577289852867	-0.0548616787849352	-0.13452419807792	0.0212737102152516	0.334820213698135	-0.0474825209005129	0.282601816251824	-0.271614809152673	-0.117654935595091	0.04896917196629	-0.157850262990006	-0.132939295944824
"J436"	0.0472376354858778	-0.237441190981794	0.0437910895812177	0.0996828657185113	-0.123262373297073	0.169042216854814	-0.0168724820970873	0.18105035187728	-0.0778482498819489	-0.185339804780367	-0.203757902342138	0.0996564293790741	-0.435817417922008	0.00349643221714841	-0.292781281368496	-0.0516208095680094	-0.0115083401261211	0.153287118204372	-0.00375539077137545	0.106889997899405
"J437"	0.0350602088854514	0.00216729513030333	0.191072137478251	-0.107599479529592	-0.04115597524773	0.121088154309723	0.0654177982157756	-0.0880789172934859	0.13885474512189	-0.0812113566781047	0.188490782674502	-0.31448318869152	-0.0185648419019345	0.00968094814129623	0.0517471517753461	0.165599355863023	-0.275905605115218	0.451290067164747	0.132062632565275	0.0999520278568206
"J438"	0.26304637527662	0.00660793833124247	-0.0820750478906126	-0.151541041321072	0.0807304200988978	0.124486850608136	0.0109707456764271	0.204055568147356	-0.161124658633774	-0.0608393029421541	-0.166980634935091	-0.17390866116881	-0.0149639997598165	0.0185135506308899	0.0209868121036727	-0.361761198542199	0.101683218978107	0.0621604889063646	-0.107958261966125	0.092802440855014
"J439"	0.0102601326639105	-0.00604753425764109	-0.178672643470951	0.126988818659731	0.0793847859724253	0.088176175616106	-0.171706248378044	-0.179911648659076	-0.103151181050601	0.109756699251898	0.0433688943311764	-0.190528282543267	0.176071607052926	-0.316423128874297	-0.377046919434427	-0.0466129715631342	-0.0270677997235075	-0.24680405276457	0.203481347010117	0.1338769711115
"J440"	-0.20894316945841	0.0842844690006153	-0.102873049992722	-0.0527367296442584	0.052040100028681	-0.0764669507791789	0.0535884289001814	0.0805917885992886	-0.0801875105773971	-0.0403042019098554	-0.0643870366711685	0.0186818006714463	0.322767288817026	0.310512276150097	-0.146849245502346	0.0557432014537483	-0.111565898091786	0.0446272047476223	0.11932886293095	-0.259600704843838
"J441"	0.172573018801435	0.00774143561416395	0.102243749461925	0.00552578868093155	-0.033608562626897	0.286490243484543	-0.0330432912233405	-0.0577050858643133	-0.178548918613836	-0.0248512676838825	0.22134429947716	-0.0746910060512544	-0.0382774539556251	-0.144372565670267	-0.228747249879122	0.0364942424961927	0.185040455117947	-0.0359683142528362	-0.278848921034405	-0.0517073501261368
"J442"	0.0633243782087626	0.110945547524434	-0.0133408345645366	-0.0362259500400107	-0.00917339195125044	-0.273959901154296	-0.0996013049234849	-0.287939002468823	0.0900063639575324	-0.0543987661417254	0.0889731528961401	-0.122105628356233	-0.12708586728918	0.207396108392822	-0.102805528720757	-0.326827175004476	0.131667705485077	0.232625831170817	-0.0678646074316781	0.0506730336172519
