"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"	"MDS22"
"J424"	0.0280661116713305	-0.116676997368796	0.0922399754851939	0.082172161500366	0.00953672278282195	-0.318443219134779	-0.172221425218009	0.137215889823229	0.178300695904043	0.0305507419875617	-0.312082674771731	-0.119893502934138	-0.117547786084088	-0.13151637493337	-0.134460759720937	0.0918746237475798	0.083767022976934	0.0534314980302977	-0.00238192257282197	0.00975558016013161	-0.0388933607633885	-8.82517268682415e-05
"J425"	0.193852720052978	0.0370572099098183	-0.24401700177165	-0.0937134400753442	0.0877310359115339	-0.0189336079357898	-0.100663690670864	-0.207791147876179	0.0221967930391696	0.028576135992852	0.15768628074233	-0.129487268020419	0.220326171986509	0.14391725382885	0.0635215878528347	0.263744695462887	0.0130813707998415	-0.193225671440122	0.238594391427212	-0.25545905775726	-0.0112927484899854	-0.0239644316709541
"J426"	-0.170331657706298	0.0399900420646583	0.00548078872383881	0.0468800371467252	-0.022804302072181	-0.0549357259980861	0.0949160618886651	0.00812991277578592	0.0467902267394062	-0.0217961147112388	0.0178954737432843	0.0131614160292995	0.0672605854393188	-0.0493381400082601	-0.224617930032235	-0.2060741429257	0.198099044692917	-0.51752747099513	0.0502365385705634	-0.211751450586424	-0.0544991408257418	0.41824772359618
"J427"	0.0637718152710144	-0.168353668696119	-0.0298687738509082	-0.246894473491631	0.0612269186291304	0.157463123630258	-0.25022345297984	0.0942161275342901	0.154848290206813	-0.162433139286159	-0.172390351223987	0.340284485752159	0.167806040474997	0.0689183696055356	-0.093969724454523	-0.0795060632164189	0.16095957564522	-0.148097725384768	-0.0931684616851261	0.0226262657214305	-0.0746670404741848	-0.0616804952677441
"J428"	0.0840149641969922	0.223495650399869	-0.0976827048629098	-0.0720229190028402	-0.128174934621082	0.00612912757444399	-0.286479436632765	0.029277045861249	0.24928120619889	-0.00271399769498657	0.00477871551772859	-0.17764637220818	0.0111048865478641	0.0251968344472765	-0.266506753543777	0.0152145279183089	0.0504428742065045	-0.0864399187059878	0.0984938708917491	0.078658106328406	0.261638830273884	-0.0271302205046748
"J429"	0.0485823500281724	-0.499212430871916	-0.00954257923936767	0.0320812823308735	-0.236968480403043	-0.116906050645806	0.205612515572647	-0.102123979568837	-0.143974025595122	0.0823839656388982	0.0373166797132266	-0.176202681079873	0.0308123493103154	0.150271331265572	-0.132347597004252	-0.129797070605684	-0.22338038920221	-0.224990913336862	-0.0499134774955391	0.0560797814664264	0.094723496774551	0.00100863492796775
"J430"	0.0795022270689488	0.0950067497931665	-0.0932271874856713	0.320788454395766	-0.0118009279695081	0.250575359398877	-0.0958308552741243	-0.00365110899067726	-0.0230729013879865	-0.0081049599799745	0.035267401403095	0.21615040119032	0.3668005465569	0.0382974029569759	0.103389058583193	0.00630463467376969	0.0908939652519615	0.0312572053266275	-0.000204015291391054	0.0695259472010812	0.220851598338437	0.0711642115207078
"J431"	0.0349609002355752	0.15843880851294	0.182082705267828	0.0557410615455654	0.158503687169723	0.328514450453572	-0.277476562863155	0.0280119119861247	-0.216931930186686	0.0145342063480297	0.117270408680637	-0.148200291377624	-0.30980995498525	-0.0294337858889403	0.151735972626389	0.018966209172158	-0.0624559401134145	0.00698134023941973	0.201386643514468	-0.08641976046157	-0.0503578173829973	0.0951063199217445
"J432"	-0.0894519828507559	-0.147876645604871	-0.20623301058754	0.189626396083139	-0.0366662059885765	0.116596650574266	0.0373557179982368	-0.191227547023619	-0.0381347966261653	0.228766337811036	-0.168558360035035	0.0978216741556033	0.155087407376987	-0.254731823628184	-0.0860513958971514	0.0841586228939186	0.00980094464446321	0.0555203899129736	0.0382137473431141	-0.0425473912241519	-0.246699256063426	-0.119457239338136
"J433"	-0.425023486321135	0.0831516263518543	-0.0710920621077862	0.0496474274488967	-0.0200035991115215	0.0155048765992311	0.100712573393304	0.14597684740245	-0.0939852836105963	0.0476082225938977	0.252702525810212	-0.121949504549281	0.19848595704728	-0.173594865815062	-0.100518074490005	-0.0830728766783831	-0.0459745167940215	0.232152884467774	0.132881924869308	0.0399864965101531	-0.102646025003882	-0.0849415097496878
"J434"	0.00489726183514164	-0.265607736040074	-0.0507671373991119	-0.232258727345941	0.249161456699186	0.0528290603221003	0.110527135978002	-0.0311232539440624	-0.338368590307636	0.191492880171527	0.143539028022047	-0.0458344641500335	-0.234707507665265	-0.00321939884771925	-0.0904707115607442	0.282701893027381	0.287854278492241	0.0189417553337254	-0.0687929805300498	-0.0559209838455709	0.0119877319230297	-0.0333084322642165
"J435"	0.0708841325189505	-0.222150795150464	0.109615973984402	0.134957321855768	-0.152874575864403	0.207585295063256	-0.192456109308002	-0.0608449010704286	-0.00846027398938706	0.00341872431963171	-0.124488371723412	0.175811726405243	-0.0924185453209692	0.0258159203196214	-0.103383293881293	0.082558442638852	0.224011366756436	0.101022467870114	0.317032053355622	0.312102611430246	0.00571435073734543	0.0196378537244966
"J436"	0.0849129301759352	-0.169584819721995	0.064186273076821	0.0485166835044177	-0.182378618783893	0.0695179899792366	-0.098243485074403	-0.175616230367866	-0.0156789463030354	0.0187329339077504	0.233466680888212	0.120588824357555	0.153007346514838	0.186107994521351	0.0524505957878811	0.0497542717510451	-0.0638959672242176	0.254813294925647	-0.211499293338473	-0.363871884134823	-0.199751274378653	0.0893811367914387
"J437"	0.0925302643447326	0.0654018596273631	0.0231919718125952	0.202668994686625	0.0421170245926174	-0.090968458282295	-0.0434794575894452	-0.0751111245242491	-0.0665317820882278	-0.123775881707201	-0.00544074058033858	-0.259300148761118	-0.0196984222660339	-0.0853217898964466	-0.31172128926916	0.22179381241791	0.136040407197141	-0.0178458406808809	-0.360073161579791	-0.0563813755302782	-0.0751067260998722	0.115185959774858
"J438"	0.210913136197871	0.0825339832010258	-0.0816232060037273	-0.0583183526589287	0.027611140346193	-0.220074419168244	-0.177114318227749	-0.0108342066664077	0.0338520656340644	0.153105629726995	0.175016706010048	0.0466052618177718	0.130504954513386	0.0597956342630502	0.0588298203357204	-0.0429857788244995	-0.212458012813195	0.124084513059587	-0.346482490789532	0.375246592577107	-0.211251265751603	0.140855791470033
"J439"	-0.0311467365178379	-0.094936182238647	0.117569137878199	-0.246129913438183	-0.105562435190752	0.0695150805302441	0.085498434582916	-0.0250473717243024	0.213900881050027	0.117698515947418	-0.172640655238998	-0.0760807652611008	-0.0436409642658084	-0.253046175253847	0.268564973412719	-0.199566545343842	-0.0816179982513261	0.0870491938243362	0.0742872880568135	-0.0917085384329004	-0.127372743203553	0.322505611945905
"J440"	-0.281074258767611	0.0925446262813983	-0.14562367523715	-0.0430892608018595	-0.00946505747590779	-0.138299293763965	-0.277339044650699	0.118082531163411	0.0872484746153715	0.109160356964776	0.0457691149288423	0.124931174628665	-0.0954943624012196	-0.0782466839300507	0.20833644295111	0.00894135668518826	0.169727946751148	-0.126232911248845	-0.193527487381441	-0.00770920905047456	-0.0764760846537134	-0.104126298581399
"J441"	0.203215770808758	0.0400344946826017	0.172664765271277	0.0222731830181622	-0.161023340271335	-0.0188114200140507	-0.0466196331467194	-0.103184477061139	0.0634925491875759	0.0840753076656378	0.0277537152114678	-0.245836178243694	0.209711587613339	-0.44384033363801	0.115863225409112	0.0732882134615301	-0.097136686092645	0.0639865438317975	0.00625701130112345	-0.115507917717617	0.389503686361846	-0.0589932875311224
"J442"	0.132993222699326	0.00793169377474376	0.0200270821982132	0.021569214286372	-0.00754220776166694	0.0842207601881266	0.282003049960739	0.200571394886639	0.0696581752225897	-0.36612639571506	-0.124040238877215	0.0799297487121238	-0.12156676588807	-0.0505641052034815	-0.0970126311204355	0.167206985008354	-0.10938863920603	0.0676129856724092	-0.257589795527015	0.0695389141556305	0.186895339533276	-0.0305764627338741
