"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"	"MDS22"
"feces__J421"	-0.0962715748941014	0.0027911497472548	-0.175471877542591	-0.116208453223086	0.112548034074019	-0.108166905321379	-0.211012980309393	-0.259073784534844	0.00402714268577149	0.102602391776741	-0.0957609118875849	-0.189780995991039	-0.458766825955249	-0.12375661861766	-0.225426282365442	-0.0622768934769927	0.0115312087152845	-0.18638959804409	-0.0638448345292589	-0.0500489341954599	0.0235613006845262	-0.0743123211818894
"feces__J422"	0.119156643228422	-0.016666734893531	0.0403791483645891	0.0509765199573411	-0.20142825598415	-0.214488978117788	0.0934840307622121	-0.130674389821618	0.0155428380213871	-0.178208829785911	-0.105569743914602	0.0699627835984337	0.288118574327779	-0.170075164594008	0.0896610707407749	-0.00345540284693256	0.0800216418088328	0.103310748948138	-0.120469870473905	0.026072608399469	-0.0381861871535105	-0.218438528640975
"feces__J423"	-0.167715515162429	-0.0889640306875638	-0.234450090858089	0.205625623687128	0.00276280553440251	0.0012664475241242	0.265932384830511	0.181814702331343	0.3025841305484	-0.302677626834355	-0.0239442814671955	0.00137414316769837	0.0821868640456602	-0.0826964807530631	-0.0230946009361697	-0.25892896531202	0.175435986122949	0.0465178697230722	-0.0621380607395314	-0.0547897760033072	0.119751367969463	-0.039675460145137
"feces__J424"	0.0669064597347003	-0.298066080293829	0.304706213969039	0.10136129640426	0.0725449399121867	-0.0965543045785313	0.14379853766465	-0.330665704226696	0.0346427334079789	-0.171258272732252	-0.0948752380820785	-0.129029862562142	-0.0272449382451972	0.217268764785737	0.0444048473777079	-0.0427971262797922	-0.040242793114062	0.0713220085173912	-0.251970945482374	0.116745029115692	-0.0828477817078414	0.0577850913533263
"feces__J425"	0.136673023926697	0.0986374823468368	0.0466422646908308	0.163438501517283	0.15235872457342	-0.0169496328601463	-0.0909176519653345	0.128374625744418	0.0340520824836195	0.113011696691267	0.068944290395755	-0.0190933684529567	-0.00845718034154949	-0.0944258912151049	-0.226014365085049	0.402187999399006	-0.0663642749862004	0.314258968713696	-0.0677859795907863	-0.270228138737563	0.331735761727249	-0.123298732511585
"feces__J426"	-0.143929118849134	0.0605352730849718	-0.0474275198670525	-0.0232044164028561	-0.0550834078000639	0.119449565599015	0.00283208643228233	0.17239851519759	-0.0812345125335851	-0.0821743928258477	-0.0164709413954873	-0.0613921994493797	0.0226298674405476	0.00302475315921135	-0.182122751611666	0.364925111004491	-0.0454611716466001	-0.0315632333479161	0.16965231470095	0.338357365820545	0.111450992162386	0.467405219803347
"feces__J427"	0.0311854419715786	-0.125649265352595	-0.0218918644447053	-0.147370620797067	0.0194057176283005	0.0678812907266933	0.108612435500935	0.203178826832328	0.251066280945004	0.0832070927030061	-0.068416019452476	-0.112285281036601	-0.128830356350273	-0.0929131768464536	-0.0378145576933239	0.062539467010611	0.0178223616056409	0.0485139991270735	-0.174399330577202	0.366442074006629	-0.169258916235059	0.0376002872356319
"feces__J428"	0.0615457060985646	0.172836261429358	0.112857030174647	0.0908915034748932	-0.142390409771566	-0.0395305914963755	0.0011479284358744	-0.0560602210481167	-0.0187807356451435	-0.140561930466654	-0.287285117557046	-0.0795272645763005	-0.214989683843631	-0.00241901143623745	-0.106436205044086	0.10536674489845	0.105777919193022	-0.19085290987694	-0.0219258852081809	-0.307541181335903	-0.140316929491755	0.0549740413326409
"feces__J429"	0.0611271818024442	-0.321308640697168	-0.371037864104358	-0.107434460018112	-0.224766258912854	0.184292604757152	-0.0239410598213168	-0.069991894284232	-0.117140790169045	-0.0535613339389148	-0.144685266311673	-0.0124040613389604	0.163207675218788	0.111056978639158	-0.0998934120783496	0.12875465165075	-0.238687388226297	0.0326937172681827	0.111308572326748	-0.137721226235321	0.0473601093062039	0.110994089047731
"feces__J430"	0.101556309708551	0.104007318318322	0.0321224624649522	0.235129375174154	-0.13644593649847	0.0978738282686173	0.0352344682717933	-0.114611069781545	0.0195770703058223	0.0500466257298961	0.272613287140882	-0.124797314136928	-0.264447206317275	-0.0218192020553096	0.0990930109211266	-0.140605976042922	0.0587789475607807	0.300929009894367	0.0431160392699327	-0.231714063008912	-0.127196355331815	0.2420189589063
"feces__J431"	0.0147372749130162	0.213827759956204	0.00613375276300562	-0.0378274288052535	-0.0844950840857582	0.131265244873799	0.0773082842978454	-0.209722566568099	-0.0608467693498299	0.425446828929434	-0.195157058832122	0.221696468761181	-0.105616541353051	0.0946095466599478	0.282003712713986	0.0625689790596367	0.0877081462675372	-0.158356757852436	0.0919223735153417	0.0288495143738125	0.0446350082313452	-0.150902149632401
"feces__J432"	-0.079185224368804	-0.0216361375526431	-0.154778029110444	0.180974609280686	-0.130761066230365	0.244846416060743	0.0754428033481068	-0.0114135094176395	0.0979191154702671	0.168426146029258	0.0529024949088111	-0.310343212155518	-0.0228250590788538	-0.106795371905926	0.0366109597425279	0.0544030755470528	-0.280082134917359	-0.219331271117473	-0.198153806529045	-0.0776792921168542	-0.138149715818955	-0.0368617392329132
"feces__J433"	-0.348332851137998	0.120899880084739	-0.121612105305603	0.063788469484579	-0.233741416528079	-0.0393874773019983	-0.0638756640793995	0.231029896916928	-0.306753468429051	-0.00738404238878679	0.0677257886394882	-0.0931639612075086	-0.0706808245092678	0.00590858414427875	0.226700704881575	-0.0669123202975524	0.133954410296207	0.118035774593739	-0.194542015585981	-0.0647607491762684	-0.0408685417872248	-0.0131769734684561
"feces__J434"	-0.0599945428164491	-0.251776922126033	-0.165607870685527	0.0730467079454942	0.186477906017006	-0.411775617022156	0.192596149478477	0.174225759478806	-0.13616685816926	0.266023760478717	-0.0860966939446814	0.237654375696611	0.0304255154250702	0.0963027168322829	-0.0968123629534462	0.152201846598855	0.195915271874679	0.12927315959329	-0.0251310712781212	-0.179605913856517	-0.228167374677745	0.138252307635078
"feces__J435"	0.0431073389062013	-0.295804161720605	0.187949267627003	0.0887693775875239	-0.106469402109169	0.106513460921768	-0.0318620437737984	0.214745000076344	-0.0292607370032724	0.0301344618628232	-0.214919982973132	-0.139762486333288	-0.102493638212088	-0.183620053798096	0.141718537616758	-0.0270390257604556	0.314922397831558	-0.179223381021715	0.23531301924086	0.0341674383284343	0.138277543215084	-0.044573944972413
"feces__J436"	0.0811759056282914	-0.180270891853802	0.0805828198532831	-0.0602789411163627	-0.100238005232926	0.110493296738923	-0.0725028828373404	0.154848831704415	-0.00739579761336563	0.11081488607902	0.397826518335838	-0.104892243203027	0.0204408754011278	0.257966032049388	-0.0677841689376174	0.155668579071488	0.140793592175547	-0.152427958014598	-0.271479839991214	-0.0635536021991594	0.0775484471646361	-0.229750230589387
"feces__J437"	0.12346539002354	0.064223563480664	0.0183421173722374	-0.00107594130961552	0.10067458867788	0.226746101603557	-0.131400918778971	-0.0710959478923319	-0.0806218686755239	0.0257591715405071	-0.159038053466327	0.00123959102403871	0.16757540087642	-0.0864492517973958	-0.0876937357826803	-0.00308683164727976	-0.0211699322082675	0.213685554938317	-0.169457531271403	0.11416086092509	-0.535923533789503	0.082102140812362
"feces__J438"	0.147068319347869	0.129892109155753	0.184012871602008	0.228193633197801	0.0663682859870753	-0.072991459407335	-0.0617340310679446	0.196383331372671	0.0399939886643374	0.173113406132302	0.058200609484761	-0.254100708541298	0.154448151770306	0.103540659646741	-0.0570576348896121	-0.129889439246112	-0.0672200300999748	-0.123071256105734	0.199668238994542	0.251569288877973	0.0676634112234379	-0.0420206243556896
"feces__J439"	-0.0937364018231573	-0.173835329511532	0.0556569237970899	-0.143840632560647	0.0896007975924018	-0.159955908845448	-0.00175964300180342	-0.130341508545735	0.17273092340455	-0.106182077387897	0.272869723190965	0.129837483285057	0.0739662008730757	-0.363454507746153	0.0865387087948035	0.0615797830799609	-0.13122260247187	-0.311479863861285	0.0632143829274281	-0.203350476540211	0.042330984076794	0.279819871111533
"feces__J440"	-0.296649196430146	0.101358882139967	0.129077035936967	0.120998663822192	-0.0856513000253382	-0.0340348324251186	-0.072166456587123	0.0652438972594631	0.0344169156680487	0.114908455649507	0.172236021791614	0.243861984057175	0.147615226644935	-0.264412072133541	-0.216457037021958	-0.0978395962429777	0.00428815973193417	-0.232145385563509	0.0551275360087556	0.00595215348950107	-0.26501850987595	-0.186790860713436
"feces__J441"	0.202175055297886	-0.0159133323256785	0.365036239539335	-0.152973632022954	-0.0106541168739218	0.193699498299634	0.0600159200382534	0.00796831668259859	0.0110963212501827	0.0671228651955302	0.145843234905222	-0.0346165870644524	0.203150645029106	-0.18896210256394	0.0325410352000815	0.00657067585951645	-0.0111230845963417	0.133728744124325	0.294766569924505	-0.215922494608284	-0.127880797117716	0.0420877098345032
"feces__J442"	0.181926750077988	0.037403996789205	-0.019569635329077	-0.140144044313433	-0.0773788060434517	0.0429260178934918	0.0564644590390876	0.176382710872028	0.420142985754133	-0.0036966849412558	-0.289772182911923	0.106990117711473	-0.121835546374629	0.150278713688828	-0.0229913015015174	-0.0995132044365711	-0.10755154812877	-0.000787177017861529	0.130164277667949	-0.0220579954147917	-0.0278892341925516	-0.0698766099980171
