"MDS1"	"MDS2"	"MDS3"	"MDS4"	"MDS5"	"MDS6"	"MDS7"	"MDS8"	"MDS9"	"MDS10"	"MDS11"	"MDS12"	"MDS13"	"MDS14"	"MDS15"	"MDS16"	"MDS17"	"MDS18"	"MDS19"	"MDS20"	"MDS21"	"MDS22"	"MDS23"	"MDS24"	"MDS25"	"MDS26"	"MDS27"	"MDS28"	"MDS29"	"MDS30"	"MDS31"	"MDS32"	"MDS33"	"MDS34"	"MDS35"	"MDS36"	"MDS37"	"MDS38"	"MDS39"	"MDS40"	"MDS41"
"X8.2"	-0.07083333647923	-0.030791582014068	-0.16539816248722	-0.0903021921663806	-0.157316935477072	0.0600211638626723	0.161832865241091	0.0508091643160877	0.105771051649549	-0.00889987716558493	0.0484048087296804	0.0664188589550476	0.133344931151251	-0.17629053017714	0.500158268477597	-0.15051547347416	-0.0390611184279811	-0.201064105421148	-0.0583444216141415	-0.0191783429026547	-0.0634011029168763	-0.0953508082001504	-0.0173487144500142	0.0317876525555418	-0.0566559103717699	-0.000883619462409264	-0.0830797171464921	0.0256274954948704	0.0999962187560711	0.272125036013195	-0.436733300071942	-0.202215880614744	0.0285584058556955	0.11357368292348	0.233208783592883	0.169759464989691	0.12507952129184	0.0402123630611743	0.0265444208664976	0.166098684241307	-0.0939558589734434
"X3.1"	0.0868952665956657	-0.0486429638644579	0.00215442736919644	-0.0933876214221895	-0.028115707709703	0.203630551945282	-0.0959198294597452	0.100577397791301	-0.313056487564684	-0.095377910808662	-0.134701291746351	0.13563766602436	0.113161065249096	-0.0314309705443274	-0.0295416506950589	-0.165939058201798	0.159160983176538	-0.122833704571693	-0.00231644619922999	0.00648591175301125	0.266612641264687	-0.209154257939103	-0.163026253212381	0.0952093769971748	-0.428821886394973	0.0797248298623704	0.168361815716949	0.0105231043315981	-0.0306684730263142	0.322119818682985	0.145322199902721	-0.090419106112452	-0.138670050531611	-0.164485128459609	-0.100444271650687	-0.110878649445762	-0.296403554885051	0.00832775177154449	-0.0359379962424676	-0.00314361213259469	0.0927467027431728
"X3.2"	0.063095243556316	-0.20617531208577	-0.00988987857936357	-0.283735809787264	-0.0709395453941515	-0.106423128784298	0.0627943885200218	-0.0114204841691987	-0.104856403782847	0.113650452528937	0.0635182174425932	-0.136757764292575	-0.0761248758054363	0.0225398897722411	-0.0111626451267853	0.198415079462805	-0.113325350342853	0.219873911216333	0.0584503900859694	-0.0653673537052611	-0.394154826459423	-0.0219757778257774	0.269085509103475	-0.153592240622477	-0.0939503405032298	-0.126449523711717	0.243560236402502	-0.0844821877533383	0.27414719374762	0.237976966182001	0.212087833804033	-0.0289330951162903	0.0533903969257407	-0.207354856146071	0.0376448733985786	0.0459775810799372	-0.103934041617172	0.0918877925804364	-0.0414821467784394	0.256851823931947	-0.101517165581291
"X4.3"	0.218599462555138	-0.126041570390882	-0.126097202804367	-0.0227725457173058	0.128533100276402	-0.0170849311435729	0.125243351576872	0.168181921195286	-0.18359267581942	-0.339368310989425	-0.154375350736647	-0.0856866688673651	-0.0183715140399438	0.0421927094670017	0.086024374981684	-0.26726659478444	-0.0719908719326248	0.105026056358905	0.228336182283197	-0.377792606661294	-0.0358074512401509	0.129927417722346	0.0887564116005983	-0.213098114557013	0.130396076613986	-0.179838589620805	-0.0530790418120663	0.00995651544170871	-0.218769407617514	0.0627450844361437	-0.0782791839827365	0.192679315115955	-0.0581261678376889	0.082054765781296	-0.0441904464734591	0.0647590516716965	0.0319094776002093	0.135821368585085	-0.21198189735272	-0.251818572877697	0.0200282550304598
"X5.3"	0.143868455002792	0.0621090130950314	-0.135227267352546	-0.0674446811911845	0.337408067821162	-0.174812843283194	0.0699130173277766	-0.329582890300653	-0.0100706886861828	0.150142991536656	-0.00684578935859032	-0.0772391854156681	0.121722654748433	0.00919802866438624	0.112672617438824	0.00597194026864026	0.2420994113389	0.147387327411228	-0.309619106513108	0.0216734445408985	-0.0331603544308383	0.105608647596269	-0.212144653331057	-0.247526442748929	0.0115958874690634	0.0770321504288176	-0.170859568560965	0.230263089175133	0.00215435063952565	0.0717962056749166	-0.0269299822338978	0.0700005743445035	-0.211091005754503	-0.0525093216099569	-0.0526381108682918	-0.22478408987387	0.0307383154457802	0.27690704742194	0.11557200185002	0.116912461327487	0.122750599405205
"X20"	-0.186435466049841	-0.133937315962473	-0.0330124889524095	-0.104710778398053	0.0724421735134967	0.037698927375378	0.247247024580051	-0.0585738404547347	-0.0971720913442905	-0.180858988524079	-0.112596667125769	0.0700680770926651	0.430613656384401	0.0319200760359324	-0.286373220580578	0.338727507291943	-0.0292082847790045	0.0605085030465586	0.0358508988034521	0.319595281707627	-0.009671751961325	-0.126731584813063	0.193612239855243	0.146979332049742	0.0480417048364541	-0.144478251558236	-0.20942941590929	-0.0115521676315115	-0.208774578188385	-0.0318984369288718	-0.153918040644567	-0.156944509080756	-0.038744696263566	-0.0338395054243133	-0.0583904763522582	0.0658420217969042	0.0355993991669262	0.151475145141414	-0.117074589590592	-0.0246970383426341	0.071196651951468
"X2.1"	0.0742916693097742	-0.187721761400768	0.177374394464666	0.295277315022478	0.109211508389516	-0.0262972153736519	-0.109175744274166	-0.197271020554976	-0.121536872048049	0.0100085755523439	0.184171350562885	0.157497607227168	0.122753201591275	0.0339098010073041	0.105498517147165	0.0265785966249854	-0.379329513466264	-0.158884080976018	0.198702466927087	-0.0512167330131126	0.0859179187417028	0.00446140941078821	-0.185710735225565	0.00168484461825646	0.00529091778131557	0.0465015215690381	-0.0181698334413586	-0.0650067929094034	0.013307246812731	-0.183658375536451	0.132924820891963	-0.0596059033205245	0.0980334653989174	0.0679301128340032	0.211843134138453	-0.203929360737882	-0.034024341565903	0.276237844937118	-0.290624145434328	0.265562426359272	-0.0593857442537632
"X2.2"	-0.0303858131851978	0.171006415622123	0.168948435916575	-0.134597407030184	-0.0149236961077694	0.10095014842361	-0.225683637130409	0.207920778355038	-0.163362571172299	-0.145341840744982	0.15521911794263	0.1427926910712	0.197351774029442	-0.165337585665091	-0.0352399364234923	-0.120022732371079	-0.0401659593824843	-0.174721089106704	-0.0586810917808966	0.182474141767197	-0.077182920719426	0.0909238813436559	0.0456553796428298	-0.0537083015815319	0.450390159784771	-0.100993374178335	0.0985606922083334	0.0499745812502211	-0.0424090724553233	0.153838925161567	0.0752153006262674	0.284239145377204	-0.0205682944910847	-0.182239220949247	0.0458787978524863	-0.183613869102263	0.221514183879753	-0.0993250483233743	0.162937721828972	0.186966429357426	0.0735991573854779
"X2.3"	0.192369474464625	-0.18013536909174	-0.00813960890194167	-0.00325961097925134	-0.375488354853953	0.0409871087289747	0.0141626426668045	0.129831615140075	-0.117060955061467	0.066851388412938	0.0748409581340476	-0.0248806782488507	-0.0903461639235826	0.153111707655771	0.0452856242744343	0.161433717542162	-0.185364507707718	-0.102931168919009	-0.06201946418009	0.0883665479904554	-0.0522015399911663	-0.100304433518353	-0.157146264396639	0.029843547357933	0.0232946965692601	0.106917215390956	-0.327779679786067	-0.0604483365983182	0.18735786152828	-0.00108572855054838	0.0856135630536797	0.112942139048081	-0.0582913743124678	-0.0992055208251882	0.00166970740241804	-0.0537638937874133	0.128411811234211	0.252533399014168	0.302770153968892	-0.447593288513754	0.0343052518845763
"X3.3"	0.0537399025803122	0.0685174583199385	0.206650097335116	-0.16351257289964	-0.270886113092602	-0.105885671382542	-0.114640896364861	-0.150846366264212	0.00713832386893115	0.17512052553306	0.0877881699956469	0.220588285035149	0.0201083874430044	0.0295715894789507	-0.163458417765359	-0.159075272274478	-0.0804264646706513	-0.061758256656575	-0.0276345453402073	-0.0188359682361506	-0.261280023030981	0.197311970347352	-0.0900985950780693	0.104690678194254	-0.14372375548751	-0.0988675272884501	0.237077363347178	0.244155164123242	-0.192869897923461	-0.0143649792150577	-0.072127699247699	-0.107466301179439	-0.0474152438782341	0.322338450974801	-0.333158389285239	0.16266672206106	0.120057536443972	0.179540980376832	-0.0360661146293607	-0.0831492484202087	0.041719025036922
"X5.4"	0.12299809592086	0.16519842950762	-0.159637415120634	0.134025363409401	-0.0605510858067275	0.141082495395577	0.0110377413482341	0.0586534400365653	0.144528201503473	-0.0862290444808455	-0.0398711540863324	-0.0529568056375844	-0.0138968032365497	0.138455022099677	0.0695714367993729	-0.00944559839499913	0.115624368789438	-0.102907508198591	-0.163909977814866	0.139310140160666	-0.218859147037145	0.0208688774471533	-0.218318585760977	-0.111341888557106	0.185485945859629	0.0307548811827754	-0.119125537050841	-0.137561904988828	-0.0723966109905021	0.1046331535057	0.275150264386828	-0.20332003943532	0.451380137649937	-0.0461297326299844	-0.212860687753012	0.193416515246925	-0.103739149679802	-0.00990656640451973	-0.266445629707251	0.0608839429273673	0.227378609990367
"X2.4"	0.0392055501857859	-0.00175571622864505	-0.0296484400660943	-0.391385400562816	-0.0825135682517034	-0.144359240034357	-0.0845755805015988	0.00685127057783635	0.119252289217175	-0.0151065105359674	0.180470119597792	-0.117215420656118	-0.00768510263201792	-0.0566460139692262	-0.246607442801784	0.214756614627674	0.100722438734719	-0.00971602612402516	0.208704406733704	-0.280048323039298	0.21394466359077	-0.120483050462796	-0.384520132135047	0.101869305522787	0.288733958230242	-0.0262594144983963	-0.129786907209407	0.188287927376798	0.127830851379413	0.0669847202882924	-0.0666831727169328	-0.0335040810784775	0.031406210509184	0.111052708273734	0.0925294485054148	0.0420789151522225	-0.19301231009948	-0.152942785154975	-0.124447375534785	0.0384158977259341	-0.00481443691435711
