sample	Actinomycetales	Anaeroplasmatales	Bacillales	Bacteroidales	Bdellovibrionales	Bifidobacteriales	Burkholderiales	Campylobacterales	Caulobacterales	Clostridiales	Coriobacteriales	Cytophagales	Deferribacterales	Deinococcales	Desulfovibrionales	Enterobacteriales	Erysipelotrichales	Flavobacteriales	Lactobacillales	Myxococcales	Neisseriales	Pasteurellales	Pseudomonadales	Rhizobiales	Rhodobacterales	Rhodocyclales	Rhodospirillales	Selenomonadales	Sphingobacteriales	Sphingomonadales	Synergistales	Thermoleophilales	Verrucomicrobiales	Victivallales	Xanthomonadales
feces__J423	0.0	1.3472919932262637	0.2841663209799589	4.232600592909557	0.2841663209799589	0.4544876325346631	2.634984838491966	0.0	0.0	4.007697304948133	1.3982792716450352	0.5765123915497634	1.7986264765095041	0.0	1.609857031833896	0.6716645866914824	1.3819397064702674	0.7496699890033085	2.0228101345441196	0.0	0.0	0.0	0.2841663209799589	0.5765123915497634	0.0	0.0	2.44427673140659	0.8731344298509714	0.0	0.2841663209799589	0.0	0.0	0.0	0.2841663209799589	0.0
feces__J424	0.6731428350296336	0.6731428350296336	0.7512138889964202	4.250771693106044	0.0	1.0840028290089596	2.786405377096612	0.0	0.2850688759291301	3.9400453841907983	1.8869536030591547	0.5778928069675626	1.116002968929884	0.0	1.684121191919513	2.0396368950305184	0.5778928069675626	0.455706689557301	2.8933363497651765	0.0	0.0	0.0	0.925448497874809	0.0	0.0	0.0	1.723935800370555	1.2246138719146835	0.0	0.0	0.0	0.0	0.0	0.0	0.7512138889964202
feces__J425	0.9067807016119801	0.8487137465906778	0.0	4.104964601545667	0.6052253773877007	2.4769577329563592	3.023743082484103	0.0	0.0	4.109657134232395	2.205586148271106	0.3031428144174001	0.6052253773877007	0.0	1.8103298304083066	0.8487137465906778	1.6943258675117854	1.4190273797089685	2.7014363274535587	0.0	0.3031428144174001	0.0	0.702345598079377	1.1178359472925243	0.0	0.0	2.6406936164889503	1.1178359472925243	0.7816669260790473	0.3031428144174001	0.0	0.3031428144174001	0.702345598079377	1.0452265609886988	0.0
feces__J426	0.7658048615628873	0.9410604131246924	0.4672723826382261	4.143927215131342	0.0	0.4672723826382261	2.3636027896340734	0.0	0.0	4.119447393170059	1.7014355768050813	0.0	2.3053602515447493	0.0	2.1584293512597212	0.9866505690361633	1.7488301752901436	1.5041133910766182	2.563820739326174	0.0	0.0	0.0	0.4672723826382261	0.7658048615628873	0.0	0.0	1.8366128389113834	0.5909641561970717	0.0	0.0	0.0	0.0	0.0	0.0	0.0
feces__J427	1.0923895948536184	1.2788312471524763	0.0	4.189561924941634	0.0	0.5846298882099936	2.6384659228335714	0.0	0.0	4.050943831848469	1.7763228481652387	0.4616627364888823	1.2788312471524763	0.0	1.7252179815574753	1.6930662876273435	1.89070779960819	1.4958427072919995	2.723278144591054	0.0	0.2894879972209538	0.0	1.020173610319059	1.020173610319059	0.0	0.0	2.325013520315652	1.0577809168090864	0.2894879972209538	0.0	0.0	0.0	0.8826856221162762	1.375501447869591	0.6803526396992946
feces__J428	1.19176689583974	0.30949795866815494	0.0	4.145301248660963	0.0	2.288527576205349	2.9587632166247304	0.0	0.0	4.0710407561769255	1.9659790577968228	0.30949795866815494	1.8678005068347299	0.0	2.215326902952763	1.0945818652726842	2.223497632993446	0.8595150295477477	2.8460533643757944	0.0	0.0	0.0	0.7124406088066005	0.6147008137530154	0.0	0.0	2.1627844587936793	0.7921741634037079	0.30949795866815494	0.0	0.30949795866815494	0.0	0.0	1.3584480882650234	1.0566682388067328
feces__J429	0.0	0.7023082991826632	0.0	4.309391020928845	0.4799049460284296	0.3031194351004661	2.628441115243375	0.0	0.0	3.800187180189061	1.4189826188973858	0.0	0.7023082991826632	0.0	1.1799834501025628	2.101045694763029	2.505215048373866	1.4664237822560184	2.4387225248080973	0.0	0.0	0.0	0.0	0.3031194351004661	0.0	0.0	2.5356355885959885	0.605190392836038	0.3031194351004661	0.3031194351004661	0.3031194351004661	0.0	0.0	0.3031194351004661	0.0
feces__J430	0.8007461941786379	0.6981282028538525	0.5635062238243238	4.125219714818178	0.0	2.2369996872698255	3.1118882815108555	0.3673756650656967	0.0	4.10474152019626	1.9351382081259019	0.5635062238243238	1.2294583971666175	0.0	1.9483493396969258	0.6981282028538525	1.9975079995040892	0.8007461941786379	2.3663079366281528	0.0	0.3673756650656967	0.0	0.8836915025168114	0.6981282028538525	0.0	0.0	2.2234005082314745	0.5635062238243238	0.0	0.0	0.0	0.0	1.0132898991367982	0.3673756650656967	0.5635062238243238
feces__J431	0.8029382607155358	0.5653994967350864	0.0	4.121146986212268	0.0	2.1424659914535797	1.9100162494988793	0.0	0.0	4.122069312206533	1.7147308262719543	0.8029382607155358	1.3994284382202695	0.0	2.0282052109955613	0.7002107162730586	2.2011129175298807	1.4638949669141528	3.030526594403342	0.0	0.0	0.0	0.36886336964496225	0.8029382607155358	0.0	0.0	2.0171745425736565	0.9556208597150369	0.36886336964496225	0.0	0.0	0.0	0.8029382607155358	1.0683644571352753	0.0
feces__J432	0.299168383034855	0.7750441145900713	0.0	4.190755590543731	0.4746373270162376	0.5992645713665997	2.7513876126679335	0.0	0.0	4.05256397678366	1.6091440055382888	0.4746373270162376	1.2974860814888944	0.0	1.871379985237394	0.4746373270162376	2.1636115864653784	1.1426643790428375	2.139310519044232	0.4746373270162376	0.0	0.0	0.299168383034855	0.7750441145900713	0.0	0.0	2.6571424203687593	0.7750441145900713	0.0	0.0	0.0	0.0	0.0	0.0	0.0
feces__J433	0.0	0.6587634435214811	0.0	3.9898579151433777	0.0	0.0	1.80721340725978	0.0	0.0	4.24798780620385	1.5187898605316277	0.2763403365029377	2.3575827399083398	0.0	2.4132104202494116	0.0	1.6035421412781707	0.7361858624001286	2.00268778135053	0.0	0.0	0.0	0.2763403365029377	0.5644783873615856	0.0	0.0	1.8190924071803871	0.6587634435214811	0.44387962653160756	0.0	0.2763403365029377	0.0	0.0	0.0	0.0
feces__J434	0.8098547889965481	1.1915913847645045	0.0	4.2447386697109355	0.5713817557960382	0.0	2.1232447593998485	0.0	0.0	3.9334790226122145	1.358268732014664	0.0	0.6661673982159142	0.0	1.6836892342373568	1.2828775727422903	1.6496762269960037	0.5713817557960382	3.101952807368897	0.0	0.0	0.0	0.6661673982159142	0.5713817557960382	0.0	0.0	2.7346415414663423	1.165421201819958	0.44996070661391047	0.280820481878504	0.0	0.0	0.280820481878504	0.44996070661391047	0.280820481878504
feces__J435	1.0297812036942267	0.0	0.7675193382664487	4.210187338034858	0.4686366493014469	0.4686366493014469	2.7725612246676996	0.0	0.7675193382664487	4.0128857842626875	1.8324935415243555	0.2946821321100267	1.0297812036942267	0.0	1.6687216829314897	1.9318402593847772	1.367961853296889	0.988506183583762	2.6888039009762	0.0	0.0	0.0	1.5673351547922205	0.9428924625796387	1.0297812036942267	0.0	2.510995438947696	0.834158501259237	0.4686366493014469	1.1641658481867636	0.0	0.0	0.7675193382664487	0.4686366493014469	0.0
feces__J436	1.231130112432111	0.6026029018944723	0.0	4.1362697454488515	0.0	1.0798447112941834	2.7663910444413236	0.0	0.0	4.11789550234079	1.7715634851132553	0.3013920114413204	0.6026029018944723	0.0	1.7931037560371006	1.845811439540487	1.4920620965589886	1.5447711131172677	2.4906798692403176	0.0	0.0	0.0	1.2794392699908748	0.6026029018944723	0.0	0.0	2.3951724950200926	0.3013920114413204	0.0	0.7787544424732356	0.0	0.0	0.3013920114413204	0.6026029018944723	1.0798447112941834
feces__J437	0.6544068088507653	0.7545921122118916	0.5239537585320707	4.151441269430847	0.0	2.0931894707286527	3.0908499099577886	0.0	0.0	4.062748438793988	1.936856430278638	0.3366192712714055	1.2403286030238225	0.0	1.8155369140660325	1.4080150094590593	1.7484010330815178	1.295187760791745	2.916580951392547	0.0	0.0	0.3366192712714055	0.0	0.9635791765580005	0.7545921122118916	0.0	1.7298600614996689	0.9635791765580005	0.0	1.177524019538846	0.3366192712714055	0.0	0.0	0.0	0.0
feces__J438	0.9323564437111858	0.7258037637085478	0.0	4.070794151635809	0.0	2.934163719396411	3.0614252972655667	0.0	0.3179943643879511	4.128213439118011	2.037294874873232	0.3179943643879511	0.873786517855547	0.0	1.7730705401203046	0.7258037637085478	1.7886031779018876	0.6272643489256648	2.7929030208037715	0.0	0.0	0.0	1.261850617529687	1.4470299344127036	0.0	0.0	2.0822227084692884	0.4995962836305636	0.0	1.1447620935540304	0.0	0.0	0.0	0.7258037637085478	0.0
feces__J439	0.6967061359979992	1.2277843189618185	0.2996164614793532	4.142706754768588	0.0	0.8426720143286722	2.3607925939980543	0.0	0.0	4.119875784342735	1.6307028346858532	0.4752355182333323	1.2277843189618185	0.0	2.094101055756471	2.19308606302143	1.1734489293469157	0.0	2.507722094295127	0.0	0.0	0.0	0.4752355182333323	0.9517263701694878	0.0	0.0	2.382786280391445	0.5999379610190151	0.0	1.2277843189618185	0.0	0.0	0.0	0.8426720143286722	0.0
feces__J440	0.2795035389713678	0.4481754908398765	0.9152029583970936	4.126909909271741	0.0	0.6639961629573504	1.9153762846588809	0.0	0.0	4.146410990190344	1.6195917379167197	0.2795035389713678	2.0897048867458508	0.0	2.39690172614311	0.0	1.5252808809653602	0.741657224746083	2.345180037635423	0.2795035389713678	0.0	0.0	0.4481754908398765	1.434492714783603	0.0	0.0	1.8256838494397976	0.5693564954474714	0.0	0.8075149013512637	0.0	0.0	0.0	0.4481754908398765	0.0
feces__J441	0.9897800381926142	0.4695740929265373	0.29538195562136527	4.1319574559190375	0.0	2.18182794015082	3.0323950410516773	0.0	0.0	4.055291788133189	1.938148930658567	0.4695740929265373	1.0310682546213013	0.0	1.9664743561499662	2.887369225331224	1.3315755293584153	1.5452518989119426	2.928161992252286	0.0	0.0	0.0	1.436198786350366	1.729201603214655	0.8353702354464307	0.0	2.1705488728372972	1.24454156822875	0.29538195562136527	0.9897800381926142	0.0	0.0	0.0	0.8353702354464307	0.0
feces__J442	1.2976061438668889	1.4934401088183773	1.230870336121247	4.192025289741594	0.0	2.354441144731141	2.796980546467188	0.0	0.0	4.016539207646401	1.813354211428451	0.0	1.5311614463325898	0.0	1.355439787140743	1.565866663145958	2.354441144731141	1.3731242187217767	2.856108768078693	0.0	0.46003961230394297	0.0	1.3370045669435815	1.1799023387820622	0.0	0.0	2.354441144731141	1.0901087025562008	0.0	1.1221475232274938	0.28828216201014534	0.0	0.28828216201014534	0.28828216201014534	0.0
