#OTU ID	J401	J402	J403	J404	J405	J406	J407	J408	J409	J410	J411	J412	J413	J414	J415	J416	J417	J418	J419	J420	J421	J422	J423	J424	J425	J426	J427	J428	J429	J430	J431	J432	J433	J434	J435	J436	J437	J438	J439	J440	J441	J442
denovo3509	0	1	0	0	0	2	0	0	1	0	1	0	2	2	0	0	0	3	0	0	0	1	0	0	0	1	1	0	3	0	1	0	0	0	1	0	0	1	0	0	0	0
denovo3514	0	0	2	1	0	0	1	0	9	4	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0
denovo3542	7	0	0	4	0	2	5	17	0	0	7	0	0	0	0	1	1	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	7	1	0	0	0	0	1	0	0	0
denovo3598	0	1	2	0	0	0	0	0	1	0	0	2	0	1	3	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0
denovo3599	1	0	0	0	0	0	1	0	2	0	0	2	0	3	0	2	5	0	0	4	2	0	1	0	0	4	0	0	0	0	0	0	1	0	2	0	1	0	0	4	0	0
denovo3606	0	1	0	0	2	4	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	1	0	2	2	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0
denovo3659	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
denovo3691	10	2	1	0	0	0	0	1	3	0	13	4	0	3	0	1	0	0	2	5	2	0	0	0	1	0	0	5	0	0	0	0	4	9	2	8	0	1	3	0	6	5
denovo3701	2	1	2	1	1	3	1	0	5	0	0	1	3	0	0	1	2	0	1	1	0	1	3	0	7	2	4	0	0	1	0	0	2	1	0	2	5	1	1	0	0	1
denovo3714	0	1	1	1	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	1	1	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0
denovo3727	0	0	0	2	0	0	1	0	1	0	0	3	1	1	1	0	2	1	0	2	0	0	3	1	3	1	0	1	0	1	1	1	2	1	0	0	1	0	1	1	4	3
denovo3738	4	0	0	0	2	4	2	0	5	0	0	3	1	0	1	2	0	3	3	1	0	0	3	3	1	0	1	4	3	5	0	1	5	1	2	0	1	0	0	1	2	3
denovo3770	2	1	0	0	0	0	0	0	0	0	5	0	2	0	2	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
denovo3820	0	0	6	1	0	2	0	0	0	2	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1
denovo3846	18	5	4	7	19	16	9	2	4	7	0	9	6	0	2	35	1	3	20	0	4	6	2	17	15	17	4	0	1	2	3	5	4	3	17	2	1	0	2	21	6	0
denovo3870	0	2	0	0	0	0	3	2	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	3	1	3	0	1	0	3	0	1	2	0	0	0	0	0	1	0	0	0
denovo3890	5	0	6	0	2	4	0	0	3	0	0	0	4	0	0	0	0	0	0	0	2	1	5	2	1	4	1	0	3	0	1	5	0	0	0	0	4	0	9	0	2	3
denovo3894	0	0	1	0	0	0	0	0	1	1	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	4	1	0	0	3	0	0	0
denovo3917	1	0	3	0	0	5	1	1	1	0	0	0	0	0	0	0	3	0	1	1	1	1	0	0	2	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
denovo3942	0	0	0	0	0	0	2	0	0	0	0	3	3	2	1	0	1	2	1	0	0	0	0	1	0	3	0	0	2	3	0	0	0	0	1	1	0	0	0	0	6	0
denovo3969	0	2	0	0	0	1	1	0	2	1	0	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	3	1	0	0	0	0	0	3	0	1	0	4
denovo3990	2	0	0	0	0	2	1	0	6	2	0	0	0	5	0	5	6	0	0	10	4	0	4	0	0	11	3	0	6	0	0	2	3	0	7	5	1	0	3	4	2	0
denovo4052	2	6	6	0	4	24	5	1	10	4	4	28	18	0	13	0	5	5	2	3	5	21	16	6	6	2	0	5	10	20	7	6	18	6	7	1	10	4	10	1	15	6
denovo4053	48	9	38	8	0	26	11	140	4	13	101	10	5	12	4	110	9	0	17	16	46	10	12	8	5	104	4	15	2	1	9	17	34	12	9	4	15	16	24	112	3	10
denovo4071	2	0	0	2	0	0	2	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	1	0	0	0	2	2	0	1	0	2	6	0	0	2	0	0
denovo4077	0	2	1	0	3	0	1	1	0	0	1	1	2	0	0	1	2	3	1	0	3	1	5	1	6	1	2	0	2	0	2	0	1	4	1	2	2	1	1	0	2	2
denovo4082	12	6	1	5	7	5	0	10	8	6	0	8	0	6	3	1	11	2	1	7	11	4	7	1	6	3	5	2	3	1	0	3	8	10	12	6	2	0	1	8	10	2
denovo4108	1	1	0	0	0	0	2	0	2	0	2	1	2	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	1
denovo4130	1	0	0	1	4	0	0	2	0	0	4	1	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0
denovo4136	0	0	0	1	0	2	0	0	0	0	1	4	2	2	2	0	0	2	1	2	4	1	0	3	2	0	1	1	2	0	3	0	0	5	1	2	4	0	0	0	2	0
denovo4140	0	2	0	1	5	12	6	2	2	0	0	10	6	0	0	0	5	2	0	0	2	0	1	3	3	2	4	0	3	2	6	2	0	3	3	4	0	3	9	1	0	2
denovo4148	0	0	0	0	1	4	0	0	6	0	0	3	0	1	0	0	0	1	1	0	3	0	0	1	2	2	0	2	2	1	0	2	0	5	0	0	0	1	3	0	1	4
denovo4155	3	0	0	0	0	3	0	0	3	3	0	0	3	2	0	0	0	0	1	0	2	2	1	0	1	0	1	3	0	0	0	1	1	0	1	1	4	0	0	1	4	0
denovo4260	6	0	1	11	0	0	1	2	0	0	0	0	0	0	0	2	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0
denovo4270	1	1	0	1	0	3	1	1	2	0	1	0	0	0	0	1	1	0	1	0	1	3	0	0	2	3	3	0	1	1	0	1	0	3	1	1	8	0	1	0	1	0
denovo4277	7	3	0	2	0	0	4	1	0	9	2	2	0	1	0	3	0	0	0	2	0	0	2	1	1	1	0	0	0	0	0	0	0	0	2	0	2	0	1	2	2	1
denovo4287	0	0	0	0	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	3	2	0	0	1
denovo4288	18	1	8	12	0	14	13	6	4	2	0	2	3	2	0	14	1	0	6	7	7	8	0	5	2	4	2	4	0	0	6	0	3	4	1	1	3	5	3	7	3	0
denovo4315	3	0	2	2	2	3	1	0	1	0	0	0	0	0	2	0	3	0	0	0	2	0	0	1	0	0	0	1	2	0	1	1	0	0	0	0	2	0	0	3	1	1
denovo4358	0	0	2	0	5	3	0	0	0	7	0	0	0	0	4	1	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	4	0	0	0	0
denovo4364	0	0	0	0	1	0	1	0	0	1	2	0	1	0	0	1	0	0	1	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	2	0
denovo4418	3	0	0	0	0	0	4	3	2	0	2	1	0	0	1	5	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0
denovo4425	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	2	0
denovo4437	253	170	6	10	0	92	69	35	25	0	155	6	24	0	98	0	0	0	55	12	1	0	0	8	33	164	5	1	0	1	64	5	30	11	8	0	0	0	0	0	0	22
denovo4438	0	0	0	0	0	3	0	1	0	0	0	0	1	4	0	0	1	2	0	0	5	0	0	0	1	1	0	1	2	0	0	1	0	2	1	1	0	0	2	2	0	2
denovo4475	0	0	5	0	7	12	1	0	0	0	0	4	1	0	0	1	2	4	4	2	7	2	0	8	6	3	4	1	1	0	1	1	0	17	0	0	3	13	8	0	2	0
denovo4526	2	0	2	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	7	0	0	2	0	2	0	0	0	0
denovo4538	0	2	0	0	5	0	0	0	3	0	0	1	4	0	2	1	1	0	0	5	3	2	0	3	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0
denovo4593	0	0	1	0	0	0	0	0	2	0	3	2	1	3	0	2	3	2	1	1	2	0	0	0	1	0	0	0	4	0	1	0	0	0	0	1	0	0	0	1	0	0
denovo4610	1	3	0	2	0	1	0	13	0	0	0	0	0	19	0	0	0	25	10	7	0	0	0	0	3	0	23	0	0	1	1	0	0	0	0	8	4	2	0	0	9	8
denovo4680	1	0	5	0	0	0	2	1	12	12	1	0	4	0	0	2	1	0	1	0	1	5	6	7	0	3	2	3	1	3	0	9	3	0	0	0	1	0	0	0	0	3
denovo4688	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	1	0	0	2	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0
denovo4690	64	3	0	0	4	13	12	0	0	0	39	3	0	0	0	2	0	0	2	6	1	0	21	0	0	0	0	36	0	0	5	0	3	7	3	11	14	3	0	0	1	2
denovo4701	2	0	1	2	2	3	3	0	1	0	0	1	6	0	3	0	3	2	0	3	2	1	5	0	1	2	0	1	1	0	1	4	2	0	0	3	1	0	2	1	1	1
denovo4770	5	0	0	0	1	4	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	2	1	0	6	2	0	0	0	2	0	1	0	4	1	3	3	1	1	1	1	1
denovo4775	0	0	0	1	0	0	0	8	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	2	0	0
denovo4819	0	0	2	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	3	1	1	1	0	0	0	0	0	1
denovo4824	2	2	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	1	5	3	0	0	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
denovo4841	3	0	1	2	0	0	2	2	0	0	6	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0
denovo4909	0	2	0	0	0	3	2	0	0	0	0	0	3	2	2	0	0	0	2	0	0	0	0	0	0	0	2	5	0	5	2	0	0	0	0	5	0	0	0	0	1	0
denovo4911	1	3	0	1	0	0	1	1	0	0	1	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
denovo4945	0	0	1	0	3	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	3	1	1	0	0	0	1	2
denovo4949	1	0	0	2	2	5	1	0	0	1	1	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
denovo4955	2	0	3	3	2	4	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	5	3	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0
denovo4964	0	1	1	1	6	11	1	0	1	5	1	2	4	1	3	0	2	2	7	0	1	1	6	7	1	2	3	0	1	4	1	0	0	0	1	1	4	0	5	2	5	4
denovo5080	0	2	13	14	2	4	2	3	1	1	1	2	0	0	2	13	0	2	0	0	0	0	0	0	0	1	1	3	0	5	2	0	5	1	0	2	0	0	10	1	3	0
denovo5094	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	6	1	0	0	1	0	0	0	0	0
denovo5100	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	1	0	1	1	1	0	2	0	0	0	1	0	0	1	0
denovo5106	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	6	0	2	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	1
denovo5185	0	0	0	1	1	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2	0	4	1	0	1	0	0	2	0	0	0	0	1	0	0	0
denovo5214	1	0	1	0	1	2	0	0	1	0	0	2	2	0	0	0	0	2	1	1	0	0	0	1	1	3	2	0	2	0	1	0	0	2	3	0	3	2	0	0	1	1
denovo5232	0	0	2	0	0	0	3	0	13	13	0	0	5	8	0	8	7	0	1	6	5	2	2	5	0	11	20	1	2	7	0	0	0	0	24	3	12	0	2	2	5	1
denovo5254	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	1	6	4	1	0	0	2	3	1	0	0	0	2	0	0	0	3	0	0	7	0
denovo5284	4	0	0	1	2	5	0	1	8	1	0	2	1	2	0	2	0	1	2	0	1	0	9	3	3	4	0	1	1	1	1	2	5	7	2	1	6	3	2	2	0	5
denovo5289	0	0	0	0	0	0	0	0	3	0	2	0	1	1	0	0	8	0	0	1	0	0	3	0	0	0	1	1	0	0	0	1	0	0	0	2	3	0	0	6	0	0
denovo5300	4	0	0	0	2	3	0	0	3	0	0	0	1	2	1	1	1	0	2	0	1	0	0	0	2	0	1	0	1	0	1	1	0	5	1	1	2	1	2	1	1	1
denovo5311	0	2	0	1	0	2	0	0	0	1	0	0	0	2	0	0	1	0	3	0	0	0	1	1	1	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0
denovo5312	1	3	6	5	1	6	3	1	0	0	1	3	1	9	3	2	2	6	3	2	0	2	6	2	3	4	0	0	2	5	1	3	2	4	1	3	0	7	7	3	6	3
denovo5379	0	2	0	0	0	0	4	3	2	0	0	1	2	1	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0
denovo5398	0	1	0	2	0	2	0	0	0	0	0	5	2	0	2	0	2	0	0	0	0	0	4	0	0	0	5	0	0	1	0	0	3	2	2	2	0	0	0	0	3	0
denovo5412	9	2	1	0	3	2	2	0	11	0	1	5	0	2	2	6	3	0	1	2	4	0	9	0	0	6	0	0	1	0	0	2	0	0	2	3	0	0	4	2	1	0
denovo5446	2	4	10	4	18	18	9	1	7	1	0	3	7	0	0	1	5	14	20	0	12	7	15	34	12	16	2	5	11	0	6	27	1	14	0	0	7	11	29	0	14	12
denovo5449	6	0	1	1	2	0	0	0	0	0	0	0	1	0	1	2	5	5	7	0	0	1	0	4	5	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	2	0
denovo5454	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	3	3	1	0	2	0	2	3	0	0	0	0	2	6	0	0	0	0	3	0	0	1	0	0	2	2	0
denovo5465	0	0	0	0	0	1	1	0	3	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0
denovo5527	0	0	0	0	0	0	0	0	0	0	3	1	1	0	4	0	2	3	2	2	1	0	1	1	3	3	0	3	0	2	0	0	0	1	0	0	0	1	0	0	3	0
denovo5550	0	0	0	0	1	0	0	0	0	0	5	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	4	0	0	1	0	0	0	0	0	2	0	0	0	0
denovo5580	0	0	0	0	0	5	0	2	1	0	1	3	0	1	2	2	1	0	3	0	1	0	0	4	4	2	4	0	3	2	3	0	0	3	9	4	2	2	2	4	5	3
denovo5581	0	1	0	2	0	7	0	0	0	0	0	1	1	2	0	4	1	0	2	0	2	0	2	0	1	3	4	0	1	0	0	2	0	1	4	1	0	2	0	2	4	2
denovo5670	2	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	2	0	1	1	2	0	2	1	0	0	1	2	0	0	4	1	0	0	0	1
denovo5682	0	1	0	0	0	0	1	0	1	0	0	6	0	0	3	0	0	0	0	1	0	3	2	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3
denovo5684	0	0	0	0	0	7	0	0	0	5	2	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	1	0	2	2	6	0	8	0	0	0	0	0	0	14	0	0
denovo5688	2	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	2	0	1	1	0	0	1	0	1	0	1	1	1	0	2	0	0	0	1	0
denovo5706	0	0	0	2	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	1	1	0	0	0
denovo5713	1	0	0	0	1	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0
denovo5734	0	0	4	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	3	0	0	2	0	1	0	0	0	0	0	0	0	1
denovo5798	0	0	0	0	0	0	2	0	1	1	0	0	0	0	3	0	1	1	1	2	3	2	1	0	2	0	1	1	0	0	0	0	0	0	0	0	4	1	0	3	0	0
denovo5819	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	1	0	3	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	1	1	1
denovo5826	0	0	0	0	0	1	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	2	2	4	0	0	0	3
denovo5829	6	0	1	0	1	4	1	2	0	3	0	3	0	1	1	3	3	0	1	1	0	1	2	1	1	1	0	0	2	1	0	0	3	3	1	1	2	0	0	2	0	2
denovo5887	2	1	0	0	1	1	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
denovo5888	2	0	0	1	0	5	0	6	1	1	1	0	0	1	0	0	3	0	4	2	0	0	3	0	0	1	4	0	1	0	1	0	0	0	8	3	1	0	3	1	5	12
denovo5907	1	1	0	1	0	0	1	0	1	0	0	1	1	2	1	0	0	2	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2
denovo5991	1	0	0	0	4	0	1	0	0	0	2	3	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	5	0	0	1	0	6	0	0	0	0	0	2
denovo6025	0	1	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	1	8	2	0	0	0	2	0	0	0	0	0	2	1	1	0	4	0	0	0	0	0	0	0	0
denovo6041	5	6	6	0	1	15	3	5	30	3	30	5	2	0	3	9	19	0	5	4	18	0	4	4	3	2	20	7	27	2	9	3	6	4	0	5	1	1	0	4	3	44
denovo6048	2	1	0	0	2	0	2	7	4	0	2	5	4	6	5	0	3	2	10	3	5	8	6	6	8	1	1	2	4	6	0	6	7	3	3	0	1	7	3	8	8	6
denovo6066	0	3	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	1	1	0	3	0	0	2	0	0	1	1	1	1	0	0	0	2	1	0	2	2
denovo6227	8	2	5	11	7	0	5	15	4	3	15	9	3	5	3	15	0	10	4	2	13	5	3	3	8	6	2	12	6	2	3	5	22	0	4	8	1	2	7	11	3	5
denovo6240	9	0	1	1	2	5	1	0	5	10	0	4	5	4	1	3	8	3	7	2	1	1	1	4	4	3	8	6	4	0	0	4	6	3	6	1	4	6	2	5	4	1
denovo6264	1	7	0	0	14	11	5	0	1	2	0	1	8	5	39	0	0	4	11	6	0	8	0	0	13	0	11	13	0	1	7	3	0	0	0	17	1	4	0	0	9	5
denovo6269	15	10	16	2	27	30	8	0	7	15	0	4	21	0	1	2	9	14	0	1	20	5	16	51	17	10	5	0	25	0	25	3	4	58	0	2	8	8	24	0	3	24
denovo6285	0	0	1	0	0	1	0	0	6	6	0	0	0	0	0	2	0	0	0	0	1	2	2	0	1	3	0	0	0	1	0	0	0	0	1	2	1	0	0	3	3	0
denovo6288	2	4	1	2	4	1	2	0	9	1	0	1	1	0	0	0	3	2	0	1	1	2	0	13	5	8	6	1	5	1	3	2	0	2	0	0	3	6	2	0	3	5
denovo6306	0	3	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	2	4	0	0	0	0	0	0	0	4	1	3	5	0	0	4	0	0	3	1	0	0	0	0
denovo6319	1	0	0	0	1	0	1	0	0	2	0	0	1	0	1	0	0	2	0	1	1	5	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	1	1	0	0	0
denovo6322	1	1	1	0	6	0	3	0	0	0	0	0	0	2	12	4	13	1	0	0	1	0	2	1	2	0	2	0	0	0	0	0	1	2	0	0	1	0	0	2	3	0
denovo6328	0	0	5	5	0	0	2	0	4	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0
denovo6334	3	0	0	0	13	1	0	0	0	0	0	0	2	0	4	1	10	0	2	0	0	0	1	0	2	0	0	3	0	0	1	0	0	2	0	1	1	0	0	2	4	0
denovo6348	3	0	12	6	1	4	6	5	0	3	45	1	1	0	0	3	0	6	1	2	3	0	0	0	2	2	0	0	0	0	2	0	15	0	0	4	3	1	2	6	2	2
denovo6355	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	2	0	0	3
denovo6359	1	1	0	0	0	2	0	0	0	0	5	0	0	0	0	1	2	1	4	3	0	0	1	0	1	0	0	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0
denovo6377	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	8	0	1	1	1	0	0	1	0	0	1	0	3	1
denovo6418	0	0	0	1	0	0	0	0	0	0	1	1	1	2	0	7	1	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	1	0	0	4	1	0
denovo6473	0	0	4	1	0	0	0	6	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	7	0	2	1	0	0	0	6	0	0
denovo6484	0	0	0	0	0	1	0	1	0	0	6	1	0	2	0	3	0	0	2	2	2	5	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	17
denovo6526	49	0	18	5	0	5	3	6	0	3	30	0	0	2	1	30	13	2	5	10	0	1	1	2	3	0	1	7	0	1	3	0	16	2	3	0	8	0	4	0	0	0
denovo6571	0	4	0	0	0	0	1	0	0	0	1	1	2	1	6	0	0	0	0	1	0	0	0	3	0	0	0	3	0	8	5	0	0	0	0	5	0	15	0	0	0	0
denovo6572	0	0	1	0	0	0	0	0	8	2	0	0	5	0	0	0	4	0	0	0	1	2	2	0	0	0	0	2	3	0	0	0	2	0	1	0	2	0	1	2	1	1
denovo6581	1	0	1	1	0	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0
denovo6631	3	13	0	6	9	14	8	7	3	0	3	10	1	7	9	12	0	7	12	19	5	8	1	6	3	5	4	9	7	11	6	4	2	9	2	2	7	9	11	3	17	9
denovo6635	119	27	1	23	0	36	0	27	21	34	10	8	0	12	19	25	17	12	57	28	5	3	563	291	407	5	72	19	0	113	49	155	16	39	143	24	72	17	291	165	70	38
denovo6638	16	1	0	2	0	9	15	1	1	14	1	1	0	0	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	5	0	2	2	0	0	0	0	2	0	0	1	1
denovo6641	4	1	2	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	4	2	0	0	1	1	0	0	0	3	0	1	0	1	0	0	0	0
denovo6650	4	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	5	1	0	0	1	0	0	0	0	0	3	2	0	1	0	0	0	0	0	2	0	0
denovo6656	0	2	0	0	0	0	0	1	0	0	0	1	0	0	3	0	1	5	0	0	2	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	3	0	1	2	0
denovo6663	40	0	1	1	6	14	53	1	0	16	0	3	0	2	0	0	0	4	7	0	0	0	0	0	12	0	0	0	3	5	4	4	0	0	0	0	0	3	0	0	6	0
denovo6724	178	6	2	85	8	16	41	662	1	7	183	28	6	4	0	336	74	9	25	16	0	4	15	2	18	10	1	2	1	5	0	17	60	15	7	0	20	8	0	4	38	12
denovo6726	0	0	0	0	0	0	1	0	1	0	0	6	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	5	4	3	0	0	1	0	0	0	1	3	0	0	1	4
denovo6793	0	0	0	0	0	0	0	0	0	0	2	2	3	0	3	0	0	0	2	3	2	1	0	7	1	0	1	2	3	2	0	1	0	10	0	0	0	0	4	1	2	1
denovo6851	1	2	4	4	2	5	3	1	15	44	5	0	6	7	2	19	16	0	1	3	14	36	2	6	9	10	21	3	23	3	7	6	16	57	17	0	4	10	20	32	6	2
denovo6865	0	0	0	0	1	0	0	1	0	0	0	1	2	3	2	0	0	3	2	0	1	0	1	3	2	2	0	4	0	2	0	0	0	2	0	0	0	0	0	0	4	0
denovo6867	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
denovo6921	0	0	0	0	219	14	2	24	92	2	0	7	0	96	7	5	0	0	4	0	27	0	0	203	1	0	29	0	0	0	2	0	23	7	354	9	0	0	40	46	2	0
denovo6932	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	1	0	0	0	0	1	3
denovo6944	2	0	0	0	1	4	1	0	7	0	0	1	1	1	0	3	0	4	3	2	3	0	8	5	4	4	2	0	0	2	1	2	0	2	0	1	1	0	0	2	3	1
denovo6970	3	5	2	3	8	7	1	2	3	2	0	8	4	3	3	0	1	3	0	0	5	3	6	10	3	0	5	0	17	0	10	1	2	20	6	4	3	0	5	3	1	7
denovo6999	3	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	1	2	1	0	0	0	1	0	0	0
denovo7005	0	2	0	1	0	3	1	0	0	0	0	1	2	1	0	1	0	0	2	0	0	0	1	0	0	2	2	0	4	0	1	1	1	2	2	0	0	0	1	3	1	2
denovo7020	2	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	3	1	0	2	4	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0
denovo7040	1	3	7	17	0	1	0	2	3	0	18	2	4	1	0	0	2	2	0	13	2	0	6	0	1	0	9	0	1	39	0	0	0	0	0	4	0	0	10	0	0	14
denovo7074	0	1	3	2	0	2	1	2	0	0	1	0	0	0	0	1	1	0	3	0	3	0	2	0	0	0	2	3	0	0	0	1	1	0	0	0	1	0	4	0	0	0
denovo7098	0	1	0	0	3	0	2	1	0	2	1	0	1	1	0	1	1	0	0	0	1	0	1	0	5	2	2	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0
denovo7099	2	0	0	0	2	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	1	0	3	1	0	1	0	0	0	0	0	0	0	0	1
