sample	Acetobacteraceae	Actinomycetaceae	Aerococcaceae	Alcaligenaceae	Anaeroplasmataceae	Bacillaceae 1	Bacillaceae 2	Bacteroidaceae	Bacteroidales_incertae_sedis	Bdellovibrionaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Burkholderiaceae	Burkholderiales_incertae_sedis	Carnobacteriaceae	Caulobacteraceae	Chitinophagaceae	Clostridiaceae 1	Clostridiaceae 2	Clostridiaceae 4	Clostridiales_Incertae Sedis XI	Clostridiales_Incertae Sedis XII	Clostridiales_Incertae Sedis XIII	Comamonadaceae	Coriobacteriaceae	Corynebacteriaceae	Cryomorphaceae	Cytophagaceae	Deferribacteraceae	Defluviitaleaceae	Deinococcaceae	Dermacoccaceae	Desulfohalobiaceae	Desulfomicrobiaceae	Desulfovibrionaceae	Dietziaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Flavobacteriaceae	Gracilibacteraceae	Helicobacteraceae	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Marinilabiaceae	Marinilabiliaceae	Methylobacteriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Neisseriaceae	Nocardiaceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae 1	Peptococcaceae 2	Peptostreptococcaceae	Phaselicystidaceae	Phyllobacteriaceae	Polyangiaceae	Porphyromonadaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Rhizobiaceae	Rhizobiales_incertae_sedis	Rhodobacteraceae	Rhodocyclaceae	Rhodospirillaceae	Rikenellaceae	Ruminococcaceae	Sphingobacteriaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Synergistaceae	Thermoleophilaceae	Veillonellaceae	Verrucomicrobiaceae	Victivallaceae	Xanthomonadaceae
feces__J424	0.0	0.0	0.0	0.0	0.6722980645779282	0.0	0.0	3.5985576666874706	0.4550099493533451	0.0	1.0830186600791074	0.0	0.0	0.0	1.0830186600791074	0.28455294887287175	0.0	1.5355410088412473	0.28455294887287175	0.0	0.0	0.0	1.4148000694809082	0.0	1.885894864445274	0.0	0.28455294887287175	0.4550099493533451	1.1150125139077007	0.0	0.0	0.0	0.28455294887287175	0.0	1.6203842590840491	0.0	2.038574026535128	0.0	0.5771039067427074	1.498901331601563	0.0	0.0	0.0	3.35681540956516	2.8321396905171983	0.0	0.0	0.0	0.0	0.0	0.6722980645779282	0.8738314861678961	0.0	0.0	0.0	0.0	0.9245033206816449	0.0	2.2071460297313648	0.0	0.0	0.0	3.824877914991604	3.7025598228856658	0.0	0.28455294887287175	0.0	0.0	0.0	0.0	1.691330615073977	3.0964338816977546	3.6795571983400674	0.0	0.0	0.5771039067427074	0.0	2.7793631378804364	0.0	0.0	0.9698758774606814	0.0	0.0	0.7503316293568281
feces__J425	0.0	0.0	0.0	0.0	0.8580351863959321	0.0	0.0	3.330179514085418	0.6134009136335096	0.6134009136335096	2.4877629801025285	0.48721660058948263	0.0	0.0	0.8580351863959321	0.0	0.0	2.9408663796380963	0.0	0.0	0.6134009136335096	0.0	1.1901599393232305	0.6134009136335096	2.2163604026749155	0.0	0.7110565613638816	0.30862342004983656	0.6134009136335096	0.7907341869687282	0.0	0.0	0.30862342004983656	0.6134009136335096	1.6379531652852595	0.0	0.8580351863959321	0.0	1.7049503274176296	1.1601260813841447	0.0	0.30862342004983656	0.0	3.454225716398864	2.6434104687543134	0.0	0.0	0.30862342004983656	1.055101651605496	0.0	0.7907341869687282	0.48721660058948263	0.30862342004983656	0.0	0.30862342004983656	0.0	1.055101651605496	0.0	2.610515020682738	0.0	0.0	0.0	3.7719940059643786	3.460966473414664	0.48721660058948263	0.48721660058948263	0.0	0.0	0.0	0.0	2.568898048246475	3.077249344863563	3.8464119631991127	0.6134009136335096	0.30862342004983656	0.0	0.30862342004983656	3.032075469642185	0.0	0.30862342004983656	1.0930026550724021	0.7110565613638816	1.055101651605496	0.0
feces__J426	0.0	0.29208742477693406	0.0	0.0	0.9382150255717583	0.0	0.29208742477693406	3.260690157003643	0.684572149174853	0.0	0.4651564341333473	0.0	0.0	0.0	0.5885761222023077	0.0	0.0	1.8395155763903421	0.0	0.0	0.0	0.0	1.129371060014944	0.0	1.6982849359242105	0.0	0.0	0.0	2.3021614193799755	0.5885761222023077	0.0	0.0	0.29208742477693406	1.213459968125672	2.0465438937558504	0.0	0.983768381913439	0.0	1.7456729011130454	1.283878584340658	0.29208742477693406	0.29208742477693406	0.0	3.6481679189830096	2.4857753735272565	0.0	0.0	0.0	0.684572149174853	0.0	0.0	0.29208742477693406	0.0	0.0	0.0	0.0	1.1871987023342592	0.0	1.573464384623375	0.0	0.29208742477693406	0.0	3.61123881638059	3.866951042934701	0.5885761222023077	0.29208742477693406	0.0	0.0	0.0	0.0	1.7381253412189814	2.1219396372415953	3.833676858695909	0.0	0.0	0.29208742477693406	0.29208742477693406	2.356753049328342	0.0	0.0	0.5885761222023077	0.0	0.0	0.0
feces__J427	0.0	0.0	0.7624243640927916	0.0	1.2830551863695923	0.0	0.0	3.6080187438267175	0.0	0.0	0.5879316703733567	0.2916623667432237	0.0	0.0	0.8289133379383713	0.0	0.0	3.168873424254284	0.0	0.0	0.0	0.0	1.3436270223808682	0.0	1.7807059788587167	0.5879316703733567	0.2916623667432237	0.0	1.2830551863695923	0.0	0.0	0.0	0.0	0.9829900113620094	1.5256790834338232	0.2916623667432237	1.6974337314164276	0.2916623667432237	1.8951081188902148	1.4588243616339058	0.6838832504387701	0.0	0.0	3.405457062957817	2.659617187928617	0.0	0.0	0.0	0.8289133379383713	0.2916623667432237	0.2916623667432237	0.7624243640927916	0.2916623667432237	0.0	0.2916623667432237	0.0	1.36207542037972	0.0	2.624554898202934	0.0	0.5879316703733567	0.0	3.6161441436844486	3.743815130046565	0.5879316703733567	0.7624243640927916	0.0	0.0	0.0	0.0	2.0640035703237047	3.075544926174157	3.7063199329447793	0.2916623667432237	0.0	0.0	0.5879316703733567	2.641016785109819	0.0	0.0	0.8865616060853333	0.8865616060853333	1.3797719777681048	0.6838832504387701
feces__J428	0.0	0.0	1.0525906148612914	0.0	0.3072245556093609	0.0	0.0	3.393050728051542	0.3072245556093609	0.0	2.284078743461863	0.0	0.0	0.0	0.9651947074631022	0.0	0.0	3.0703376232500466	0.48536118766603004	0.0	0.3072245556093609	0.0	0.7088393281230637	0.0	1.961555704719147	0.48536118766603004	0.48536118766603004	0.0	1.8633894833381575	0.0	0.0	0.0	0.6113190097121416	1.0904712892961483	2.105625861266784	0.0	1.0904712892961483	0.0	2.2190525364773195	1.0110873676531913	0.0	0.0	0.0	3.573877044577759	2.753431589744196	0.0	0.0	0.0	0.6113190097121416	0.0	1.1253113225291982	0.7088393281230637	0.0	0.0	0.0	0.0	0.6113190097121416	0.0	2.229712431345856	0.0	0.0	0.0	3.7876190919166755	3.6015781031947673	0.0	0.0	0.0	0.0	0.0	0.0	2.0535844087460795	2.848608438887106	3.7103130775883724	0.3072245556093609	0.0	0.0	0.3072245556093609	2.953799559262846	0.3072245556093609	0.0	0.6113190097121416	0.0	1.3541729989674822	1.0525906148612914
feces__J429	0.3006326761160182	0.0	0.0	0.0	0.6983341184656996	0.0	0.0	3.627798440072594	0.0	0.4765914145051731	0.3006326761160182	0.0	0.0	0.0	0.6983341184656996	0.0	0.0	1.6012848812263913	0.6014638756131104	0.0	0.3006326761160182	0.0	0.9535359120767544	0.0	1.4142089490102048	0.0	0.3006326761160182	0.0	0.6983341184656996	0.0	0.0	0.0	0.0	0.0	1.145389866967627	0.0	2.0961213758881496	0.0	2.5002667694815934	0.9023944390589917	0.0	0.0	0.0	3.2137844361467174	2.3552343596805714	0.0	0.0	0.0	0.3006326761160182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4463914464559267	0.0	2.7823949990761387	0.0	0.0	0.0	3.861515416291559	3.853571886394959	0.0	0.0	0.0	0.0	0.0	0.0	2.335668397874874	2.8220278389680664	3.4582960631666104	0.3006326761160182	0.3006326761160182	0.0	0.8444166980777496	2.6214209191601294	0.3006326761160182	0.0	0.3006326761160182	0.0	0.3006326761160182	0.0
feces__J430	0.0	0.0	0.5598103262540362	0.0	0.6940602589772996	0.0	0.0	3.3068098010135656	0.0	0.0	2.2319359759936566	0.0	0.0	0.0	0.7964626492581858	0.0	0.0	3.030355606066759	0.5598103262540362	0.0	0.6940602589772996	0.0	1.2246669590689254	0.0	1.9301042939354496	0.36447549725287975	0.0	0.5598103262540362	1.2246669590689254	0.0	0.0	0.0	0.0	1.008693115935006	1.7498375278332157	0.0	0.6940602589772996	0.0	1.9924661284630798	0.9487837947276555	0.0	0.0	0.36447549725287975	3.6931437035716934	2.238578690282398	0.0	0.0	0.0	0.6940602589772996	0.0	0.36447549725287975	0.7964626492581858	0.36447549725287975	0.0	0.0	0.0	0.9487837947276555	0.0	2.4236293853697517	0.0	0.0	0.0	3.817915741857423	3.5555533270818125	0.0	0.36447549725287975	0.0	0.0	0.0	0.0	2.0766906173177717	2.698302839647083	3.6833122168581522	0.0	0.0	0.5598103262540362	0.5598103262540362	3.1067988446238104	0.0	0.0	0.36447549725287975	1.008693115935006	0.36447549725287975	0.5598103262540362
feces__J431	0.0	0.0	0.569011422407185	0.0	0.569011422407185	0.0	0.0	3.356943211590364	0.0	0.0	2.1473844070697656	0.0	0.0	0.0	1.1624008002294142	0.0	0.0	3.0998039517601197	0.807116051435551	0.0	0.569011422407185	0.0	1.0201194729557006	0.0	1.7195897108565077	0.7041811625404514	0.7041811625404514	0.807116051435551	1.4041859367885547	0.0	0.0	0.3717054107507212	0.0	0.807116051435551	1.9426079614553322	0.0	0.7041811625404514	0.0	2.2060358155110165	0.890267942438479	0.3717054107507212	0.569011422407185	0.0	3.624725157986846	2.959289481733744	0.0	0.0	0.0	0.807116051435551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2693933947126712	0.0	2.4340744070075244	0.0	0.0	0.0	3.6718649097193525	3.5490373553867443	0.0	0.3717054107507212	0.0	0.0	0.0	0.0	1.907699839685869	3.3013344557802755	3.7762496060104964	0.3717054107507212	0.0	0.0	0.0	1.8929111116970048	0.0	0.0	0.890267942438479	0.807116051435551	1.0728973206957897	0.0
feces__J432	0.0	0.0	0.0	0.0	0.7712978159394706	0.0	0.0	3.2725730887392355	0.0	0.4716471865917003	0.5958967876687683	0.0	0.2969309267022819	0.0	0.4716471865917003	0.0	0.0	2.131702145965039	0.9469283109429297	0.0	0.5958967876687683	0.0	1.222700615582629	0.0	1.604749438237125	0.0	0.2969309267022819	0.0	1.2932083914522163	0.4716471865917003	0.0	0.0	0.2969309267022819	0.9925935900024749	1.6640375582659814	0.0	0.4716471865917003	0.0	2.1591367054519948	1.0339108148215932	0.0	0.0	0.0	3.589898547901007	2.0487405951621667	0.0	0.0	0.2969309267022819	0.5958967876687683	0.0	0.2969309267022819	0.0	0.0	0.0	0.0	0.0	0.838047195117766	0.0	2.463082608358996	0.2969309267022819	0.0	0.2969309267022819	3.8916390474790874	3.628453171832636	0.0	0.2969309267022819	0.4716471865917003	0.0	0.0	0.0	2.5883809520567875	2.9160519899815456	3.735822469290673	0.0	0.0	0.0	0.0	2.7445939274415503	0.0	0.0	0.7712978159394706	0.0	0.0	0.0
feces__J433	0.0	0.0	0.0	0.0	0.645170806898124	0.0	0.0	3.0600954467002053	0.26819413848877616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6490658159287666	0.0	0.0	0.26819413848877616	0.0	1.1910071695112971	0.0	1.5018391066687162	0.0	0.0	0.26819413848877616	2.3401701564830657	0.0	0.0	0.0	0.5518257105978637	0.645170806898124	2.306701705119068	0.0	0.0	0.0	1.5864956712781955	0.8940325154685873	0.0	0.0	0.0	3.905976387158384	1.8867054131279788	0.0	0.0	0.0	0.26819413848877616	0.0	0.0	0.26819413848877616	0.0	0.0	0.5518257105978637	0.0	1.3814351330706771	0.0	1.9409664730709524	0.0	0.0	0.0	3.60227378925245	3.5605580607541545	0.0	0.0	0.0	0.0	0.0	0.0	1.7715618009317577	2.4594906242405044	3.89633294306018	0.43276423466449804	0.0	0.0	0.0	1.7652373621958992	0.26819413848877616	0.0	0.5518257105978637	0.0	0.0	0.0
feces__J434	0.0	0.0	0.45330219334738026	0.0	1.1964292048043417	0.0	0.0	3.5038528909788393	0.5751695510152725	0.5751695510152725	0.0	0.0	0.0	0.0	1.3632119620053647	0.0	0.0	1.7497118367077173	0.0	0.0	0.0	0.0	1.1964292048043417	0.0	1.3632119620053647	0.0	0.0	0.0	0.6702262561471246	0.45330219334738026	0.0	0.0	0.0	0.8142264959365881	1.566766665836968	0.0	1.2877780922897593	0.0	1.6547295628041117	1.1964292048043417	0.2832892869314058	0.0	0.0	3.3718479588515216	3.0407988821009693	0.0	0.0	0.0	0.5751695510152725	0.0	0.7481675551957684	0.5751695510152725	0.0	0.0	0.0	0.0	1.8094004929888399	0.0	2.067864097516892	0.0	0.0	0.0	3.78750356441815	3.768249022209243	0.2832892869314058	0.2832892869314058	0.0	0.0	0.0	0.0	2.5425018181216688	3.2381717914487034	3.6604762837558233	0.45330219334738026	0.2832892869314058	0.0	0.45330219334738026	2.081322592131145	0.0	0.0	0.8715513630731412	0.2832892869314058	0.45330219334738026	0.2832892869314058
feces__J435	0.0	0.0	0.29820913421975664	0.0	0.0	0.0	0.4733560197675132	3.6901727555237787	0.0	0.29820913421975664	0.4733560197675132	0.5978217984261227	0.0	0.0	0.5978217984261227	0.7734395839070649	0.0	1.8809045436072653	0.0	0.0	0.4733560197675132	0.0	1.3168303407525557	0.29820913421975664	1.8395192561000766	0.29820913421975664	0.0	0.0	1.0362501397689174	0.0	0.0	0.0	0.0	0.4733560197675132	1.5626955104258964	0.0	1.9388872433439521	0.0	1.3747883956128921	1.67569974803304	0.0	0.6944477892362917	0.0	3.235391256151979	2.618635463183861	0.0	0.0	0.0	0.7734395839070649	0.0	0.8402510005094118	1.2251237571494213	0.0	0.0	0.9492149068989043	0.0	1.3370214027405554	0.0	2.512871038801354	0.0	0.0	0.0	3.6764860958164856	3.7429164683743026	0.5978217984261227	1.3370214027405554	0.0	0.0	1.0362501397689174	0.0	2.2615423580354492	2.9196586927229884	3.7870125424460883	0.4733560197675132	1.1708107420793745	0.5978217984261227	0.6944477892362917	2.7710505459844543	0.0	0.0	0.8402510005094118	0.7734395839070649	0.4733560197675132	0.0
feces__J436	0.0	0.0	0.0	0.0	0.5973021169618629	0.0	0.0	3.4864069609828787	0.0	0.0	1.0733589501097944	0.0	0.0	0.0	0.6938930773342599	0.0	0.0	3.3658225168864573	0.5973021169618629	0.0	0.0	0.0	1.170162377335151	0.0	1.7646050236201007	0.6938930773342599	0.0	0.2978638780579415	0.5973021169618629	0.0	0.0	0.0	0.2978638780579415	0.6938930773342599	1.6658785673426304	0.0	1.838834004005946	0.0	1.4852126812621746	1.4562632212993412	0.0	0.2978638780579415	0.0	3.4783734146887406	2.398503434839523	0.0	0.0	0.0	0.5973021169618629	0.2978638780579415	0.948597798363071	0.7728614913332773	0.0	0.0	0.0	0.0	0.0	0.0	2.2317276219601307	0.0	0.0	0.0	3.606429931603471	3.650223216498738	0.0	1.1402296097078162	0.0	0.0	0.0	0.0	2.234230554447879	3.082494293846946	3.7977167674700696	0.0	0.7728614913332773	0.0	0.4728946144301978	2.7585784982544492	0.0	0.0	0.0	0.2978638780579415	0.5973021169618629	1.0733589501097944
feces__J437	0.0	0.0	0.0	0.0	0.7615416867059827	0.34118035398199464	0.0	3.4218504911234695	0.34118035398199464	0.0	2.1015414022834737	0.0	0.0	0.0	1.1853888368629115	0.0	0.0	2.4568184128461676	0.0	0.0	0.66097425230838	0.0	0.9710906900180923	0.0	1.9451792052602122	0.0	0.66097425230838	0.0	1.2482681073397832	0.66097425230838	0.0	0.0	0.34118035398199464	0.34118035398199464	1.6189506541282521	0.0	1.4161082257919788	0.0	1.7566714010908904	1.2179654753943816	0.0	0.0	0.0	3.457263731062321	2.854934697826874	0.0	0.0	0.0	0.9710906900180923	0.0	0.66097425230838	0.0	0.0	0.0	0.0	0.34118035398199464	0.9118122613690126	0.0	1.90837217062176	0.0	0.0	0.0	3.619706157709676	3.8140011090922843	0.0	0.0	0.0	0.0	0.7615416867059827	0.0	1.565983191243769	2.762497325822699	3.7982859145874732	0.0	1.1853888368629115	0.34118035398199464	0.0	3.097609223161862	0.34118035398199464	0.0	0.9118122613690126	0.0	0.0	0.0
feces__J438	0.0	0.0	0.6232841890526709	0.3152940761091951	0.7215729395707897	0.0	0.0	3.379858740668778	0.3152940761091951	0.0	2.9289534402056705	0.0	0.0	0.0	0.3152940761091951	0.3152940761091951	0.0	3.389790543216705	0.7215729395707897	0.0	0.4960377850452549	0.0	1.2569213005825817	0.0	2.0321266461196585	0.0	0.0	0.3152940761091951	0.8692713342050931	0.0	0.0	0.0	0.0	0.8692713342050931	1.6294543278582467	0.0	0.7215729395707897	0.0	1.783472167685007	1.2023495712214909	0.0	0.6232841890526709	0.0	3.597324030945071	2.701958924137339	0.0	0.3152940761091951	0.0	1.4420009860868699	0.0	0.7215729395707897	0.0	0.0	0.0	0.4960377850452549	0.0	1.172256327072871	0.0	2.578226292561112	0.0	0.0	0.0	3.6719156646627455	3.452782640446962	0.6232841890526709	1.2569213005825817	0.0	0.0	0.0	0.0	1.9868170659949373	2.9875630611476236	3.719062021512578	0.0	1.1399215713490152	0.0	0.6232841890526709	3.0549906036417065	0.0	0.0	0.4960377850452549	0.0	0.7215729395707897	0.0
feces__J439	0.0	0.0	0.3035067450619088	0.0	1.2350993693228896	0.3035067450619088	0.0	3.3575056593710455	0.0	0.0	0.8493352880669874	0.0	0.0	0.0	0.3035067450619088	0.0	0.0	1.9591273882465805	0.4804204583373868	0.0	0.3035067450619088	0.0	0.9074150729216149	0.0	1.6382936744390846	0.0	0.0	0.4804204583373868	1.2350993693228896	0.0	0.0	0.0	0.0	1.3664536954247686	1.9493663105293684	0.0	2.200807822163188	0.0	1.1807031583065277	1.1807031583065277	0.0	0.0	0.0	3.662567805128204	2.38331680450922	0.0	0.0	0.0	0.8493352880669874	0.0	0.7029260517382594	0.0	0.0	0.0	0.0	0.0	1.4361212738589204	0.0	1.8913663892867263	0.0	0.4804204583373868	0.0	3.704429318288802	3.735962921545243	0.0	0.4804204583373868	0.0	0.0	0.0	0.0	2.285947106113887	2.91768675352126	3.8048303601808664	0.0	1.2350993693228896	0.0	0.4804204583373868	2.362852759061911	0.0	0.0	0.3035067450619088	0.0	0.8493352880669874	0.0
feces__J440	0.0	0.0	0.2721246544787957	0.0	0.4381368669996567	0.0	0.0	3.289822095829375	0.2721246544787957	0.0	0.6517504998985775	0.6517504998985775	0.0	0.0	0.0	0.0	0.0	1.090816843431697	0.4381368669996567	0.0	0.4381368669996567	0.0	1.120477459945203	0.0	1.604278575373287	0.0	0.0	0.2721246544787957	2.0741380969673044	0.4381368669996567	0.0	0.0	0.0	0.9014448748347178	2.3277802604638156	0.0	0.0	0.0	1.510060710636143	1.090816843431697	0.0	0.7288483341356329	0.0	3.6662959414324607	2.2123121805070682	0.0	0.0	0.0	1.3575628491408571	0.0	0.0	0.0	0.0	0.0	0.2721246544787957	0.0	1.6403794461108452	0.0	2.207646010715884	0.0	0.0	0.2721246544787957	3.6576437926987437	3.7698265581767623	0.0	0.4381368669996567	0.0	0.0	0.0	0.0	1.5850366471977957	2.2626522978797463	3.886537811959343	0.0	0.7943008294609273	0.9014448748347178	0.0	1.8494042554792876	0.0	0.0	0.4381368669996567	0.0	0.4381368669996567	0.0
feces__J441	0.0	0.0	0.0	0.589761842718509	0.4662068914830463	0.0	0.0	3.4496554536136705	0.29287004560749974	0.0	2.1767560725598183	0.0	0.589761842718509	0.4662068914830463	1.1607331728947192	0.0	0.29287004560749974	2.6737541916017777	0.4662068914830463	0.0	0.7644648931713337	0.0	0.9396282084773621	0.0	1.933102489637028	0.29287004560749974	0.589761842718509	0.29287004560749974	1.0264404579192328	0.4662068914830463	0.0	0.0	0.29287004560749974	0.7644648931713337	1.8033221377630602	0.0	2.8822702260989215	0.0	1.3267091567053624	1.1308497017452008	0.0	0.29287004560749974	0.0	3.405627358875137	2.851014114592939	0.0	0.0	0.0	1.7241917458584493	0.0	0.8887078579125529	1.3991425827186459	0.0	0.0	0.0	0.0	1.0264404579192328	0.0	2.1626119850178007	0.0	0.0	0.0	3.8570791824665527	3.2599945312448684	0.29287004560749974	0.4662068914830463	0.0	0.0	0.8310142353794797	0.0	2.073565458001093	2.929503563066755	3.837406843192168	0.0	0.9851998721255608	0.0	0.4662068914830463	3.020168171683902	0.0	0.0	1.2397282734364097	0.0	0.8310142353794797	0.0
feces__J442	0.0	0.0	0.2958339351046342	0.0	1.5083794430106077	0.7694562873108285	0.0	3.725863707599844	0.47017926651664804	0.0	2.3698002884487783	0.2958339351046342	0.0	0.0	1.136428186665228	0.0	0.0	2.933545871187659	0.8361520733542541	0.0	0.2958339351046342	0.0	1.136428186665228	0.5942424001471776	1.8285473822979452	1.1043015407276877	0.5942424001471776	0.0	1.5461413008159912	0.0	0.0	0.0	0.0	0.5942424001471776	1.1663411046589012	0.0	1.5808808108754813	0.0	2.3698002884487783	0.9449616455068374	0.0	0.0	0.0	3.355037503742361	2.781953714459443	0.0	0.0	0.0	1.1663411046589012	0.47017926651664804	0.2958339351046342	0.7694562873108285	0.47017926651664804	0.2958339351046342	0.0	0.0	0.6906262027471018	0.0	2.6532688367309207	0.0	0.0	0.0	3.754245840638811	3.519747777407415	0.6906262027471018	1.2454049488122352	0.0	0.0	0.0	0.0	2.3339851106726934	3.0573685208764725	3.660997766743807	0.0	1.136428186665228	1.1043015407276877	1.1663411046589012	2.809104926143294	0.2958339351046342	0.0	0.8939556723939399	0.2958339351046342	0.2958339351046342	0.0
