#OTU ID	taxonomy	J401	J402	J403	J404	J405	J406	J407	J408	J409	J410	J411	J412	J413	J414	J415	J416	J417	J418	J419	J420	J421	J422	J423	J424	J425	J426	J427	J428	J429	J430	J431	J432	J433	J434	J435	J436	J437	J438	J439	J440	J441	J442
denovo85804	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	0	0	0	0	0	0	2	0	0	3	0	0	0	3	0	0	0	0	0	2	0	3	0	3	0	0	0	0	2	0	4	0	0	0	0	2	0	0	2	1	0
denovo85832	Unassigned	4	0	0	1	2	3	1	0	3	1	0	0	1	0	0	4	0	0	1	0	1	4	2	0	2	2	1	0	3	0	1	0	1	2	0	1	1	1	1	2	0	0
denovo85836	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	8	1	0	16	3	11	0	14	7	0	4	3	0	23	2	0	14	0	8	2	3	2	8	0	0	2	45	1	35	0	3	2	1	0	52	37	4	4	7	8	23	39
denovo85860	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	1	0	1	0	1	1	0	1	0	3	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	3	1	0	1	0
denovo85882	Unassigned	0	3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	3	0	0	1	0	4	0	0	0	0	2	0	1	0	0	2	0	3	0	0	1	0	1	0
denovo85921	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	4	5	1	2	0	0	1	1	0	1	2	2	0	0	0	0	0	0	5	4	6	5	2	0	0	0	2	9	1	1	0	11	8	3	0	0	1	2	4	2	0	0
denovo85939	Unassigned	1	1	0	0	7	0	2	5	0	0	0	0	0	1	1	0	0	2	3	1	0	0	0	0	2	2	0	0	0	0	1	0	3	0	3	1	0	0	0	1	3	0
denovo85959	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	2	2	0	0	1	0	8	15	0	0	1	2	0	2	4	1	0	0	0	7	8	6	0	1	0	2	0	0	0	7	1	0	0	0	2	0	3	0	0	0
denovo86017	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	1	0	0	3	0	0	0	0	0	0	0	4	1	0	0	0	2	1	0	0	1	0	0	0	1	1	0	1	3	0	0	0	1	0	0	0	0	0	0	1	0
denovo86063	Unassigned	3	0	1	0	1	4	1	1	2	0	0	2	1	1	0	1	2	1	1	0	0	1	1	1	4	0	2	0	1	1	0	0	1	4	1	1	3	0	2	3	0	1
denovo86096	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0	0	0	0	0	0	0	7	0	1	2	0	0	0	1	1	2	2	0	1	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
denovo86125	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__	0	8	0	0	0	4	11	0	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	1	0	5	0	0	5	4	0	0	0	0	0	0	7	0	0	3	0
denovo86130	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	3	4	0	3	3	18	10	0	6	8	0	14	4	1	3	1	4	3	8	0	17	5	18	8	11	2	5	0	13	2	4	5	8	17	13	9	6	0	6	0	4	0
denovo86134	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	3	1	1	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	4	0	1	0	1	0	0	2	0	0	1	0	1	11
denovo86167	Unassigned	0	0	3	1	2	0	2	2	0	1	1	0	0	1	0	1	0	0	2	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0
denovo86189	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	2	0	2	4	0	0	2	1	0	1	3	1	0	0	1	7	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
denovo86220	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	1	0	3	0	0	0	1	0	6	4	0	0	1	0	0	0	6	0	0	0	0	1	0	1	0	7	0	1	1	0	0	2	1	0	0	0	1	0	0	0	0	2
denovo86230	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	3	0	6	9	0	0	2	0	10	7	2	0	2	24	0	13	26	2	0	23	6	5	8	0	0	9	15	12	13	7	0	0	6	0	43	13	29	0	4	24	12	0
denovo86250	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	1	1	1	0	1	2	0	0	0	3	0	0	0	3	0	3	2	0	0	0	1	0	1	0	1	0	0	2	2	0	2	2	0	0	2	0	0	6	4
denovo86275	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	17	1	7	5	0	6	2	2	0	4	4	0	0	0	0	0	1	0	0	6	0	4	0	0	1	2	0	2	2	1	2	0	2	0	2	0	0	0	8	7	0	2
denovo86289	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0	0	0	2	0	2	0	0	2	0	3	0	4	0	0	4	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	5	0	0	1	0	1	0	1
denovo86294	Unassigned	1	2	0	2	4	5	3	0	0	0	0	4	3	0	1	0	0	1	1	0	1	0	0	0	0	0	6	5	0	0	5	0	0	0	0	6	1	0	0	0	0	4
denovo86337	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	1	0	0	0	0	0	1	0	0	0	0	1	4	3	0	0	0	1	4	1	5	2	0	8	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
denovo86406	Unassigned	5	1	0	1	6	5	1	1	0	1	1	1	0	0	0	1	1	2	0	0	0	4	5	1	2	2	1	2	3	1	0	2	1	2	0	2	7	2	2	0	0	1
denovo86444	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	3	0	0	0	0	0	0	1	0	0	0	0	0	3	1	2	0	0	0	2	1	1	2	2	0	3	1	0	0	0	0	0	4	0	1	0	0	0	0	5	0
denovo86445	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0	0	0	1	1	2	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	2	0	1	1	0	0	0	2	2
denovo86459	Unassigned	1	0	0	0	1	2	1	1	1	2	2	0	0	1	0	3	1	0	0	0	0	0	0	1	1	3	4	2	0	2	0	0	0	2	2	1	3	1	0	0	0	0
denovo86462	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__	3	0	0	2	0	0	0	2	0	2	2	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	4	5	0	1	0	2	0	0	10	0	1
denovo86469	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	0	3	3	0	2	1	4	0	4	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	3	1	0	0	1	0	2	0	0	0	2
denovo86472	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	1	0	0	3	0	0	0	0	0	1	0	0	3	1	0	0	2	1	0	0	0
denovo86523	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	6	0	0	1	2	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
denovo86530	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	0	0	1	0	1	0	0	3	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	6	0	1	0	0	0	1	0	6	2	0	0	0	0	1	2
denovo86571	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	3	1	0	1	2	1	0	1	0
denovo86598	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	5	0	4	0	0	0	0	2	3	1	0	1	0	2	0	2	1	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	1	0	1	0	1	1	1	1	0	0
denovo86607	Unassigned	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	2	1	3	1	1	1	2	1	2	0	0	1	0	0	0	0
denovo86615	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__	0	9	0	0	3	0	2	2	4	0	0	1	10	3	2	0	1	7	4	2	2	2	3	3	1	0	2	0	2	0	0	3	1	8	0	0	0	3	0	1	2	1
denovo86620	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	13	35	0	0	24	0	23	11	11	0	9	37	24	6	17	8	13	40	28	19	14	39	41	16	11	8	2	38	28	26	10	28	21	14	9	3	8	8	14	4	29	15
denovo86659	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	0	0	1	1	0	0	0	0	0	0	5	3	79	1	0	0	178	0	0	0	0	179	0	0	0	0	0	0	1	10	0	0	0	0	960	0	18	0	0	4	16
denovo86663	Unassigned	0	1	0	0	0	0	2	2	0	0	2	0	1	2	0	0	0	4	5	0	3	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	1	0	0	1	2	0
denovo86669	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	58	62	59	77	41	38	73	116	24	59	153	49	37	70	37	10	24	102	52	45	157	28	37	58	25	45	25	69	15	29	38	41	91	38	20	50	39	62	113	80	47	66
denovo86718	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	0	0	1	0	1	0	0	5	0	1	1	2	0	0	0	1	2	0	0	1	0	4	0	2	6	1	0	4	0	0	2	0	3	0	2	1	0	3
denovo86862	Unassigned	1	0	0	0	0	2	0	0	0	0	0	1	1	4	0	0	0	1	2	2	0	2	0	0	7	1	0	0	4	0	0	1	0	0	0	4	0	0	0	0	1	0
denovo86876	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	4	1	0	0	0	0	0	0	4	0	0	0	1	0	0	1	3	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0
denovo86890	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	1	0	0	0	0	1	0	2	0	0	0	2	0	1	3	0	0	0	1	2	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0
denovo86894	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	5	0	1	1	0	0	1	0	2	2	0	1	0	0	2	0	1	2	0	1	2
denovo86896	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	2	0	2	1	0	0	0	0	0	4	0	0	2	3	0	0	0	1	0	8	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0
denovo86900	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	2	0	3	0	0	0	1	1	0	1	0	1	0	2	0	0	2	2	0	0	0	2	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0
denovo86906	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	4	0	0	2	0	0	2	0	0	0	4	0	0	2	4	1	3	0	1	0	1	2	1	2	0	0	0	0	0	3	0	0	1	4	0	0	0	2
denovo86925	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	13	4	0	44	0	0	76	0	0	0	0	20	21	0	26	0	2	0	37	7	5	1	23	1	9	0	16	2	0	0	41	37	13	3	2	0	4	71	0	0	3	1
denovo86928	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	1	0	0	0	0	0	5	0	6	0	0	4	0	0	0	0	0	0	0	0	0	1	0	20	2	0	0	2	0	6	2	0	0	13	0	0	0	6	0	0	0	2
denovo86936	Unassigned	0	0	0	1	1	5	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	2	2
denovo86959	Unassigned	2	1	1	0	0	1	0	0	3	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	2	1	1	3	0	2	0	0	1
denovo86962	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0	0	12	7	0	0	17	10	4	3	1	0	0	2	0	1	0	3	4	0	0	0	3	0	0	0	0	4	0	0	1	0	0	1	2	0	0	0	0	6	2	0
denovo86970	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0	0	0	0	1	0	0	2	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	0	0	0	0	0	1
denovo86973	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	13	0	14	1	72	9	0	3	11	6	0	2	2	3	18	12	50	0	1	2	0	0	12	10	3	0	61	1	11	0	2	3	1	43	7	10	4	0	0	12	11	8
denovo86997	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	2	0	0	1	3	0	0	0	1	2	0	0	3	1	1	0	0	0	2	0	0	2	0	0	2	4	6	0	0	1	0	1	2	2	2	0	0	5	0	1	0
denovo87014	Unassigned	4	1	1	0	0	4	0	2	1	1	1	0	2	0	0	1	2	0	0	1	0	1	2	0	5	4	0	1	1	1	0	3	1	0	2	1	1	1	0	1	1	0
denovo87033	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	3	0	0	0	5	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	2	11	4	2	2	0	4	0	2	0	0	0	0	3	1	0	3	0	6	3
denovo87036	Unassigned	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	3	0	0	1	5	1	1	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	1	2	0
denovo87052	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	1	1	0
denovo87070	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	1	3	0	0	2	2	0	1	3	0	2	1	0	0	3	0	4	0	1	4	0	4	2	0	0	0	2	1	2	3	0	0	0	2	4	5	0	0	2	0	1	5
denovo87071	Unassigned	4	0	0	1	3	2	2	0	1	0	1	1	0	1	0	2	1	0	0	0	0	0	1	2	3	1	1	0	1	0	0	1	3	3	0	1	3	0	0	0	1	0
denovo87082	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	3	0	0	0	0	3	0	0	0	0	0	0	5	0	0	1	3	0	0	0	0	5	0	0	0	0	4	0	0	5	3	0	0	1	3	1	0	0	0	0	0	1
denovo87085	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	5	0	2	2	0	1	0	1	2	1	7	1	0	0	4	0	1	0	4
denovo87118	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	4	0	26	8	49	7	6	0	0	14	0	17	19	0	0	0	69	12	0	0	5	27	0	57	14	0	6	0	44	5	6	0	17	33	20	0	23	0	42	23	0	40
denovo87176	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	1	0	1	2	0	1	0	0	1	0	0	0	0	2	0	1	2
denovo87226	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	1	0	3	0	0	3	0	1	0	0	5	0	1	0	0	0	0	1	0	0	11	0	0	1	0	1	1	6	0	0	49	1	9	55	2	31	5	12	7	0	0
denovo87432	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0	2	0	2	0	0	0	0	0	0	4	1	1	2	0	0	0	0	0	2	0	0	0	1	1	0	1	0	2	0	0	1	0	2	1	0	0	0	0	0	1	0
denovo87434	Unassigned	1	1	1	0	0	4	2	1	2	0	0	1	0	0	0	1	0	0	1	0	0	0	2	1	1	1	2	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0
denovo87460	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	2	0	0	0	0	2	1	0	0	1	2	0	0	1	0	0	0	2	1
denovo87472	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	4	2	2	2	9	15	3	2	6	4	1	34	22	2	3	0	1	3	11	4	6	20	11	23	4	0	3	10	19	5	4	5	6	15	2	0	3	3	4	5	4	7
denovo87513	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	0	2	1	0	0	0	0	0	0	0	2	1	1	0	0	1	0
denovo87594	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	1	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	2	3	0	1	2	2	1	0	0	0	0	1	0	0	0
denovo87604	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	30	23	13	0	77	42	23	0	8	52	4	9	37	3	19	2	104	15	10	3	14	56	0	0	50	0	250	0	12	23	17	0	1	2	5	52	45	2	9	7	5	49
denovo87677	Unassigned	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	3	0	0	1	1	0	1	0	0	1	1	2	1	0	4	0	2	0	0	0
denovo87691	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	8	0	6	0	0	0	2	0	2	0	6	0	0	2	0	0	1	0	0	0	7	1	0	2	0	0	0	1	0	0	6	4	20	0	0	2	3	0	2	0	1	4
denovo87705	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	2	0	0	0	0	0	0	2	2	1	0	0	3	4	4	0	0	0	0	0	3	2	0	1	0	3	0	3	4	1	2	1	0	5	6	5	0	1	1	0	0	4
denovo87722	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	1	1	3	1	0	0	1	0	0	2	0	0	0	0	0	0
denovo87734	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	4	0	1	0	0	0	1	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0
denovo87759	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae	0	4	0	1	2	15	4	0	3	0	0	5	3	1	19	0	0	1	2	6	2	2	0	0	0	0	9	8	0	2	3	2	0	0	0	10	5	8	0	0	9	1
denovo87765	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	1	0	5	0	0	0	2	0	0	0	0	0	4	0	3	0	0	2	2	0	7	0	1	2	1	0	10	0	2	1	1	4	0	0	2	0	0	1	2	1
denovo87774	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	4	0	1	1	1	0	0	0	1	1	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	3	11	1	0	0	0	0	0	2	6	4	3	0	2	10
denovo87816	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	1	0	2	0	1	0	8	0	0	0	3	2	0	0	2	2	0	0	0	3	0	0	0	7	0	0	1	0	0	1	0	6	0	1	1	0	0	3	0	0	0
denovo87835	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	0	1	7	0	1	3	2	0	0	10	4	0	0	0	2	0	1	1	3	2	0	1	0	0	1	0	0	0	0	2	0	2	0	0	0	0	2	0	3	0	0
denovo87917	Unassigned	0	2	0	0	0	4	0	0	0	0	0	0	4	0	2	0	0	0	1	0	3	0	1	0	3	1	0	0	2	0	0	1	0	0	0	2	1	2	0	0	6	0
denovo87928	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	1	2	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	2
denovo88011	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	2	0	0	0	0	0	1	0	0	0	0	3	0	0	4	0	0	0	3	1	1	2	0	3	4	0	5	2	0	1	1	1	0	2	6	2	1	0	0	1	0	1
denovo88025	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0	0	0	0	3	0	1	0	1	0	2	4	1	0	4	0	0	1	0	0	2	0	1	0	2	0	1	0	2	0	2	0	0	0	0	0	0	0	1	0	1	1
denovo88054	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__	0	1	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	1	0	1	0	6
denovo88056	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	11	11	24	29	1	6	38	13	13	18	12	9	6	4	10	25	7	15	12	15	46	10	3	14	6	6	9	12	5	3	4	14	15	12	12	10	15	12	19	18	5	7
denovo88059	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	197	166	490	606	8	36	442	831	28	8	610	213	58	87	3	692	119	70	127	8	116	210	152	108	2	20	4	167	47	157	155	206	206	3	48	12	176	161	272	39	178	58
denovo88067	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	0	1	0	1	0	0	0	2	0	0	0	0	1	0	1	4	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0
denovo88083	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	4	1	0	0	0	0	2	0	0	2	0	2	0	0	0	0	1	0	1	0
denovo88114	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	1	0	0	0	0	0	2	2	2	0	0	0	0	2	0	0	0	0	0	6	0	0	2	1	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0
denovo88137	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	53	1	7	12	27	102	4	37	81	319	136	0	10	1	19	167	3	8	8	9	243	7	4	0	2	3	86	2	58	33	91	3	267	174	0	4	2	1	1	230	4	36
denovo88144	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	2	0	0	2	0	0	1	0	0	0	0
denovo88179	Unassigned	1	0	0	0	1	2	1	0	0	0	0	1	0	1	1	3	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	2	1	0	2	1	0	0	0	1
denovo88221	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	29	5	7	8	20	30	7	8	3	13	2	11	4	0	2	8	21	6	9	3	6	6	5	28	15	18	19	3	4	0	4	2	2	12	16	20	6	0	9	14	2	6
denovo88223	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0	3	0	0	0	1	0	1	0	0	0	0	0	0	2	4	1	1	0	2	0	1	1	0	0	0	1	5	1	2	0	0	2	0	4	1	2	0	0	0	0	0
denovo88317	Unassigned	1	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	1	0	0	0	0	1	0	1	1	1	2	0	0	2	0	1
denovo88358	Unassigned	0	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	3	4	3	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	3	2	1	0	0	2	0
denovo88363	Unassigned	6	0	3	2	0	3	6	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0
denovo88370	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	2	10	0	0	8	0	1	0	7	0	0	0	3	1	5	0	2	5	5	0	1	2	2	4	0	0	2	0	0	0	3	0	0	1	0	4	0	4	3	0	2	0
